Iterations,Avg_StackingTime, Manpower, Forklifts, Avg_StackingTime_At_Gate,Avg_StackingTime_At_Inbound, Avg_StackingTime_At_Outbound,,
12251.00 ,151.71 ,51.00 ,25.00 ,48.77 ,75.02 ,27.93 ,0.42 ,
12252.00 ,150.49 ,51.00 ,25.00 ,48.50 ,70.56 ,31.43 ,0.15 ,
12253.00 ,208.77 ,51.00 ,25.00 ,48.88 ,79.54 ,80.35 ,0.44 ,
12254.00 ,157.59 ,51.00 ,25.00 ,48.71 ,81.37 ,27.50 ,0.13 ,
12255.00 ,189.97 ,51.00 ,25.00 ,48.93 ,78.14 ,62.89 ,0.68 ,
12256.00 ,170.84 ,51.00 ,24.00 ,49.36 ,88.18 ,33.30 ,0.34 ,
12257.00 ,168.51 ,51.00 ,25.00 ,48.97 ,88.66 ,30.88 ,0.37 ,
12258.00 ,150.11 ,51.00 ,25.00 ,48.69 ,70.68 ,30.75 ,0.59 ,
12259.00 ,165.79 ,51.00 ,25.00 ,49.02 ,82.87 ,33.90 ,0.42 ,
12260.00 ,162.00 ,51.00 ,25.00 ,49.28 ,81.24 ,31.48 ,0.42 ,
12261.00 ,199.28 ,51.00 ,25.00 ,49.28 ,79.58 ,70.42 ,0.13 ,
12262.00 ,165.08 ,51.00 ,25.00 ,48.41 ,84.61 ,32.06 ,0.61 ,
12263.00 ,160.38 ,51.00 ,25.00 ,49.54 ,73.23 ,37.60 ,0.66 ,
12264.00 ,172.42 ,51.00 ,25.00 ,49.64 ,91.04 ,31.74 ,0.03 ,
12265.00 ,169.77 ,51.00 ,25.00 ,49.36 ,87.01 ,33.41 ,0.41 ,
12266.00 ,154.89 ,51.00 ,25.00 ,50.35 ,75.65 ,28.89 ,0.61 ,
12267.00 ,166.79 ,51.00 ,25.00 ,50.43 ,74.63 ,41.74 ,0.59 ,
12268.00 ,142.87 ,51.00 ,25.00 ,48.71 ,65.25 ,28.90 ,0.62 ,
12269.00 ,155.74 ,51.00 ,24.00 ,50.06 ,75.26 ,30.42 ,0.33 ,
12270.00 ,180.96 ,51.00 ,25.00 ,50.16 ,69.84 ,60.96 ,0.50 ,
12271.00 ,156.87 ,51.00 ,25.00 ,50.11 ,76.44 ,30.32 ,0.40 ,
12272.00 ,145.96 ,51.00 ,25.00 ,50.15 ,68.05 ,27.77 ,0.49 ,
12273.00 ,186.87 ,51.00 ,25.00 ,50.14 ,73.45 ,63.28 ,0.41 ,
12274.00 ,184.39 ,51.00 ,25.00 ,50.13 ,68.65 ,65.60 ,0.62 ,
12275.00 ,146.56 ,51.00 ,25.00 ,50.30 ,62.67 ,33.60 ,0.33 ,
12276.00 ,205.86 ,51.00 ,25.00 ,50.33 ,76.05 ,79.48 ,0.31 ,
12277.00 ,165.73 ,50.00 ,25.00 ,50.24 ,83.95 ,31.55 ,0.20 ,
12278.00 ,151.48 ,51.00 ,25.00 ,50.39 ,74.43 ,26.66 ,0.20 ,
12279.00 ,171.54 ,50.00 ,25.00 ,50.31 ,62.77 ,58.46 ,0.05 ,
12280.00 ,184.28 ,51.00 ,25.00 ,50.29 ,79.43 ,54.55 ,0.38 ,
12281.00 ,141.61 ,50.00 ,25.00 ,50.34 ,59.81 ,31.46 ,0.95 ,
12282.00 ,152.11 ,50.00 ,25.00 ,50.41 ,73.72 ,27.99 ,0.53 ,
12283.00 ,147.51 ,51.00 ,24.00 ,50.42 ,67.79 ,29.31 ,0.49 ,
12284.00 ,149.28 ,50.00 ,24.00 ,50.37 ,66.27 ,32.65 ,0.35 ,
12285.00 ,164.43 ,50.00 ,24.00 ,50.34 ,82.54 ,31.54 ,0.21 ,
12286.00 ,154.98 ,50.00 ,24.00 ,50.27 ,78.07 ,26.64 ,0.79 ,
12287.00 ,159.02 ,50.00 ,24.00 ,50.19 ,75.64 ,33.20 ,0.10 ,
12288.00 ,170.41 ,50.00 ,24.00 ,50.31 ,60.49 ,59.62 ,0.52 ,
12289.00 ,154.43 ,50.00 ,24.00 ,50.48 ,74.71 ,29.25 ,0.60 ,
12290.00 ,151.30 ,50.00 ,24.00 ,50.55 ,70.99 ,29.75 ,0.10 ,
12291.00 ,160.42 ,51.00 ,24.00 ,49.99 ,76.27 ,34.16 ,0.43 ,
12292.00 ,156.09 ,51.00 ,24.00 ,50.12 ,68.15 ,37.81 ,0.58 ,
12293.00 ,190.96 ,51.00 ,24.00 ,50.13 ,84.65 ,56.18 ,0.46 ,
12294.00 ,157.92 ,50.00 ,24.00 ,50.27 ,75.11 ,32.54 ,0.69 ,
12295.00 ,182.24 ,51.00 ,24.00 ,49.03 ,71.42 ,61.79 ,1.00 ,
12296.00 ,139.64 ,51.00 ,24.00 ,48.70 ,59.92 ,31.03 ,0.36 ,
12297.00 ,151.82 ,51.00 ,24.00 ,48.51 ,77.17 ,26.14 ,0.90 ,
12298.00 ,170.38 ,51.00 ,24.00 ,48.77 ,78.87 ,42.73 ,0.51 ,
12299.00 ,153.13 ,51.00 ,24.00 ,48.74 ,69.80 ,34.59 ,0.07 ,
12300.00 ,170.66 ,51.00 ,24.00 ,49.00 ,83.85 ,37.81 ,0.24 ,
12301.00 ,156.85 ,51.00 ,24.00 ,49.04 ,78.09 ,29.72 ,0.17 ,
12302.00 ,194.26 ,50.00 ,24.00 ,48.84 ,72.25 ,73.17 ,0.68 ,
12303.00 ,206.14 ,50.00 ,24.00 ,48.91 ,77.11 ,80.12 ,0.79 ,
12304.00 ,141.75 ,50.00 ,24.00 ,48.87 ,59.33 ,33.55 ,0.69 ,
12305.00 ,130.43 ,50.00 ,24.00 ,48.66 ,55.39 ,26.38 ,0.56 ,
12306.00 ,174.49 ,51.00 ,24.00 ,48.62 ,80.81 ,45.06 ,0.74 ,
12307.00 ,156.50 ,52.00 ,24.00 ,48.83 ,76.15 ,31.52 ,0.65 ,
12308.00 ,143.91 ,52.00 ,24.00 ,48.39 ,64.23 ,31.29 ,0.82 ,
12309.00 ,152.46 ,52.00 ,24.00 ,48.54 ,77.34 ,26.58 ,0.21 ,
12310.00 ,156.92 ,51.00 ,24.00 ,48.60 ,67.03 ,41.29 ,0.46 ,
12311.00 ,168.15 ,52.00 ,24.00 ,48.68 ,84.01 ,35.46 ,0.55 ,
12312.00 ,167.55 ,51.00 ,23.00 ,49.90 ,81.81 ,35.84 ,0.50 ,
12313.00 ,148.29 ,50.00 ,24.00 ,49.88 ,73.16 ,25.25 ,0.37 ,
12314.00 ,145.32 ,51.00 ,24.00 ,48.80 ,68.87 ,27.65 ,0.49 ,
12315.00 ,184.60 ,51.00 ,24.00 ,48.45 ,73.64 ,62.51 ,0.44 ,
12316.00 ,157.08 ,51.00 ,24.00 ,48.54 ,69.88 ,38.66 ,0.06 ,
12317.00 ,152.79 ,51.00 ,24.00 ,48.45 ,74.53 ,29.81 ,0.36 ,
12318.00 ,162.43 ,51.00 ,24.00 ,48.77 ,72.12 ,41.54 ,0.40 ,
12319.00 ,157.95 ,50.00 ,24.00 ,49.79 ,71.79 ,36.38 ,0.28 ,
12320.00 ,156.25 ,50.00 ,24.00 ,49.88 ,71.83 ,34.54 ,0.55 ,
12321.00 ,162.19 ,51.00 ,24.00 ,48.71 ,76.93 ,36.55 ,0.65 ,
12322.00 ,163.90 ,50.00 ,24.00 ,50.08 ,79.63 ,34.19 ,0.27 ,
12323.00 ,157.84 ,50.00 ,24.00 ,49.76 ,76.47 ,31.62 ,0.07 ,
12324.00 ,171.19 ,50.00 ,24.00 ,50.07 ,83.80 ,37.32 ,0.32 ,
12325.00 ,154.71 ,50.00 ,24.00 ,50.06 ,75.09 ,29.56 ,0.85 ,
12326.00 ,150.41 ,50.00 ,24.00 ,50.11 ,72.79 ,27.51 ,0.59 ,
12327.00 ,158.29 ,50.00 ,24.00 ,50.14 ,72.81 ,35.34 ,0.11 ,
12328.00 ,158.34 ,50.00 ,24.00 ,49.89 ,78.33 ,30.12 ,0.75 ,
12329.00 ,145.69 ,50.00 ,24.00 ,49.86 ,63.20 ,32.64 ,0.31 ,
12330.00 ,204.75 ,50.00 ,24.00 ,49.74 ,79.08 ,75.92 ,0.35 ,
12331.00 ,161.56 ,50.00 ,24.00 ,49.81 ,75.78 ,35.98 ,0.76 ,
12332.00 ,158.26 ,50.00 ,23.00 ,49.71 ,77.83 ,30.72 ,0.20 ,
12333.00 ,153.40 ,50.00 ,23.00 ,49.66 ,69.01 ,34.72 ,0.67 ,
12334.00 ,160.77 ,50.00 ,23.00 ,49.69 ,75.77 ,35.30 ,0.30 ,
12335.00 ,149.49 ,51.00 ,23.00 ,49.50 ,72.83 ,27.16 ,0.63 ,
12336.00 ,185.10 ,51.00 ,23.00 ,49.64 ,77.03 ,58.43 ,0.05 ,
12337.00 ,144.77 ,51.00 ,23.00 ,49.66 ,71.61 ,23.50 ,0.11 ,
12338.00 ,153.88 ,50.00 ,23.00 ,49.55 ,73.86 ,30.47 ,0.84 ,
12339.00 ,150.73 ,50.00 ,23.00 ,49.66 ,68.79 ,32.29 ,0.55 ,
12340.00 ,149.88 ,51.00 ,23.00 ,49.90 ,66.86 ,33.12 ,0.57 ,
12341.00 ,144.18 ,50.00 ,23.00 ,49.96 ,68.09 ,26.13 ,0.37 ,
12342.00 ,183.44 ,50.00 ,23.00 ,49.90 ,67.52 ,66.03 ,0.33 ,
12343.00 ,153.90 ,50.00 ,23.00 ,49.61 ,69.16 ,35.12 ,0.49 ,
12344.00 ,168.66 ,50.00 ,23.00 ,49.55 ,80.15 ,38.96 ,0.64 ,
12345.00 ,155.43 ,50.00 ,23.00 ,49.61 ,74.68 ,31.14 ,0.43 ,
12346.00 ,190.21 ,50.00 ,23.00 ,49.61 ,72.59 ,68.01 ,0.22 ,
12347.00 ,154.09 ,50.00 ,24.00 ,49.40 ,67.61 ,37.08 ,0.55 ,
12348.00 ,155.97 ,50.00 ,24.00 ,49.16 ,79.01 ,27.80 ,0.24 ,
12349.00 ,141.98 ,50.00 ,23.00 ,49.26 ,67.12 ,25.61 ,0.36 ,
12350.00 ,158.44 ,50.00 ,24.00 ,49.07 ,76.52 ,32.85 ,0.25 ,
12351.00 ,161.55 ,50.00 ,23.00 ,49.19 ,77.73 ,34.63 ,0.15 ,
12352.00 ,192.31 ,50.00 ,23.00 ,49.45 ,79.99 ,62.86 ,0.08 ,
12353.00 ,161.30 ,50.00 ,24.00 ,49.49 ,76.92 ,34.90 ,0.39 ,
12354.00 ,163.06 ,50.00 ,24.00 ,49.75 ,82.53 ,30.78 ,0.61 ,
12355.00 ,163.16 ,50.00 ,24.00 ,49.80 ,81.62 ,31.74 ,0.22 ,
12356.00 ,148.97 ,50.00 ,24.00 ,49.77 ,68.44 ,30.75 ,0.25 ,
12357.00 ,153.28 ,50.00 ,24.00 ,49.76 ,71.39 ,32.13 ,0.19 ,
12358.00 ,158.19 ,50.00 ,24.00 ,49.68 ,77.31 ,31.19 ,0.43 ,
12359.00 ,163.31 ,50.00 ,24.00 ,49.71 ,78.48 ,35.13 ,0.19 ,
12360.00 ,155.09 ,50.00 ,24.00 ,49.72 ,73.18 ,32.19 ,0.55 ,
12361.00 ,163.80 ,50.00 ,24.00 ,49.73 ,80.41 ,33.65 ,0.15 ,
12362.00 ,154.80 ,50.00 ,24.00 ,49.66 ,74.76 ,30.38 ,0.74 ,
12363.00 ,197.59 ,50.00 ,24.00 ,49.54 ,79.51 ,68.54 ,0.50 ,
12364.00 ,158.74 ,50.00 ,24.00 ,49.63 ,79.00 ,30.11 ,0.09 ,
12365.00 ,156.32 ,50.00 ,24.00 ,49.66 ,77.36 ,29.30 ,0.23 ,
12366.00 ,147.38 ,50.00 ,24.00 ,49.63 ,70.00 ,27.75 ,0.22 ,
12367.00 ,147.09 ,50.00 ,24.00 ,49.58 ,65.83 ,31.68 ,0.15 ,
12368.00 ,146.92 ,50.00 ,24.00 ,49.55 ,70.62 ,26.74 ,0.44 ,
12369.00 ,167.59 ,50.00 ,24.00 ,49.61 ,81.98 ,36.00 ,0.62 ,
12370.00 ,163.69 ,50.00 ,24.00 ,49.62 ,84.26 ,29.81 ,0.47 ,
12371.00 ,168.65 ,50.00 ,24.00 ,49.62 ,82.19 ,36.84 ,0.31 ,
12372.00 ,150.63 ,50.00 ,24.00 ,49.70 ,77.62 ,23.31 ,0.14 ,
12373.00 ,157.08 ,50.00 ,24.00 ,49.40 ,79.15 ,28.53 ,0.27 ,
12374.00 ,178.93 ,50.00 ,24.00 ,49.64 ,98.24 ,31.04 ,0.43 ,
12375.00 ,165.58 ,50.00 ,24.00 ,49.70 ,81.26 ,34.62 ,0.36 ,
12376.00 ,164.03 ,50.00 ,24.00 ,49.64 ,76.89 ,37.51 ,0.06 ,
12377.00 ,145.33 ,50.00 ,24.00 ,49.38 ,68.67 ,27.29 ,0.21 ,
12378.00 ,163.94 ,50.00 ,24.00 ,49.64 ,77.03 ,37.28 ,0.49 ,
12379.00 ,161.06 ,49.00 ,24.00 ,49.69 ,75.55 ,35.82 ,0.37 ,
12380.00 ,157.00 ,50.00 ,24.00 ,49.64 ,73.51 ,33.86 ,0.67 ,
12381.00 ,154.43 ,50.00 ,24.00 ,49.85 ,70.58 ,34.00 ,0.37 ,
12382.00 ,207.07 ,50.00 ,24.00 ,49.65 ,72.51 ,84.91 ,0.24 ,
12383.00 ,157.36 ,50.00 ,24.00 ,49.37 ,78.89 ,29.10 ,0.30 ,
12384.00 ,194.60 ,49.00 ,24.00 ,49.62 ,73.54 ,71.44 ,0.33 ,
12385.00 ,157.55 ,50.00 ,24.00 ,49.30 ,65.25 ,43.00 ,0.37 ,
12386.00 ,154.79 ,50.00 ,24.00 ,49.74 ,72.67 ,32.38 ,0.33 ,
12387.00 ,164.92 ,50.00 ,24.00 ,49.73 ,81.35 ,33.85 ,0.55 ,
12388.00 ,148.86 ,49.00 ,24.00 ,49.66 ,67.98 ,31.22 ,0.30 ,
12389.00 ,165.07 ,49.00 ,24.00 ,49.68 ,78.96 ,36.44 ,0.26 ,
12390.00 ,155.61 ,49.00 ,24.00 ,49.66 ,69.16 ,36.79 ,0.36 ,
12391.00 ,195.70 ,49.00 ,24.00 ,49.85 ,73.08 ,72.77 ,0.89 ,
12392.00 ,168.49 ,49.00 ,24.00 ,49.96 ,77.05 ,41.48 ,0.18 ,
12393.00 ,163.25 ,49.00 ,24.00 ,49.80 ,76.51 ,36.95 ,0.31 ,
12394.00 ,166.20 ,49.00 ,24.00 ,49.78 ,76.78 ,39.64 ,0.45 ,
12395.00 ,156.58 ,49.00 ,24.00 ,49.81 ,74.98 ,31.79 ,0.04 ,
12396.00 ,164.45 ,49.00 ,24.00 ,49.73 ,75.67 ,39.05 ,0.13 ,
12397.00 ,165.18 ,49.00 ,24.00 ,49.95 ,76.13 ,39.11 ,0.38 ,
12398.00 ,157.73 ,49.00 ,24.00 ,49.97 ,69.04 ,38.73 ,0.30 ,
12399.00 ,176.61 ,49.00 ,24.00 ,50.01 ,86.81 ,39.79 ,0.24 ,
12400.00 ,175.25 ,49.00 ,24.00 ,49.73 ,78.36 ,47.16 ,0.31 ,
12401.00 ,169.27 ,50.00 ,24.00 ,49.66 ,76.17 ,43.44 ,0.59 ,
12402.00 ,159.40 ,50.00 ,24.00 ,49.54 ,73.52 ,36.34 ,0.24 ,
12403.00 ,164.69 ,50.00 ,24.00 ,49.69 ,77.13 ,37.88 ,0.09 ,
12404.00 ,160.74 ,49.00 ,24.00 ,49.78 ,71.39 ,39.56 ,0.32 ,
12405.00 ,200.20 ,50.00 ,24.00 ,49.73 ,75.17 ,75.31 ,0.20 ,
12406.00 ,151.69 ,50.00 ,24.00 ,49.65 ,68.18 ,33.86 ,0.67 ,
12407.00 ,151.53 ,50.00 ,24.00 ,49.64 ,66.03 ,35.86 ,0.25 ,
12408.00 ,211.20 ,50.00 ,24.00 ,49.46 ,78.71 ,83.03 ,0.13 ,
12409.00 ,160.92 ,49.00 ,24.00 ,49.45 ,74.16 ,37.31 ,0.79 ,
12410.00 ,158.80 ,50.00 ,24.00 ,49.32 ,73.98 ,35.50 ,0.15 ,
12411.00 ,160.34 ,49.00 ,24.00 ,49.38 ,78.34 ,32.62 ,0.40 ,
12412.00 ,173.20 ,49.00 ,24.00 ,49.39 ,82.64 ,41.17 ,0.39 ,
12413.00 ,210.19 ,50.00 ,24.00 ,49.59 ,80.60 ,80.00 ,0.84 ,
12414.00 ,166.13 ,50.00 ,24.00 ,49.92 ,76.03 ,40.18 ,0.73 ,
12415.00 ,163.72 ,50.00 ,24.00 ,49.72 ,73.44 ,40.55 ,0.53 ,
12416.00 ,169.95 ,50.00 ,24.00 ,49.17 ,96.28 ,24.50 ,0.42 ,
12417.00 ,147.68 ,50.00 ,24.00 ,49.29 ,66.13 ,32.26 ,0.67 ,
12418.00 ,159.55 ,50.00 ,24.00 ,49.37 ,75.92 ,34.25 ,0.22 ,
12419.00 ,194.04 ,50.00 ,24.00 ,49.82 ,79.05 ,65.17 ,0.71 ,
12420.00 ,192.11 ,50.00 ,24.00 ,49.71 ,113.75 ,28.65 ,0.56 ,
12421.00 ,167.99 ,50.00 ,24.00 ,49.72 ,84.48 ,33.80 ,0.23 ,
12422.00 ,153.62 ,50.00 ,24.00 ,49.76 ,75.78 ,28.08 ,0.44 ,
12423.00 ,161.98 ,50.00 ,24.00 ,49.71 ,75.62 ,36.64 ,0.09 ,
12424.00 ,151.00 ,50.00 ,24.00 ,49.49 ,71.75 ,29.76 ,0.29 ,
12425.00 ,192.00 ,50.00 ,24.00 ,49.60 ,79.14 ,63.25 ,0.80 ,
12426.00 ,159.00 ,50.00 ,24.00 ,49.59 ,77.41 ,32.01 ,0.29 ,
12427.00 ,163.51 ,50.00 ,24.00 ,49.48 ,81.22 ,32.80 ,0.12 ,
12428.00 ,148.78 ,50.00 ,24.00 ,49.46 ,70.86 ,28.46 ,0.13 ,
12429.00 ,154.73 ,51.00 ,24.00 ,50.20 ,73.67 ,30.86 ,0.63 ,
12430.00 ,198.30 ,50.00 ,24.00 ,50.02 ,77.49 ,70.79 ,0.41 ,
12431.00 ,170.93 ,51.00 ,24.00 ,50.00 ,84.94 ,35.99 ,0.36 ,
12432.00 ,163.46 ,51.00 ,24.00 ,50.02 ,75.99 ,37.45 ,0.13 ,
12433.00 ,197.60 ,51.00 ,24.00 ,50.02 ,120.35 ,27.23 ,0.46 ,
12434.00 ,166.43 ,51.00 ,24.00 ,49.92 ,84.66 ,31.85 ,0.21 ,
12435.00 ,157.10 ,50.00 ,24.00 ,49.96 ,72.59 ,34.56 ,0.37 ,
12436.00 ,163.32 ,50.00 ,24.00 ,49.73 ,83.83 ,29.76 ,0.51 ,
12437.00 ,157.41 ,50.00 ,24.00 ,49.87 ,76.84 ,30.70 ,0.25 ,
12438.00 ,154.01 ,50.00 ,24.00 ,50.06 ,69.69 ,34.26 ,0.40 ,
12439.00 ,159.40 ,50.00 ,24.00 ,50.10 ,76.17 ,33.13 ,0.23 ,
12440.00 ,152.45 ,50.00 ,24.00 ,50.14 ,68.92 ,33.39 ,0.20 ,
12441.00 ,172.61 ,50.00 ,24.00 ,50.13 ,81.87 ,40.62 ,0.30 ,
12442.00 ,160.00 ,50.00 ,24.00 ,50.15 ,74.55 ,35.29 ,0.48 ,
12443.00 ,199.95 ,51.00 ,24.00 ,50.39 ,72.03 ,77.52 ,0.53 ,
12444.00 ,168.55 ,51.00 ,24.00 ,49.84 ,79.30 ,39.41 ,0.54 ,
12445.00 ,190.12 ,51.00 ,24.00 ,50.09 ,76.02 ,64.00 ,0.28 ,
12446.00 ,202.01 ,50.00 ,24.00 ,49.98 ,72.06 ,79.98 ,0.44 ,
12447.00 ,152.89 ,50.00 ,24.00 ,49.89 ,70.67 ,32.33 ,0.05 ,
12448.00 ,156.51 ,51.00 ,24.00 ,49.99 ,72.98 ,33.55 ,0.23 ,
12449.00 ,161.48 ,50.00 ,24.00 ,50.30 ,75.80 ,35.37 ,0.76 ,
12450.00 ,163.87 ,50.00 ,24.00 ,50.22 ,71.91 ,41.74 ,0.22 ,
12451.00 ,158.37 ,50.00 ,24.00 ,50.01 ,70.79 ,37.57 ,0.60 ,
12452.00 ,156.20 ,50.00 ,24.00 ,50.09 ,72.25 ,33.87 ,0.22 ,
12453.00 ,186.04 ,50.00 ,24.00 ,50.03 ,71.45 ,64.56 ,0.27 ,
12454.00 ,191.96 ,50.00 ,24.00 ,51.14 ,74.79 ,66.02 ,0.54 ,
12455.00 ,192.77 ,50.00 ,24.00 ,51.29 ,86.23 ,55.25 ,0.34 ,
12456.00 ,191.08 ,50.00 ,24.00 ,49.81 ,71.01 ,70.25 ,0.47 ,
12457.00 ,161.40 ,50.00 ,24.00 ,48.57 ,83.53 ,29.30 ,0.62 ,
12458.00 ,158.19 ,50.00 ,24.00 ,48.58 ,76.61 ,33.00 ,0.35 ,
12459.00 ,157.27 ,50.00 ,24.00 ,50.12 ,72.70 ,34.45 ,0.55 ,
12460.00 ,180.19 ,50.00 ,24.00 ,50.12 ,69.32 ,60.75 ,0.28 ,
12461.00 ,167.11 ,50.00 ,24.00 ,50.03 ,85.37 ,31.71 ,0.25 ,
12462.00 ,166.25 ,51.00 ,24.00 ,50.31 ,84.99 ,30.95 ,0.78 ,
12463.00 ,194.08 ,49.00 ,24.00 ,51.39 ,87.76 ,54.93 ,0.58 ,
12464.00 ,208.39 ,49.00 ,24.00 ,51.60 ,77.80 ,78.99 ,0.19 ,
12465.00 ,152.37 ,51.00 ,24.00 ,50.11 ,70.14 ,32.12 ,0.66 ,
12466.00 ,190.08 ,51.00 ,24.00 ,50.26 ,77.13 ,62.69 ,0.08 ,
12467.00 ,165.87 ,51.00 ,24.00 ,50.21 ,77.49 ,38.17 ,0.36 ,
12468.00 ,166.92 ,50.00 ,24.00 ,50.12 ,80.72 ,36.08 ,0.17 ,
12469.00 ,163.24 ,49.00 ,24.00 ,49.90 ,82.31 ,31.03 ,0.65 ,
12470.00 ,165.63 ,48.00 ,24.00 ,51.26 ,74.73 ,39.64 ,0.22 ,
12471.00 ,185.21 ,50.00 ,24.00 ,49.99 ,69.66 ,65.57 ,0.50 ,
12472.00 ,158.40 ,51.00 ,24.00 ,50.05 ,75.65 ,32.69 ,0.57 ,
12473.00 ,211.89 ,48.00 ,24.00 ,51.26 ,90.09 ,70.54 ,0.43 ,
12474.00 ,168.23 ,49.00 ,24.00 ,51.32 ,70.90 ,46.01 ,0.41 ,
12475.00 ,150.12 ,49.00 ,24.00 ,50.19 ,71.41 ,28.52 ,0.90 ,
12476.00 ,163.70 ,49.00 ,24.00 ,50.24 ,78.42 ,35.05 ,0.32 ,
12477.00 ,182.90 ,49.00 ,24.00 ,49.92 ,74.44 ,58.54 ,0.91 ,
12478.00 ,151.04 ,49.00 ,24.00 ,50.09 ,71.18 ,29.77 ,0.46 ,
12479.00 ,203.65 ,49.00 ,24.00 ,50.10 ,76.67 ,76.88 ,0.31 ,
12480.00 ,190.53 ,49.00 ,24.00 ,50.14 ,72.72 ,67.68 ,0.03 ,
12481.00 ,171.10 ,48.00 ,24.00 ,50.06 ,89.82 ,31.22 ,0.51 ,
12482.00 ,163.86 ,48.00 ,24.00 ,50.04 ,77.54 ,36.28 ,0.29 ,
12483.00 ,167.42 ,49.00 ,24.00 ,50.09 ,84.42 ,32.91 ,0.69 ,
12484.00 ,155.04 ,49.00 ,24.00 ,50.33 ,70.34 ,34.38 ,0.69 ,
12485.00 ,151.91 ,49.00 ,24.00 ,50.44 ,69.95 ,31.52 ,0.48 ,
12486.00 ,151.03 ,49.00 ,24.00 ,50.24 ,66.45 ,34.34 ,0.39 ,
12487.00 ,202.54 ,49.00 ,24.00 ,50.34 ,79.55 ,72.65 ,0.58 ,
12488.00 ,155.25 ,48.00 ,24.00 ,49.05 ,71.43 ,34.77 ,0.66 ,
12489.00 ,162.78 ,49.00 ,24.00 ,50.26 ,70.81 ,41.71 ,0.57 ,
12490.00 ,164.11 ,49.00 ,24.00 ,50.11 ,82.68 ,31.32 ,0.21 ,
12491.00 ,159.51 ,49.00 ,24.00 ,50.24 ,76.13 ,33.14 ,0.61 ,
12492.00 ,163.93 ,49.00 ,24.00 ,48.87 ,79.93 ,35.13 ,0.35 ,
12493.00 ,190.77 ,48.00 ,24.00 ,48.93 ,74.53 ,67.31 ,0.46 ,
12494.00 ,164.07 ,48.00 ,24.00 ,48.86 ,80.18 ,35.02 ,0.45 ,
12495.00 ,192.43 ,49.00 ,24.00 ,50.07 ,76.14 ,66.22 ,0.38 ,
12496.00 ,159.52 ,49.00 ,24.00 ,49.93 ,76.51 ,33.08 ,0.89 ,
12497.00 ,155.53 ,49.00 ,24.00 ,49.87 ,78.78 ,26.88 ,0.32 ,
12498.00 ,155.22 ,49.00 ,24.00 ,49.88 ,68.89 ,36.45 ,0.25 ,
12499.00 ,163.97 ,49.00 ,24.00 ,50.14 ,62.52 ,51.32 ,0.23 ,
12500.00 ,164.72 ,49.00 ,24.00 ,48.77 ,74.32 ,41.63 ,0.69 ,
12501.00 ,151.10 ,48.00 ,24.00 ,50.23 ,60.57 ,40.30 ,0.75 ,
12502.00 ,183.25 ,48.00 ,24.00 ,50.22 ,72.21 ,60.82 ,0.59 ,
12503.00 ,154.31 ,48.00 ,24.00 ,50.21 ,70.68 ,33.42 ,0.35 ,
12504.00 ,177.62 ,48.00 ,24.00 ,50.28 ,75.11 ,52.24 ,0.30 ,
12505.00 ,166.85 ,48.00 ,24.00 ,50.16 ,86.14 ,30.55 ,0.29 ,
12506.00 ,154.91 ,48.00 ,24.00 ,50.19 ,76.72 ,27.99 ,0.18 ,
12507.00 ,161.04 ,48.00 ,24.00 ,50.17 ,79.38 ,31.48 ,0.30 ,
12508.00 ,156.97 ,49.00 ,24.00 ,49.97 ,74.38 ,32.62 ,0.48 ,
12509.00 ,163.12 ,48.00 ,24.00 ,50.17 ,74.88 ,38.07 ,0.51 ,
12510.00 ,192.47 ,49.00 ,24.00 ,50.46 ,71.89 ,70.12 ,0.39 ,
12511.00 ,165.74 ,48.00 ,24.00 ,50.18 ,71.78 ,43.78 ,0.93 ,
12512.00 ,157.26 ,48.00 ,24.00 ,50.43 ,71.87 ,34.96 ,0.17 ,
12513.00 ,181.67 ,49.00 ,23.00 ,50.58 ,79.58 ,51.51 ,0.69 ,
12514.00 ,189.78 ,49.00 ,23.00 ,50.47 ,78.56 ,60.75 ,0.11 ,
12515.00 ,153.25 ,48.00 ,23.00 ,50.70 ,70.11 ,32.43 ,0.32 ,
12516.00 ,165.22 ,48.00 ,23.00 ,50.71 ,79.31 ,35.19 ,0.21 ,
12517.00 ,159.29 ,48.00 ,23.00 ,50.73 ,73.68 ,34.87 ,0.54 ,
12518.00 ,162.58 ,48.00 ,23.00 ,50.43 ,67.42 ,44.73 ,0.41 ,
12519.00 ,161.00 ,48.00 ,24.00 ,50.20 ,76.70 ,34.11 ,0.43 ,
12520.00 ,176.67 ,48.00 ,24.00 ,50.40 ,88.15 ,38.12 ,0.66 ,
12521.00 ,169.99 ,48.00 ,24.00 ,50.34 ,81.53 ,38.12 ,0.31 ,
12522.00 ,153.70 ,49.00 ,24.00 ,50.06 ,67.20 ,36.43 ,0.31 ,
12523.00 ,222.45 ,48.00 ,24.00 ,50.46 ,78.70 ,93.29 ,0.63 ,
12524.00 ,155.66 ,48.00 ,24.00 ,50.37 ,69.22 ,36.08 ,0.32 ,
12525.00 ,167.79 ,48.00 ,24.00 ,50.30 ,76.93 ,40.56 ,0.38 ,
12526.00 ,158.76 ,48.00 ,24.00 ,50.37 ,74.97 ,33.42 ,0.25 ,
12527.00 ,165.67 ,48.00 ,24.00 ,50.33 ,77.33 ,38.02 ,0.12 ,
12528.00 ,202.15 ,48.00 ,24.00 ,50.36 ,75.44 ,76.35 ,0.48 ,
