Iterations,Avg_StackingTime, Manpower, Forklifts, Avg_StackingTime_At_Gate,Avg_StackingTime_At_Inbound, Avg_StackingTime_At_Outbound,,
18286.00 ,187.74 ,38.00 ,22.00 ,58.96 ,87.14 ,41.64 ,0.69 ,
18287.00 ,213.69 ,38.00 ,22.00 ,58.97 ,81.30 ,73.41 ,0.91 ,
18288.00 ,168.69 ,38.00 ,23.00 ,58.96 ,74.57 ,35.16 ,0.44 ,
18289.00 ,214.21 ,38.00 ,22.00 ,59.00 ,78.25 ,76.96 ,0.28 ,
18290.00 ,173.02 ,38.00 ,22.00 ,58.95 ,72.94 ,41.13 ,0.65 ,
18291.00 ,208.18 ,38.00 ,22.00 ,59.03 ,79.42 ,69.73 ,0.18 ,
18292.00 ,176.30 ,38.00 ,23.00 ,58.98 ,78.39 ,38.94 ,0.36 ,
18293.00 ,183.39 ,38.00 ,22.00 ,58.96 ,84.91 ,39.52 ,0.35 ,
18294.00 ,170.70 ,38.00 ,22.00 ,58.72 ,75.46 ,36.53 ,0.32 ,
18295.00 ,173.40 ,38.00 ,23.00 ,58.99 ,78.19 ,36.22 ,0.53 ,
18296.00 ,190.84 ,38.00 ,23.00 ,58.82 ,87.18 ,44.84 ,0.18 ,
18297.00 ,187.90 ,38.00 ,23.00 ,58.88 ,86.69 ,42.33 ,0.31 ,
18298.00 ,190.90 ,38.00 ,23.00 ,59.12 ,91.59 ,40.19 ,0.92 ,
18299.00 ,184.68 ,38.00 ,23.00 ,59.01 ,83.55 ,42.12 ,0.28 ,
18300.00 ,177.32 ,38.00 ,23.00 ,58.93 ,77.78 ,40.61 ,0.30 ,
18301.00 ,189.74 ,38.00 ,23.00 ,58.94 ,84.01 ,46.78 ,0.57 ,
18302.00 ,183.18 ,38.00 ,23.00 ,58.81 ,83.60 ,40.77 ,0.18 ,
18303.00 ,195.26 ,38.00 ,23.00 ,59.13 ,72.30 ,63.84 ,0.53 ,
18304.00 ,214.86 ,38.00 ,23.00 ,58.73 ,88.95 ,67.18 ,0.66 ,
18305.00 ,185.47 ,38.00 ,23.00 ,58.99 ,87.40 ,39.08 ,0.68 ,
18306.00 ,179.59 ,38.00 ,23.00 ,58.99 ,85.95 ,34.65 ,0.36 ,
18307.00 ,214.90 ,37.00 ,23.00 ,60.25 ,89.17 ,65.49 ,0.59 ,
18308.00 ,180.11 ,37.00 ,23.00 ,60.25 ,80.48 ,39.38 ,0.36 ,
18309.00 ,184.11 ,37.00 ,23.00 ,60.43 ,80.78 ,42.90 ,0.51 ,
18310.00 ,175.21 ,37.00 ,23.00 ,60.29 ,72.01 ,42.91 ,0.29 ,
18311.00 ,187.16 ,37.00 ,23.00 ,59.30 ,85.95 ,41.92 ,0.57 ,
18312.00 ,185.85 ,37.00 ,23.00 ,60.50 ,86.17 ,39.18 ,0.33 ,
18313.00 ,177.97 ,37.00 ,23.00 ,58.70 ,84.80 ,34.47 ,0.87 ,
18314.00 ,181.04 ,37.00 ,23.00 ,59.08 ,81.50 ,40.47 ,0.28 ,
18315.00 ,180.18 ,38.00 ,23.00 ,58.78 ,78.93 ,42.47 ,0.72 ,
18316.00 ,178.82 ,37.00 ,23.00 ,58.73 ,81.53 ,38.56 ,0.31 ,
18317.00 ,187.80 ,37.00 ,23.00 ,58.71 ,89.84 ,39.25 ,0.42 ,
18318.00 ,198.83 ,37.00 ,23.00 ,58.61 ,92.76 ,47.45 ,0.72 ,
18319.00 ,185.46 ,37.00 ,23.00 ,59.31 ,80.75 ,45.40 ,0.66 ,
18320.00 ,176.67 ,37.00 ,23.00 ,59.16 ,80.27 ,37.24 ,0.64 ,
18321.00 ,230.23 ,37.00 ,23.00 ,59.14 ,88.78 ,82.31 ,0.53 ,
18322.00 ,190.14 ,37.00 ,23.00 ,59.17 ,88.58 ,42.39 ,0.07 ,
18323.00 ,185.87 ,37.00 ,23.00 ,59.21 ,89.15 ,37.52 ,0.18 ,
18324.00 ,191.60 ,37.00 ,23.00 ,58.94 ,91.91 ,40.75 ,0.50 ,
18325.00 ,181.45 ,37.00 ,23.00 ,59.23 ,81.17 ,41.05 ,0.95 ,
18326.00 ,180.89 ,37.00 ,23.00 ,59.08 ,80.78 ,41.03 ,0.49 ,
18327.00 ,215.93 ,37.00 ,23.00 ,59.07 ,85.31 ,71.55 ,0.11 ,
18328.00 ,174.02 ,37.00 ,23.00 ,59.07 ,79.95 ,35.00 ,0.61 ,
18329.00 ,170.56 ,37.00 ,23.00 ,59.14 ,73.58 ,37.85 ,0.21 ,
18330.00 ,167.91 ,37.00 ,23.00 ,59.16 ,68.24 ,40.51 ,0.05 ,
18331.00 ,205.42 ,37.00 ,23.00 ,59.17 ,83.32 ,62.93 ,0.20 ,
18332.00 ,179.55 ,37.00 ,23.00 ,59.06 ,87.41 ,33.07 ,0.36 ,
18333.00 ,197.95 ,37.00 ,23.00 ,59.17 ,95.00 ,43.78 ,0.61 ,
18334.00 ,243.47 ,37.00 ,23.00 ,59.07 ,90.94 ,93.45 ,0.18 ,
18335.00 ,186.46 ,37.00 ,23.00 ,59.07 ,85.53 ,41.86 ,0.25 ,
18336.00 ,180.64 ,37.00 ,23.00 ,59.14 ,79.76 ,41.74 ,0.35 ,
18337.00 ,187.75 ,37.00 ,23.00 ,59.06 ,89.82 ,38.87 ,0.04 ,
18338.00 ,177.89 ,37.00 ,23.00 ,59.21 ,81.06 ,37.63 ,0.20 ,
18339.00 ,187.44 ,37.00 ,23.00 ,59.07 ,84.86 ,43.51 ,0.26 ,
18340.00 ,179.82 ,37.00 ,23.00 ,59.09 ,76.07 ,44.66 ,0.21 ,
18341.00 ,178.05 ,37.00 ,23.00 ,59.10 ,81.62 ,37.33 ,0.44 ,
18342.00 ,235.37 ,37.00 ,23.00 ,59.23 ,85.47 ,90.66 ,0.51 ,
18343.00 ,188.72 ,37.00 ,23.00 ,59.14 ,88.40 ,41.19 ,0.21 ,
18344.00 ,179.22 ,37.00 ,23.00 ,59.12 ,80.00 ,40.10 ,0.44 ,
18345.00 ,208.49 ,37.00 ,23.00 ,59.24 ,79.32 ,69.94 ,0.73 ,
18346.00 ,193.45 ,37.00 ,23.00 ,59.32 ,85.30 ,48.83 ,0.25 ,
18347.00 ,169.82 ,37.00 ,23.00 ,59.26 ,75.72 ,34.84 ,0.19 ,
18348.00 ,180.77 ,37.00 ,23.00 ,59.24 ,78.87 ,42.66 ,0.30 ,
18349.00 ,186.31 ,37.00 ,23.00 ,59.19 ,86.55 ,40.56 ,0.09 ,
18350.00 ,185.33 ,37.00 ,23.00 ,59.29 ,85.50 ,40.54 ,0.16 ,
18351.00 ,226.33 ,37.00 ,23.00 ,59.07 ,76.59 ,90.66 ,0.48 ,
18352.00 ,198.13 ,37.00 ,23.00 ,59.14 ,86.05 ,52.95 ,0.37 ,
18353.00 ,178.75 ,37.00 ,23.00 ,59.20 ,85.05 ,34.49 ,0.40 ,
18354.00 ,201.70 ,37.00 ,23.00 ,60.00 ,94.30 ,47.40 ,0.87 ,
18355.00 ,247.85 ,37.00 ,23.00 ,60.15 ,88.00 ,99.71 ,0.15 ,
18356.00 ,188.02 ,37.00 ,23.00 ,60.09 ,99.32 ,28.61 ,0.33 ,
18357.00 ,196.85 ,37.00 ,23.00 ,58.70 ,97.72 ,40.42 ,0.58 ,
18358.00 ,178.73 ,37.00 ,23.00 ,58.69 ,85.32 ,34.72 ,0.34 ,
18359.00 ,191.81 ,37.00 ,23.00 ,60.56 ,89.89 ,41.37 ,0.49 ,
18360.00 ,192.42 ,37.00 ,23.00 ,60.15 ,90.06 ,42.20 ,0.56 ,
18361.00 ,186.02 ,37.00 ,23.00 ,60.31 ,88.10 ,37.61 ,0.17 ,
18362.00 ,185.80 ,37.00 ,23.00 ,60.32 ,87.77 ,37.71 ,0.30 ,
18363.00 ,174.17 ,37.00 ,23.00 ,60.28 ,73.40 ,40.50 ,0.38 ,
18364.00 ,171.34 ,37.00 ,23.00 ,60.13 ,74.06 ,37.15 ,0.47 ,
18365.00 ,181.92 ,37.00 ,23.00 ,60.12 ,90.73 ,31.07 ,0.62 ,
18366.00 ,169.10 ,37.00 ,23.00 ,60.31 ,73.65 ,35.14 ,0.19 ,
18367.00 ,198.39 ,37.00 ,23.00 ,60.18 ,72.22 ,66.00 ,0.31 ,
18368.00 ,182.34 ,37.00 ,23.00 ,60.17 ,87.00 ,35.17 ,0.17 ,
18369.00 ,208.89 ,37.00 ,23.00 ,59.72 ,87.47 ,61.70 ,0.65 ,
18370.00 ,188.76 ,37.00 ,23.00 ,60.16 ,85.43 ,43.18 ,0.71 ,
18371.00 ,218.71 ,37.00 ,23.00 ,60.16 ,87.03 ,71.52 ,0.36 ,
18372.00 ,167.03 ,37.00 ,23.00 ,60.04 ,75.43 ,31.56 ,0.36 ,
18373.00 ,202.01 ,37.00 ,23.00 ,60.08 ,97.70 ,44.22 ,0.39 ,
18374.00 ,203.29 ,37.00 ,23.00 ,60.04 ,74.80 ,68.45 ,0.66 ,
18375.00 ,185.21 ,37.00 ,23.00 ,60.61 ,85.24 ,39.36 ,0.54 ,
18376.00 ,220.75 ,37.00 ,23.00 ,60.61 ,87.72 ,72.42 ,0.54 ,
18377.00 ,181.27 ,37.00 ,23.00 ,60.62 ,84.55 ,36.10 ,0.64 ,
18378.00 ,197.76 ,37.00 ,23.00 ,60.98 ,74.06 ,62.72 ,0.75 ,
18379.00 ,173.12 ,37.00 ,23.00 ,60.44 ,79.39 ,33.29 ,0.41 ,
18380.00 ,180.64 ,37.00 ,23.00 ,60.99 ,89.97 ,29.68 ,0.35 ,
18381.00 ,210.16 ,37.00 ,23.00 ,60.78 ,82.28 ,67.10 ,0.72 ,
18382.00 ,188.25 ,37.00 ,23.00 ,60.88 ,91.52 ,35.86 ,0.25 ,
18383.00 ,185.24 ,37.00 ,23.00 ,60.97 ,90.13 ,34.14 ,0.12 ,
18384.00 ,175.25 ,37.00 ,23.00 ,60.89 ,73.81 ,40.55 ,0.49 ,
18385.00 ,184.03 ,37.00 ,23.00 ,60.80 ,87.40 ,35.84 ,0.61 ,
18386.00 ,220.62 ,37.00 ,23.00 ,61.01 ,86.39 ,73.22 ,0.51 ,
18387.00 ,205.62 ,37.00 ,23.00 ,59.06 ,73.74 ,72.82 ,0.50 ,
18388.00 ,188.45 ,37.00 ,23.00 ,59.09 ,93.19 ,36.17 ,0.56 ,
18389.00 ,178.25 ,37.00 ,23.00 ,59.02 ,80.87 ,38.36 ,0.53 ,
18390.00 ,211.38 ,37.00 ,23.00 ,59.42 ,87.32 ,64.64 ,0.49 ,
18391.00 ,175.55 ,37.00 ,23.00 ,59.37 ,74.97 ,41.21 ,0.87 ,
18392.00 ,178.70 ,37.00 ,23.00 ,59.23 ,86.19 ,33.28 ,0.39 ,
18393.00 ,222.87 ,37.00 ,23.00 ,59.17 ,93.76 ,69.95 ,0.18 ,
18394.00 ,176.47 ,37.00 ,22.00 ,59.01 ,85.20 ,32.26 ,0.83 ,
18395.00 ,212.00 ,37.00 ,23.00 ,59.04 ,76.51 ,76.46 ,0.10 ,
18396.00 ,185.02 ,37.00 ,22.00 ,58.96 ,91.95 ,34.11 ,0.25 ,
18397.00 ,182.83 ,37.00 ,22.00 ,58.95 ,89.61 ,34.27 ,0.27 ,
18398.00 ,176.29 ,37.00 ,22.00 ,58.98 ,84.26 ,33.05 ,0.25 ,
18399.00 ,210.09 ,37.00 ,22.00 ,59.48 ,82.70 ,67.91 ,0.51 ,
18400.00 ,175.77 ,37.00 ,22.00 ,58.96 ,83.81 ,33.00 ,0.61 ,
18401.00 ,202.38 ,37.00 ,22.00 ,59.11 ,95.14 ,48.14 ,0.56 ,
18402.00 ,185.44 ,37.00 ,22.00 ,59.50 ,90.91 ,35.03 ,0.35 ,
18403.00 ,187.90 ,37.00 ,22.00 ,59.38 ,91.91 ,36.61 ,0.36 ,
18404.00 ,183.03 ,37.00 ,23.00 ,59.63 ,86.93 ,36.47 ,0.55 ,
18405.00 ,171.25 ,37.00 ,23.00 ,59.45 ,80.73 ,31.07 ,0.20 ,
18406.00 ,179.67 ,38.00 ,23.00 ,59.53 ,83.74 ,36.39 ,0.47 ,
18407.00 ,168.17 ,38.00 ,23.00 ,59.51 ,72.80 ,35.86 ,0.28 ,
18408.00 ,189.38 ,38.00 ,23.00 ,59.16 ,88.52 ,41.70 ,0.25 ,
18409.00 ,170.59 ,38.00 ,23.00 ,59.33 ,78.53 ,32.73 ,0.34 ,
18410.00 ,185.56 ,37.00 ,23.00 ,59.36 ,87.03 ,39.17 ,0.62 ,
18411.00 ,192.48 ,37.00 ,23.00 ,58.88 ,97.20 ,36.40 ,0.29 ,
18412.00 ,186.22 ,37.00 ,23.00 ,58.98 ,89.05 ,38.20 ,0.66 ,
18413.00 ,239.73 ,37.00 ,23.00 ,58.90 ,88.04 ,92.79 ,0.35 ,
18414.00 ,192.06 ,37.00 ,23.00 ,59.31 ,93.78 ,38.98 ,0.45 ,
18415.00 ,182.90 ,37.00 ,22.00 ,59.29 ,82.97 ,40.64 ,0.44 ,
18416.00 ,180.07 ,37.00 ,22.00 ,59.24 ,90.57 ,30.26 ,0.14 ,
18417.00 ,166.40 ,37.00 ,22.00 ,59.19 ,73.42 ,33.80 ,0.40 ,
18418.00 ,187.26 ,38.00 ,22.00 ,60.64 ,94.13 ,32.49 ,0.74 ,
18419.00 ,183.73 ,38.00 ,22.00 ,60.33 ,88.42 ,34.98 ,0.32 ,
18420.00 ,174.25 ,38.00 ,22.00 ,58.84 ,82.54 ,32.87 ,0.94 ,
18421.00 ,179.19 ,38.00 ,22.00 ,58.91 ,78.65 ,41.63 ,0.43 ,
18422.00 ,189.63 ,38.00 ,22.00 ,59.07 ,93.10 ,37.46 ,0.41 ,
18423.00 ,227.07 ,38.00 ,22.00 ,59.38 ,90.27 ,77.43 ,0.64 ,
18424.00 ,187.87 ,38.00 ,22.00 ,59.44 ,89.41 ,39.02 ,0.26 ,
18425.00 ,173.84 ,38.00 ,22.00 ,59.42 ,76.54 ,37.87 ,0.58 ,
18426.00 ,180.65 ,38.00 ,22.00 ,59.42 ,74.78 ,46.45 ,0.45 ,
18427.00 ,186.55 ,38.00 ,22.00 ,59.13 ,87.80 ,39.61 ,0.51 ,
18428.00 ,195.84 ,38.00 ,22.00 ,59.70 ,99.03 ,37.11 ,0.53 ,
18429.00 ,198.62 ,38.00 ,22.00 ,59.34 ,102.42 ,36.87 ,0.51 ,
18430.00 ,190.23 ,38.00 ,22.00 ,59.76 ,86.30 ,44.17 ,0.34 ,
18431.00 ,183.29 ,38.00 ,22.00 ,59.36 ,83.40 ,40.53 ,0.59 ,
18432.00 ,172.92 ,38.00 ,22.00 ,59.38 ,78.37 ,35.16 ,0.13 ,
18433.00 ,180.44 ,38.00 ,22.00 ,59.49 ,84.20 ,36.76 ,0.11 ,
18434.00 ,197.34 ,38.00 ,22.00 ,59.63 ,91.59 ,46.12 ,0.41 ,
18435.00 ,182.13 ,37.00 ,22.00 ,59.74 ,87.16 ,35.23 ,0.54 ,
18436.00 ,187.42 ,37.00 ,22.00 ,59.92 ,82.91 ,44.59 ,0.36 ,
18437.00 ,184.00 ,38.00 ,22.00 ,59.59 ,82.66 ,41.75 ,0.72 ,
18438.00 ,215.89 ,38.00 ,22.00 ,60.95 ,83.39 ,71.56 ,0.35 ,
18439.00 ,227.11 ,37.00 ,22.00 ,59.53 ,91.47 ,76.11 ,0.28 ,
18440.00 ,179.24 ,37.00 ,22.00 ,60.88 ,82.91 ,35.45 ,0.39 ,
18441.00 ,185.49 ,37.00 ,22.00 ,60.71 ,87.74 ,37.04 ,0.55 ,
18442.00 ,193.23 ,37.00 ,22.00 ,60.82 ,94.36 ,38.05 ,0.08 ,
18443.00 ,178.98 ,38.00 ,22.00 ,60.79 ,81.04 ,37.16 ,0.42 ,
18444.00 ,203.84 ,37.00 ,22.00 ,60.55 ,99.03 ,44.27 ,0.47 ,
18445.00 ,171.86 ,37.00 ,22.00 ,60.67 ,78.54 ,32.64 ,0.24 ,
18446.00 ,189.90 ,38.00 ,22.00 ,60.63 ,97.64 ,31.64 ,0.16 ,
18447.00 ,192.05 ,37.00 ,22.00 ,60.60 ,89.59 ,41.86 ,0.15 ,
18448.00 ,186.50 ,37.00 ,22.00 ,60.33 ,87.40 ,38.77 ,0.22 ,
18449.00 ,197.82 ,38.00 ,21.00 ,59.45 ,97.46 ,40.90 ,0.89 ,
18450.00 ,192.27 ,38.00 ,21.00 ,59.34 ,97.42 ,35.51 ,0.19 ,
18451.00 ,186.65 ,37.00 ,22.00 ,59.75 ,86.80 ,40.11 ,0.82 ,
18452.00 ,226.84 ,37.00 ,21.00 ,59.61 ,93.29 ,73.93 ,0.22 ,
18453.00 ,178.78 ,37.00 ,22.00 ,59.67 ,83.47 ,35.65 ,0.29 ,
18454.00 ,215.31 ,37.00 ,22.00 ,59.53 ,86.60 ,69.18 ,0.12 ,
18455.00 ,219.81 ,37.00 ,22.00 ,59.58 ,76.84 ,83.39 ,0.26 ,
18456.00 ,181.97 ,37.00 ,22.00 ,59.67 ,87.91 ,34.38 ,0.56 ,
18457.00 ,182.10 ,37.00 ,22.00 ,59.34 ,86.80 ,35.95 ,0.31 ,
18458.00 ,201.75 ,37.00 ,22.00 ,59.44 ,79.19 ,63.11 ,0.85 ,
18459.00 ,171.53 ,37.00 ,22.00 ,59.33 ,76.32 ,35.88 ,0.18 ,
18460.00 ,217.62 ,37.00 ,22.00 ,59.11 ,83.45 ,75.06 ,0.30 ,
18461.00 ,174.59 ,37.00 ,22.00 ,59.16 ,78.59 ,36.83 ,0.08 ,
18462.00 ,173.74 ,37.00 ,22.00 ,59.35 ,80.07 ,34.32 ,0.67 ,
18463.00 ,189.29 ,37.00 ,22.00 ,60.75 ,93.04 ,35.49 ,0.13 ,
18464.00 ,188.22 ,37.00 ,22.00 ,60.81 ,84.84 ,42.57 ,0.27 ,
18465.00 ,187.28 ,37.00 ,22.00 ,60.33 ,89.71 ,37.24 ,0.88 ,
18466.00 ,192.24 ,37.00 ,22.00 ,60.47 ,85.65 ,46.11 ,0.38 ,
18467.00 ,192.23 ,37.00 ,22.00 ,60.42 ,91.09 ,40.72 ,0.05 ,
18468.00 ,173.62 ,37.00 ,22.00 ,60.77 ,79.43 ,33.42 ,0.48 ,
18469.00 ,192.60 ,37.00 ,22.00 ,60.70 ,91.70 ,40.19 ,0.78 ,
18470.00 ,177.96 ,37.00 ,22.00 ,60.28 ,83.43 ,34.24 ,0.66 ,
18471.00 ,169.07 ,37.00 ,22.00 ,60.31 ,79.21 ,29.54 ,0.18 ,
18472.00 ,189.29 ,37.00 ,21.00 ,60.82 ,87.87 ,40.60 ,0.56 ,
18473.00 ,200.71 ,37.00 ,21.00 ,60.83 ,101.71 ,38.17 ,0.06 ,
18474.00 ,204.76 ,37.00 ,21.00 ,60.68 ,105.93 ,38.16 ,0.23 ,
18475.00 ,219.70 ,37.00 ,21.00 ,60.76 ,92.39 ,66.54 ,0.61 ,
18476.00 ,187.94 ,37.00 ,21.00 ,60.72 ,87.48 ,39.74 ,0.10 ,
18477.00 ,183.16 ,37.00 ,21.00 ,60.67 ,80.78 ,41.71 ,0.27 ,
18478.00 ,240.98 ,37.00 ,21.00 ,60.56 ,108.17 ,72.25 ,0.30 ,
18479.00 ,228.23 ,37.00 ,21.00 ,60.60 ,94.42 ,73.20 ,0.29 ,
18480.00 ,189.43 ,37.00 ,21.00 ,60.56 ,97.68 ,31.20 ,0.46 ,
18481.00 ,192.77 ,37.00 ,21.00 ,60.29 ,93.20 ,39.29 ,0.90 ,
18482.00 ,191.46 ,37.00 ,21.00 ,60.38 ,94.69 ,36.39 ,0.16 ,
18483.00 ,195.51 ,37.00 ,21.00 ,60.26 ,96.65 ,38.60 ,0.31 ,
18484.00 ,227.72 ,37.00 ,21.00 ,60.29 ,93.02 ,74.41 ,0.64 ,
18485.00 ,247.82 ,37.00 ,21.00 ,60.07 ,98.51 ,89.24 ,0.21 ,
18486.00 ,177.60 ,37.00 ,22.00 ,60.21 ,82.97 ,34.42 ,0.49 ,
18487.00 ,189.53 ,37.00 ,22.00 ,60.21 ,89.65 ,39.67 ,0.81 ,
18488.00 ,191.95 ,37.00 ,21.00 ,60.20 ,96.40 ,35.35 ,0.37 ,
18489.00 ,235.59 ,37.00 ,21.00 ,60.05 ,96.25 ,79.28 ,0.66 ,
18490.00 ,200.00 ,37.00 ,21.00 ,60.13 ,102.37 ,37.49 ,0.48 ,
18491.00 ,195.43 ,37.00 ,21.00 ,60.09 ,94.79 ,40.55 ,0.43 ,
18492.00 ,244.20 ,37.00 ,21.00 ,60.04 ,105.34 ,78.81 ,0.41 ,
18493.00 ,188.76 ,37.00 ,21.00 ,60.09 ,86.96 ,41.71 ,0.20 ,
18494.00 ,185.61 ,37.00 ,21.00 ,60.16 ,94.50 ,30.96 ,0.50 ,
18495.00 ,197.38 ,37.00 ,21.00 ,60.10 ,97.76 ,39.53 ,0.88 ,
18496.00 ,189.31 ,37.00 ,21.00 ,60.06 ,90.45 ,38.81 ,0.25 ,
18497.00 ,184.98 ,37.00 ,21.00 ,60.16 ,90.53 ,34.30 ,0.11 ,
18498.00 ,181.87 ,37.00 ,21.00 ,60.17 ,82.36 ,39.34 ,0.18 ,
18499.00 ,199.57 ,37.00 ,21.00 ,60.18 ,99.88 ,39.51 ,0.50 ,
18500.00 ,231.53 ,37.00 ,21.00 ,60.17 ,97.68 ,73.69 ,0.11 ,
18501.00 ,224.23 ,37.00 ,21.00 ,60.15 ,94.37 ,69.71 ,0.53 ,
18502.00 ,200.13 ,37.00 ,21.00 ,60.29 ,101.27 ,38.56 ,0.20 ,
18503.00 ,228.42 ,37.00 ,21.00 ,60.04 ,94.51 ,73.87 ,0.54 ,
18504.00 ,232.73 ,37.00 ,21.00 ,60.04 ,99.39 ,73.31 ,0.06 ,
18505.00 ,221.36 ,37.00 ,21.00 ,60.14 ,93.14 ,68.08 ,0.35 ,
18506.00 ,184.59 ,37.00 ,21.00 ,60.10 ,86.83 ,37.65 ,0.64 ,
18507.00 ,194.25 ,37.00 ,21.00 ,60.05 ,84.08 ,50.11 ,0.20 ,
18508.00 ,188.97 ,37.00 ,21.00 ,59.93 ,87.54 ,41.49 ,0.22 ,
18509.00 ,192.59 ,37.00 ,21.00 ,60.45 ,94.68 ,37.46 ,0.59 ,
18510.00 ,215.54 ,37.00 ,21.00 ,60.14 ,88.80 ,66.60 ,0.98 ,
18511.00 ,224.66 ,37.00 ,21.00 ,60.38 ,85.21 ,79.07 ,0.60 ,
18512.00 ,193.57 ,37.00 ,21.00 ,60.80 ,86.55 ,46.22 ,0.48 ,
18513.00 ,207.18 ,37.00 ,22.00 ,60.90 ,96.45 ,49.83 ,0.82 ,
18514.00 ,180.93 ,37.00 ,22.00 ,60.89 ,86.10 ,33.94 ,0.14 ,
18515.00 ,207.83 ,37.00 ,22.00 ,60.85 ,92.58 ,54.41 ,0.32 ,
18516.00 ,176.10 ,37.00 ,22.00 ,60.81 ,75.72 ,39.58 ,0.14 ,
18517.00 ,189.62 ,37.00 ,21.00 ,60.92 ,92.93 ,35.77 ,0.47 ,
18518.00 ,174.21 ,37.00 ,21.00 ,60.87 ,74.98 ,38.36 ,0.80 ,
18519.00 ,192.09 ,37.00 ,21.00 ,60.78 ,94.00 ,37.31 ,0.07 ,
18520.00 ,216.81 ,37.00 ,21.00 ,60.88 ,88.26 ,67.68 ,0.45 ,
18521.00 ,188.97 ,37.00 ,21.00 ,60.79 ,92.20 ,35.97 ,0.38 ,
18522.00 ,205.74 ,37.00 ,21.00 ,60.95 ,100.01 ,44.78 ,0.11 ,
18523.00 ,187.37 ,37.00 ,21.00 ,59.79 ,88.74 ,38.83 ,0.50 ,
18524.00 ,179.38 ,37.00 ,22.00 ,59.78 ,88.58 ,31.02 ,0.44 ,
18525.00 ,186.04 ,37.00 ,22.00 ,59.80 ,92.21 ,34.03 ,0.89 ,
18526.00 ,201.62 ,37.00 ,21.00 ,59.40 ,96.23 ,45.99 ,0.40 ,
18527.00 ,202.05 ,37.00 ,21.00 ,59.56 ,97.42 ,45.07 ,0.54 ,
18528.00 ,188.09 ,37.00 ,21.00 ,60.59 ,91.60 ,35.90 ,0.50 ,
18529.00 ,192.01 ,37.00 ,21.00 ,60.64 ,96.90 ,34.46 ,0.28 ,
18530.00 ,187.31 ,37.00 ,21.00 ,59.56 ,89.82 ,37.93 ,0.38 ,
18531.00 ,190.19 ,37.00 ,21.00 ,60.58 ,90.10 ,39.51 ,0.38 ,
18532.00 ,184.77 ,37.00 ,21.00 ,60.63 ,86.37 ,37.77 ,0.36 ,
18533.00 ,189.52 ,37.00 ,21.00 ,60.45 ,91.18 ,37.90 ,0.16 ,
18534.00 ,187.87 ,38.00 ,22.00 ,59.93 ,87.03 ,40.91 ,0.98 ,
18535.00 ,184.35 ,38.00 ,21.00 ,60.03 ,81.24 ,43.08 ,0.31 ,
18536.00 ,188.39 ,38.00 ,22.00 ,59.96 ,93.59 ,34.83 ,0.28 ,
18537.00 ,238.56 ,37.00 ,22.00 ,59.97 ,98.13 ,80.46 ,0.13 ,
18538.00 ,182.25 ,37.00 ,21.00 ,60.05 ,83.02 ,39.18 ,0.47 ,
18539.00 ,197.69 ,37.00 ,21.00 ,60.01 ,96.59 ,41.09 ,0.28 ,
18540.00 ,186.11 ,37.00 ,21.00 ,60.02 ,86.76 ,39.33 ,0.30 ,
18541.00 ,192.83 ,37.00 ,21.00 ,59.94 ,94.07 ,38.81 ,0.17 ,
18542.00 ,187.44 ,37.00 ,21.00 ,60.09 ,90.38 ,36.96 ,0.82 ,
18543.00 ,190.45 ,37.00 ,22.00 ,60.08 ,93.04 ,37.33 ,0.25 ,
18544.00 ,197.74 ,37.00 ,21.00 ,60.04 ,99.53 ,38.17 ,0.38 ,
18545.00 ,193.22 ,37.00 ,21.00 ,60.03 ,98.48 ,34.71 ,0.37 ,
18546.00 ,194.42 ,37.00 ,21.00 ,59.53 ,98.76 ,36.13 ,0.23 ,
18547.00 ,195.20 ,37.00 ,21.00 ,59.64 ,97.24 ,38.32 ,0.37 ,
18548.00 ,194.60 ,37.00 ,21.00 ,59.62 ,90.78 ,44.20 ,0.92 ,
18549.00 ,186.59 ,37.00 ,22.00 ,59.52 ,86.43 ,40.64 ,0.53 ,
18550.00 ,181.66 ,37.00 ,22.00 ,59.47 ,84.96 ,37.23 ,0.12 ,
18551.00 ,195.59 ,37.00 ,22.00 ,59.47 ,98.76 ,37.36 ,0.30 ,
18552.00 ,239.11 ,37.00 ,22.00 ,60.02 ,93.70 ,85.38 ,0.47 ,
18553.00 ,186.26 ,37.00 ,22.00 ,59.51 ,86.66 ,40.09 ,0.32 ,
18554.00 ,193.57 ,37.00 ,22.00 ,59.94 ,94.81 ,38.82 ,0.25 ,
18555.00 ,194.52 ,37.00 ,22.00 ,59.42 ,96.39 ,38.72 ,0.32 ,
18556.00 ,178.98 ,37.00 ,21.00 ,59.80 ,76.65 ,42.53 ,0.94 ,
18557.00 ,235.31 ,37.00 ,21.00 ,59.97 ,96.74 ,78.60 ,0.30 ,
18558.00 ,241.58 ,37.00 ,21.00 ,59.97 ,99.08 ,82.53 ,0.18 ,
18559.00 ,193.52 ,37.00 ,21.00 ,59.98 ,94.27 ,39.27 ,0.29 ,
18560.00 ,191.76 ,37.00 ,21.00 ,59.89 ,88.11 ,43.76 ,0.12 ,
18561.00 ,180.84 ,37.00 ,22.00 ,59.96 ,84.04 ,36.84 ,0.30 ,
18562.00 ,193.02 ,37.00 ,22.00 ,59.93 ,97.50 ,35.60 ,0.35 ,
18563.00 ,179.53 ,37.00 ,22.00 ,60.13 ,84.90 ,34.50 ,0.27 ,
