Iterations,Avg_StackingTime, ManpowerofForklifts, ManpowerofUnpacking, ManpowerofPacking, Forklifts, Avg_StackingTime_At_Gate,Avg_StackingTime_At_Inbound, Avg_StackingTime_At_Outbound,
3660.00 ,117.86 ,120.00 ,47.00 ,56.00 ,62.00 ,29.56 ,56.38 ,31.92 ,0.53 
3661.00 ,114.16 ,120.00 ,46.00 ,57.00 ,62.00 ,29.76 ,59.26 ,25.14 ,0.46 
3662.00 ,111.52 ,121.00 ,47.00 ,57.00 ,62.00 ,29.75 ,57.17 ,24.60 ,0.39 
3663.00 ,113.16 ,120.00 ,47.00 ,56.00 ,62.00 ,29.70 ,56.02 ,27.45 ,0.46 
3664.00 ,117.32 ,120.00 ,47.00 ,57.00 ,62.00 ,29.63 ,58.48 ,29.22 ,0.09 
3665.00 ,116.65 ,121.00 ,46.00 ,57.00 ,62.00 ,29.64 ,61.31 ,25.71 ,0.27 
3666.00 ,110.35 ,120.00 ,46.00 ,57.00 ,62.00 ,29.63 ,60.72 ,20.00 ,0.17 
3667.00 ,115.46 ,121.00 ,46.00 ,57.00 ,62.00 ,29.62 ,62.56 ,23.29 ,0.22 
3668.00 ,119.62 ,120.00 ,46.00 ,57.00 ,62.00 ,29.59 ,66.29 ,23.74 ,0.20 
3669.00 ,126.04 ,120.00 ,46.00 ,57.00 ,62.00 ,29.63 ,65.05 ,31.36 ,0.42 
3670.00 ,155.76 ,120.00 ,47.00 ,57.00 ,62.00 ,29.64 ,58.51 ,67.61 ,0.16 
3671.00 ,169.29 ,121.00 ,46.00 ,57.00 ,62.00 ,30.66 ,71.74 ,66.89 ,0.43 
3672.00 ,143.20 ,120.00 ,46.00 ,57.00 ,62.00 ,30.68 ,57.85 ,54.68 ,0.38 
3673.00 ,125.02 ,120.00 ,46.00 ,57.00 ,62.00 ,29.72 ,71.91 ,23.38 ,0.34 
3674.00 ,125.42 ,121.00 ,46.00 ,57.00 ,62.00 ,29.69 ,70.55 ,25.18 ,0.36 
3675.00 ,118.39 ,121.00 ,46.00 ,57.00 ,62.00 ,29.60 ,68.56 ,20.23 ,0.41 
3676.00 ,115.43 ,121.00 ,46.00 ,57.00 ,62.00 ,30.63 ,57.48 ,27.31 ,0.39 
3677.00 ,127.55 ,121.00 ,47.00 ,57.00 ,62.00 ,30.71 ,70.85 ,25.99 ,0.34 
3678.00 ,118.75 ,120.00 ,47.00 ,57.00 ,61.00 ,29.62 ,61.79 ,27.35 ,0.39 
3679.00 ,118.95 ,120.00 ,46.00 ,57.00 ,61.00 ,29.68 ,63.51 ,25.76 ,0.39 
3680.00 ,154.46 ,120.00 ,46.00 ,57.00 ,61.00 ,29.57 ,68.67 ,56.22 ,0.31 
3681.00 ,167.87 ,122.00 ,47.00 ,57.00 ,62.00 ,29.52 ,62.76 ,75.59 ,0.37 
3682.00 ,147.46 ,121.00 ,47.00 ,57.00 ,62.00 ,29.50 ,61.09 ,56.87 ,0.27 
3683.00 ,122.05 ,121.00 ,47.00 ,57.00 ,62.00 ,29.59 ,69.05 ,23.40 ,0.17 
3684.00 ,126.18 ,120.00 ,47.00 ,57.00 ,62.00 ,29.57 ,67.47 ,29.14 ,0.19 
3685.00 ,143.44 ,120.00 ,46.00 ,57.00 ,62.00 ,30.47 ,53.20 ,59.77 ,0.53 
3686.00 ,144.22 ,120.00 ,47.00 ,57.00 ,62.00 ,30.40 ,57.68 ,56.14 ,0.27 
3687.00 ,121.50 ,120.00 ,47.00 ,57.00 ,61.00 ,30.53 ,66.94 ,24.02 ,0.46 
3688.00 ,119.19 ,120.00 ,47.00 ,56.00 ,61.00 ,30.51 ,62.29 ,26.39 ,0.24 
3689.00 ,110.46 ,120.00 ,47.00 ,57.00 ,61.00 ,30.58 ,52.88 ,27.00 ,0.40 
3690.00 ,118.10 ,120.00 ,47.00 ,57.00 ,61.00 ,30.52 ,64.39 ,23.19 ,0.45 
3691.00 ,146.55 ,120.00 ,47.00 ,57.00 ,61.00 ,30.52 ,60.51 ,55.53 ,0.07 
3692.00 ,142.12 ,119.00 ,47.00 ,57.00 ,61.00 ,30.54 ,64.85 ,46.72 ,0.48 
3693.00 ,125.29 ,119.00 ,47.00 ,57.00 ,61.00 ,30.55 ,65.71 ,29.03 ,0.42 
3694.00 ,115.38 ,119.00 ,47.00 ,57.00 ,61.00 ,30.56 ,62.45 ,22.37 ,0.40 
3695.00 ,117.50 ,119.00 ,47.00 ,57.00 ,61.00 ,30.52 ,59.03 ,27.94 ,0.27 
3696.00 ,143.36 ,119.00 ,47.00 ,56.00 ,62.00 ,30.36 ,48.76 ,64.24 ,0.43 
3697.00 ,125.55 ,120.00 ,47.00 ,57.00 ,61.00 ,30.47 ,68.51 ,26.57 ,0.67 
3698.00 ,137.52 ,120.00 ,47.00 ,57.00 ,61.00 ,29.48 ,74.53 ,33.51 ,0.23 
3699.00 ,119.47 ,119.00 ,47.00 ,57.00 ,61.00 ,29.64 ,67.16 ,22.67 ,0.60 
3700.00 ,146.13 ,119.00 ,46.00 ,57.00 ,61.00 ,29.65 ,64.96 ,51.52 ,0.37 
3701.00 ,103.58 ,119.00 ,47.00 ,57.00 ,61.00 ,29.70 ,50.40 ,23.48 ,0.64 
3702.00 ,126.17 ,119.00 ,47.00 ,57.00 ,61.00 ,29.63 ,76.48 ,20.06 ,0.63 
3703.00 ,113.90 ,119.00 ,47.00 ,57.00 ,61.00 ,30.63 ,61.47 ,21.80 ,0.50 
3704.00 ,148.07 ,120.00 ,47.00 ,57.00 ,61.00 ,30.63 ,60.42 ,57.02 ,0.31 
3705.00 ,127.42 ,119.00 ,47.00 ,57.00 ,61.00 ,29.72 ,75.72 ,21.98 ,0.19 
3706.00 ,120.40 ,119.00 ,47.00 ,57.00 ,61.00 ,29.73 ,66.83 ,23.85 ,0.16 
3707.00 ,115.27 ,118.00 ,47.00 ,57.00 ,60.00 ,29.73 ,64.77 ,20.77 ,0.47 
3708.00 ,121.51 ,118.00 ,47.00 ,57.00 ,61.00 ,29.69 ,65.92 ,25.91 ,0.38 
3709.00 ,119.07 ,119.00 ,47.00 ,57.00 ,62.00 ,29.59 ,65.66 ,23.82 ,0.43 
3710.00 ,162.48 ,118.00 ,47.00 ,57.00 ,61.00 ,29.54 ,69.88 ,63.06 ,0.46 
3711.00 ,117.95 ,118.00 ,46.00 ,56.00 ,61.00 ,29.73 ,65.85 ,22.38 ,0.43 
3712.00 ,174.22 ,118.00 ,47.00 ,57.00 ,61.00 ,30.72 ,71.30 ,72.20 ,0.69 
3713.00 ,119.83 ,118.00 ,47.00 ,57.00 ,62.00 ,30.69 ,68.88 ,20.25 ,0.50 
3714.00 ,130.31 ,118.00 ,47.00 ,57.00 ,62.00 ,30.68 ,72.35 ,27.28 ,0.14 
3715.00 ,121.95 ,118.00 ,47.00 ,57.00 ,62.00 ,30.70 ,70.47 ,20.78 ,0.29 
3716.00 ,114.34 ,117.00 ,47.00 ,57.00 ,61.00 ,30.66 ,62.38 ,21.29 ,0.17 
3717.00 ,119.91 ,118.00 ,47.00 ,57.00 ,61.00 ,30.69 ,67.51 ,21.70 ,0.47 
3718.00 ,105.58 ,117.00 ,46.00 ,57.00 ,61.00 ,30.71 ,54.34 ,20.54 ,0.42 
3719.00 ,129.54 ,117.00 ,46.00 ,57.00 ,62.00 ,30.71 ,76.11 ,22.71 ,0.24 
3720.00 ,126.77 ,117.00 ,47.00 ,57.00 ,61.00 ,30.75 ,69.62 ,26.40 ,0.28 
3721.00 ,129.62 ,117.00 ,47.00 ,57.00 ,60.00 ,30.72 ,75.51 ,23.39 ,0.59 
3722.00 ,116.06 ,118.00 ,47.00 ,56.00 ,61.00 ,30.67 ,60.32 ,25.07 ,0.25 
3723.00 ,116.04 ,119.00 ,47.00 ,57.00 ,61.00 ,30.62 ,62.76 ,22.66 ,0.25 
3724.00 ,173.78 ,118.00 ,46.00 ,56.00 ,61.00 ,30.62 ,67.56 ,75.60 ,0.61 
3725.00 ,112.75 ,118.00 ,46.00 ,56.00 ,61.00 ,30.57 ,62.30 ,19.88 ,0.23 
3726.00 ,111.09 ,117.00 ,46.00 ,56.00 ,61.00 ,30.81 ,54.17 ,26.11 ,0.51 
3727.00 ,102.24 ,117.00 ,46.00 ,56.00 ,61.00 ,30.87 ,40.36 ,31.01 ,0.46 
3728.00 ,115.09 ,118.00 ,47.00 ,56.00 ,61.00 ,29.80 ,52.12 ,33.18 ,0.36 
3729.00 ,126.20 ,118.00 ,46.00 ,57.00 ,60.00 ,30.89 ,74.33 ,20.98 ,0.47 
3730.00 ,140.28 ,119.00 ,47.00 ,57.00 ,61.00 ,30.83 ,59.08 ,50.37 ,0.46 
3731.00 ,157.46 ,118.00 ,47.00 ,56.00 ,61.00 ,30.87 ,61.13 ,65.46 ,0.29 
3732.00 ,124.91 ,118.00 ,47.00 ,56.00 ,61.00 ,30.87 ,68.10 ,25.94 ,0.19 
3733.00 ,112.53 ,118.00 ,46.00 ,56.00 ,61.00 ,30.90 ,57.54 ,24.10 ,0.25 
3734.00 ,114.45 ,117.00 ,46.00 ,57.00 ,61.00 ,30.86 ,58.83 ,24.76 ,0.42 
3735.00 ,111.34 ,118.00 ,47.00 ,56.00 ,61.00 ,31.04 ,56.45 ,23.85 ,0.43 
3736.00 ,120.45 ,117.00 ,46.00 ,57.00 ,61.00 ,31.10 ,68.03 ,21.33 ,0.60 
3737.00 ,128.56 ,117.00 ,46.00 ,57.00 ,61.00 ,31.12 ,65.48 ,31.96 ,0.73 
3738.00 ,156.94 ,118.00 ,46.00 ,57.00 ,61.00 ,31.03 ,62.63 ,63.28 ,0.17 
3739.00 ,116.87 ,118.00 ,46.00 ,56.00 ,60.00 ,30.99 ,62.60 ,23.28 ,0.37 
3740.00 ,158.27 ,117.00 ,46.00 ,57.00 ,61.00 ,30.99 ,60.62 ,66.66 ,0.49 
3741.00 ,114.26 ,117.00 ,46.00 ,57.00 ,61.00 ,30.99 ,63.76 ,19.51 ,0.40 
3742.00 ,133.03 ,117.00 ,46.00 ,57.00 ,61.00 ,30.90 ,67.11 ,35.02 ,0.36 
3743.00 ,121.96 ,118.00 ,46.00 ,57.00 ,60.00 ,30.02 ,65.62 ,26.32 ,0.45 
3744.00 ,120.61 ,118.00 ,46.00 ,57.00 ,60.00 ,30.08 ,67.71 ,22.82 ,0.17 
3745.00 ,130.93 ,118.00 ,46.00 ,57.00 ,61.00 ,30.04 ,76.78 ,24.12 ,0.20 
3746.00 ,128.15 ,117.00 ,46.00 ,57.00 ,60.00 ,30.08 ,74.30 ,23.78 ,0.38 
3747.00 ,113.95 ,117.00 ,46.00 ,57.00 ,61.00 ,30.08 ,61.75 ,22.13 ,0.21 
3748.00 ,120.34 ,118.00 ,46.00 ,57.00 ,61.00 ,30.08 ,69.29 ,20.97 ,0.23 
3749.00 ,106.69 ,117.00 ,46.00 ,57.00 ,61.00 ,29.85 ,55.70 ,21.13 ,0.51 
3750.00 ,152.59 ,117.00 ,46.00 ,57.00 ,61.00 ,30.05 ,56.81 ,65.73 ,0.62 
3751.00 ,113.84 ,117.00 ,46.00 ,57.00 ,61.00 ,29.98 ,61.69 ,22.17 ,0.28 
3752.00 ,122.56 ,118.00 ,46.00 ,57.00 ,61.00 ,30.06 ,64.96 ,27.53 ,0.38 
3753.00 ,120.53 ,119.00 ,46.00 ,57.00 ,61.00 ,29.85 ,69.80 ,20.87 ,0.36 
3754.00 ,117.87 ,117.00 ,46.00 ,57.00 ,62.00 ,30.81 ,66.23 ,20.84 ,0.44 
3755.00 ,124.24 ,117.00 ,45.00 ,57.00 ,61.00 ,30.91 ,71.58 ,21.74 ,0.15 
3756.00 ,123.27 ,118.00 ,46.00 ,57.00 ,61.00 ,30.89 ,69.34 ,23.05 ,0.21 
3757.00 ,116.93 ,119.00 ,46.00 ,57.00 ,61.00 ,30.91 ,61.47 ,24.55 ,0.18 
3758.00 ,112.67 ,118.00 ,46.00 ,57.00 ,61.00 ,30.82 ,60.02 ,21.83 ,0.14 
3759.00 ,168.87 ,118.00 ,46.00 ,57.00 ,61.00 ,29.79 ,72.46 ,66.62 ,0.35 
3760.00 ,120.31 ,119.00 ,45.00 ,57.00 ,61.00 ,30.87 ,61.35 ,28.09 ,0.43 
3761.00 ,127.25 ,119.00 ,46.00 ,57.00 ,62.00 ,30.85 ,63.05 ,33.35 ,0.64 
3762.00 ,124.26 ,119.00 ,46.00 ,57.00 ,61.00 ,30.84 ,69.84 ,23.58 ,0.44 
3763.00 ,118.39 ,118.00 ,46.00 ,57.00 ,62.00 ,30.88 ,67.52 ,20.00 ,0.26 
3764.00 ,128.99 ,118.00 ,46.00 ,57.00 ,61.00 ,30.87 ,77.26 ,20.86 ,0.40 
3765.00 ,126.03 ,119.00 ,46.00 ,57.00 ,62.00 ,29.83 ,71.68 ,24.52 ,0.37 
3766.00 ,118.63 ,118.00 ,46.00 ,57.00 ,61.00 ,29.87 ,62.53 ,26.24 ,0.47 
3767.00 ,117.14 ,118.00 ,46.00 ,57.00 ,62.00 ,29.84 ,61.60 ,25.70 ,0.37 
3768.00 ,118.59 ,118.00 ,46.00 ,57.00 ,62.00 ,29.87 ,63.96 ,24.76 ,0.23 
3769.00 ,107.53 ,117.00 ,46.00 ,57.00 ,61.00 ,30.06 ,52.78 ,24.69 ,0.55 
3770.00 ,113.66 ,117.00 ,46.00 ,56.00 ,61.00 ,30.01 ,58.16 ,25.49 ,0.24 
3771.00 ,122.84 ,118.00 ,46.00 ,56.00 ,62.00 ,29.80 ,68.49 ,24.55 ,0.34 
3772.00 ,134.19 ,118.00 ,46.00 ,56.00 ,61.00 ,29.89 ,77.40 ,26.90 ,0.21 
3773.00 ,119.22 ,117.00 ,46.00 ,57.00 ,62.00 ,29.74 ,66.74 ,22.75 ,0.34 
3774.00 ,122.06 ,117.00 ,46.00 ,57.00 ,62.00 ,29.74 ,67.14 ,25.18 ,0.18 
3775.00 ,160.03 ,118.00 ,46.00 ,57.00 ,61.00 ,29.77 ,58.30 ,71.96 ,0.41 
3776.00 ,123.12 ,118.00 ,46.00 ,57.00 ,61.00 ,30.40 ,62.69 ,30.03 ,0.41 
3777.00 ,119.12 ,118.00 ,46.00 ,56.00 ,61.00 ,30.35 ,64.78 ,23.99 ,0.49 
3778.00 ,127.59 ,118.00 ,47.00 ,56.00 ,61.00 ,30.33 ,75.71 ,21.55 ,0.17 
3779.00 ,116.46 ,118.00 ,47.00 ,56.00 ,61.00 ,30.33 ,64.82 ,21.31 ,0.26 
3780.00 ,135.15 ,117.00 ,46.00 ,56.00 ,61.00 ,30.39 ,77.49 ,27.27 ,0.41 
3781.00 ,168.33 ,117.00 ,46.00 ,56.00 ,61.00 ,30.27 ,81.87 ,56.19 ,0.39 
3782.00 ,115.53 ,117.00 ,46.00 ,56.00 ,61.00 ,30.38 ,64.25 ,20.90 ,0.24 
3783.00 ,106.26 ,117.00 ,46.00 ,56.00 ,61.00 ,30.42 ,50.02 ,25.82 ,0.28 
3784.00 ,116.10 ,118.00 ,47.00 ,56.00 ,61.00 ,31.41 ,57.87 ,26.82 ,0.61 
3785.00 ,119.36 ,117.00 ,46.00 ,56.00 ,61.00 ,31.40 ,59.18 ,28.79 ,0.25 
3786.00 ,123.90 ,117.00 ,47.00 ,56.00 ,61.00 ,31.28 ,68.62 ,24.00 ,0.36 
3787.00 ,125.08 ,117.00 ,47.00 ,56.00 ,61.00 ,31.24 ,65.29 ,28.55 ,0.28 
3788.00 ,161.74 ,117.00 ,46.00 ,56.00 ,61.00 ,31.23 ,62.96 ,67.55 ,0.45 
3789.00 ,132.75 ,117.00 ,46.00 ,56.00 ,61.00 ,31.39 ,76.16 ,25.20 ,0.39 
3790.00 ,121.72 ,117.00 ,45.00 ,56.00 ,61.00 ,31.31 ,62.08 ,28.32 ,0.20 
3791.00 ,174.74 ,117.00 ,46.00 ,57.00 ,61.00 ,30.26 ,74.10 ,70.38 ,0.41 
3792.00 ,126.65 ,117.00 ,47.00 ,56.00 ,60.00 ,31.28 ,71.44 ,23.94 ,0.56 
3793.00 ,122.92 ,117.00 ,47.00 ,56.00 ,61.00 ,31.29 ,67.13 ,24.50 ,0.19 
3794.00 ,145.96 ,117.00 ,46.00 ,56.00 ,60.00 ,31.25 ,60.85 ,53.85 ,0.51 
3795.00 ,164.45 ,118.00 ,46.00 ,56.00 ,60.00 ,31.29 ,64.39 ,68.77 ,0.53 
3796.00 ,126.80 ,118.00 ,46.00 ,57.00 ,60.00 ,31.28 ,66.89 ,28.63 ,0.14 
3797.00 ,145.48 ,117.00 ,46.00 ,56.00 ,60.00 ,31.32 ,48.86 ,65.30 ,0.34 
3798.00 ,119.92 ,118.00 ,46.00 ,56.00 ,60.00 ,31.41 ,65.21 ,23.30 ,0.22 
3799.00 ,117.33 ,117.00 ,46.00 ,56.00 ,60.00 ,31.38 ,63.42 ,22.53 ,0.25 
3800.00 ,144.57 ,117.00 ,46.00 ,56.00 ,61.00 ,30.49 ,61.26 ,52.81 ,0.47 
3801.00 ,129.75 ,117.00 ,46.00 ,57.00 ,61.00 ,30.53 ,68.96 ,30.26 ,0.30 
3802.00 ,125.72 ,118.00 ,47.00 ,56.00 ,61.00 ,30.45 ,65.22 ,30.05 ,0.40 
3803.00 ,106.33 ,118.00 ,46.00 ,56.00 ,61.00 ,30.36 ,52.67 ,23.30 ,0.34 
3804.00 ,103.71 ,118.00 ,47.00 ,56.00 ,61.00 ,30.40 ,47.61 ,25.69 ,0.27 
3805.00 ,116.45 ,117.00 ,47.00 ,56.00 ,60.00 ,30.41 ,63.06 ,22.97 ,0.53 
3806.00 ,115.15 ,116.00 ,47.00 ,56.00 ,60.00 ,30.56 ,62.75 ,21.83 ,0.49 
3807.00 ,115.90 ,116.00 ,47.00 ,56.00 ,60.00 ,30.47 ,65.24 ,20.19 ,0.45 
3808.00 ,111.41 ,117.00 ,47.00 ,56.00 ,60.00 ,30.49 ,56.56 ,24.36 ,0.27 
3809.00 ,124.69 ,117.00 ,47.00 ,56.00 ,60.00 ,30.49 ,71.11 ,23.09 ,0.23 
3810.00 ,108.07 ,117.00 ,47.00 ,56.00 ,60.00 ,30.49 ,53.70 ,23.88 ,0.06 
3811.00 ,115.03 ,117.00 ,47.00 ,56.00 ,60.00 ,30.51 ,65.35 ,19.17 ,0.20 
3812.00 ,113.44 ,117.00 ,47.00 ,56.00 ,60.00 ,30.46 ,61.97 ,21.01 ,0.26 
3813.00 ,116.08 ,117.00 ,47.00 ,57.00 ,60.00 ,30.46 ,61.81 ,23.81 ,0.36 
3814.00 ,112.91 ,117.00 ,46.00 ,57.00 ,60.00 ,30.43 ,61.48 ,21.00 ,0.35 
3815.00 ,126.84 ,117.00 ,47.00 ,57.00 ,60.00 ,30.49 ,69.34 ,27.02 ,0.32 
3816.00 ,129.38 ,116.00 ,47.00 ,57.00 ,60.00 ,30.56 ,78.11 ,20.71 ,0.38 
3817.00 ,161.25 ,116.00 ,47.00 ,57.00 ,59.00 ,30.58 ,61.28 ,69.38 ,0.26 
3818.00 ,122.12 ,116.00 ,47.00 ,57.00 ,60.00 ,30.56 ,67.26 ,24.30 ,0.43 
3819.00 ,116.31 ,117.00 ,47.00 ,57.00 ,60.00 ,30.56 ,64.55 ,21.20 ,0.34 
3820.00 ,114.98 ,117.00 ,47.00 ,56.00 ,60.00 ,30.41 ,61.02 ,23.55 ,0.23 
3821.00 ,122.83 ,117.00 ,47.00 ,56.00 ,60.00 ,30.50 ,65.27 ,27.06 ,0.17 
3822.00 ,157.41 ,117.00 ,48.00 ,56.00 ,61.00 ,30.55 ,71.78 ,55.08 ,0.37 
3823.00 ,127.50 ,117.00 ,47.00 ,56.00 ,61.00 ,29.97 ,63.87 ,33.66 ,0.41 
3824.00 ,144.59 ,116.00 ,47.00 ,56.00 ,61.00 ,30.00 ,64.95 ,49.65 ,0.31 
3825.00 ,118.04 ,116.00 ,47.00 ,56.00 ,60.00 ,30.03 ,65.30 ,22.71 ,0.29 
3826.00 ,178.45 ,116.00 ,47.00 ,57.00 ,61.00 ,29.99 ,84.34 ,64.12 ,0.50 
3827.00 ,101.12 ,116.00 ,47.00 ,57.00 ,61.00 ,31.02 ,50.16 ,19.94 ,0.36 
3828.00 ,122.90 ,116.00 ,47.00 ,57.00 ,60.00 ,31.01 ,67.98 ,23.92 ,0.23 
3829.00 ,126.92 ,117.00 ,47.00 ,57.00 ,60.00 ,30.94 ,66.16 ,29.82 ,0.73 
3830.00 ,159.88 ,117.00 ,47.00 ,56.00 ,60.00 ,31.46 ,57.92 ,70.50 ,0.35 
3831.00 ,104.51 ,116.00 ,47.00 ,56.00 ,60.00 ,31.47 ,51.20 ,21.84 ,0.22 
3832.00 ,157.57 ,117.00 ,47.00 ,57.00 ,60.00 ,31.39 ,70.89 ,55.29 ,0.27 
3833.00 ,122.31 ,118.00 ,47.00 ,57.00 ,60.00 ,31.41 ,68.52 ,22.38 ,0.28 
3834.00 ,161.72 ,118.00 ,47.00 ,57.00 ,60.00 ,31.41 ,64.56 ,65.76 ,0.25 
3835.00 ,123.62 ,117.00 ,47.00 ,57.00 ,60.00 ,31.43 ,72.13 ,20.06 ,0.18 
3836.00 ,131.34 ,119.00 ,47.00 ,56.00 ,60.00 ,31.39 ,75.28 ,24.67 ,0.28 
3837.00 ,161.31 ,118.00 ,47.00 ,56.00 ,60.00 ,31.36 ,65.98 ,63.97 ,0.25 
3838.00 ,126.55 ,119.00 ,47.00 ,57.00 ,60.00 ,31.41 ,70.43 ,24.72 ,0.30 
3839.00 ,120.58 ,118.00 ,48.00 ,56.00 ,60.00 ,31.46 ,63.87 ,25.25 ,0.29 
3840.00 ,129.43 ,118.00 ,47.00 ,57.00 ,60.00 ,31.42 ,63.82 ,34.19 ,0.36 
3841.00 ,135.09 ,116.00 ,47.00 ,57.00 ,60.00 ,31.43 ,58.62 ,45.04 ,0.61 
3842.00 ,127.16 ,117.00 ,47.00 ,57.00 ,60.00 ,31.41 ,68.46 ,27.29 ,0.43 
3843.00 ,124.98 ,117.00 ,47.00 ,57.00 ,60.00 ,31.33 ,70.80 ,22.85 ,0.48 
3844.00 ,171.30 ,117.00 ,47.00 ,57.00 ,60.00 ,30.94 ,65.44 ,74.92 ,0.19 
3845.00 ,125.18 ,117.00 ,47.00 ,57.00 ,60.00 ,30.88 ,70.85 ,23.45 ,0.59 
3846.00 ,161.42 ,117.00 ,47.00 ,57.00 ,59.00 ,30.92 ,60.96 ,69.54 ,0.30 
3847.00 ,126.10 ,117.00 ,47.00 ,57.00 ,60.00 ,31.13 ,72.50 ,22.47 ,0.59 
3848.00 ,123.42 ,118.00 ,47.00 ,56.00 ,61.00 ,31.13 ,68.35 ,23.93 ,0.31 
3849.00 ,147.31 ,118.00 ,47.00 ,57.00 ,61.00 ,30.06 ,62.82 ,54.42 ,0.42 
3850.00 ,120.41 ,118.00 ,47.00 ,57.00 ,61.00 ,30.01 ,67.15 ,23.25 ,0.48 
3851.00 ,122.95 ,118.00 ,47.00 ,57.00 ,60.00 ,30.11 ,63.48 ,29.36 ,0.68 
3852.00 ,123.59 ,118.00 ,47.00 ,57.00 ,60.00 ,30.08 ,72.77 ,20.74 ,0.19 
3853.00 ,116.94 ,118.00 ,47.00 ,57.00 ,60.00 ,30.12 ,64.41 ,22.40 ,0.33 
3854.00 ,111.36 ,118.00 ,47.00 ,56.00 ,60.00 ,30.15 ,56.48 ,24.73 ,0.31 
3855.00 ,106.61 ,118.00 ,47.00 ,56.00 ,60.00 ,30.13 ,53.55 ,22.93 ,0.11 
3856.00 ,120.99 ,118.00 ,47.00 ,56.00 ,60.00 ,30.13 ,69.12 ,21.74 ,0.12 
3857.00 ,167.44 ,117.00 ,47.00 ,56.00 ,60.00 ,30.10 ,66.29 ,71.05 ,0.19 
3858.00 ,112.24 ,117.00 ,47.00 ,57.00 ,60.00 ,30.18 ,59.37 ,22.69 ,0.38 
3859.00 ,118.79 ,116.00 ,47.00 ,57.00 ,60.00 ,30.21 ,66.06 ,22.52 ,0.59 
3860.00 ,108.66 ,118.00 ,47.00 ,57.00 ,60.00 ,29.89 ,59.68 ,19.09 ,0.54 
3861.00 ,121.41 ,119.00 ,46.00 ,57.00 ,61.00 ,29.95 ,68.66 ,22.80 ,0.55 
3862.00 ,165.51 ,119.00 ,47.00 ,57.00 ,61.00 ,29.95 ,69.33 ,66.22 ,0.16 
3863.00 ,110.10 ,117.00 ,46.00 ,57.00 ,60.00 ,30.03 ,59.06 ,21.01 ,0.34 
3864.00 ,150.36 ,118.00 ,46.00 ,57.00 ,61.00 ,29.98 ,64.96 ,55.42 ,0.26 
3865.00 ,120.63 ,118.00 ,47.00 ,57.00 ,61.00 ,30.24 ,66.72 ,23.67 ,0.25 
3866.00 ,125.82 ,117.00 ,47.00 ,56.00 ,60.00 ,30.24 ,68.81 ,26.77 ,0.47 
3867.00 ,116.26 ,117.00 ,47.00 ,57.00 ,61.00 ,30.19 ,61.42 ,24.65 ,0.29 
3868.00 ,144.20 ,117.00 ,46.00 ,56.00 ,60.00 ,30.18 ,58.80 ,55.22 ,0.44 
3869.00 ,111.67 ,117.00 ,47.00 ,56.00 ,60.00 ,30.22 ,60.51 ,20.94 ,0.13 
3870.00 ,155.14 ,117.00 ,47.00 ,57.00 ,61.00 ,30.18 ,59.17 ,65.79 ,0.63 
3871.00 ,143.67 ,116.00 ,46.00 ,57.00 ,61.00 ,30.21 ,55.97 ,57.49 ,0.15 
3872.00 ,130.41 ,117.00 ,47.00 ,57.00 ,60.00 ,30.25 ,66.08 ,34.08 ,0.27 
3873.00 ,149.71 ,117.00 ,47.00 ,57.00 ,60.00 ,30.24 ,72.96 ,46.51 ,0.35 
3874.00 ,127.36 ,117.00 ,47.00 ,57.00 ,60.00 ,31.29 ,71.35 ,24.72 ,0.22 
3875.00 ,145.84 ,117.00 ,47.00 ,57.00 ,60.00 ,31.25 ,59.22 ,55.37 ,0.19 
3876.00 ,109.34 ,117.00 ,46.00 ,57.00 ,60.00 ,30.24 ,57.86 ,21.25 ,0.49 
3877.00 ,141.08 ,117.00 ,46.00 ,57.00 ,60.00 ,30.25 ,75.48 ,35.35 ,0.22 
3878.00 ,162.26 ,117.00 ,47.00 ,56.00 ,60.00 ,30.26 ,65.68 ,66.31 ,0.33 
3879.00 ,120.32 ,117.00 ,46.00 ,56.00 ,60.00 ,30.26 ,67.80 ,22.27 ,0.23 
3880.00 ,125.25 ,117.00 ,46.00 ,57.00 ,60.00 ,30.21 ,70.56 ,24.48 ,0.49 
3881.00 ,138.34 ,116.00 ,46.00 ,56.00 ,60.00 ,30.22 ,82.82 ,25.30 ,0.56 
3882.00 ,114.58 ,117.00 ,46.00 ,56.00 ,59.00 ,30.23 ,63.89 ,20.46 ,0.42 
3883.00 ,147.36 ,117.00 ,46.00 ,57.00 ,60.00 ,30.25 ,59.28 ,57.83 ,0.49 
3884.00 ,152.12 ,116.00 ,47.00 ,57.00 ,61.00 ,30.39 ,66.95 ,54.78 ,0.42 
3885.00 ,124.28 ,116.00 ,46.00 ,57.00 ,61.00 ,30.33 ,60.17 ,33.78 ,0.49 
3886.00 ,110.63 ,117.00 ,47.00 ,57.00 ,60.00 ,30.41 ,59.73 ,20.50 ,0.45 
3887.00 ,120.19 ,117.00 ,47.00 ,57.00 ,60.00 ,30.47 ,65.09 ,24.63 ,0.30 
3888.00 ,110.28 ,117.00 ,47.00 ,57.00 ,60.00 ,30.38 ,59.04 ,20.86 ,0.20 
3889.00 ,127.80 ,118.00 ,47.00 ,57.00 ,60.00 ,30.37 ,76.56 ,20.86 ,0.53 
3890.00 ,132.38 ,116.00 ,47.00 ,57.00 ,60.00 ,30.39 ,47.10 ,54.89 ,0.67 
