Iterations,Avg_StackingTime, ManpowerofForklifts, ManpowerofUnpacking, ManpowerofPacking, Forklifts, Avg_StackingTime_At_Gate,Avg_StackingTime_At_Inbound, Avg_StackingTime_At_Outbound,
7415.00 ,127.93 ,64.00 ,30.00 ,41.00 ,33.00 ,35.05 ,65.20 ,27.67 ,0.58 
7416.00 ,129.40 ,64.00 ,30.00 ,41.00 ,33.00 ,34.96 ,72.92 ,21.52 ,0.53 
7417.00 ,127.77 ,64.00 ,30.00 ,41.00 ,33.00 ,35.38 ,65.50 ,26.89 ,0.25 
7418.00 ,169.56 ,64.00 ,30.00 ,40.00 ,33.00 ,35.22 ,66.23 ,68.10 ,0.30 
7419.00 ,117.04 ,64.00 ,30.00 ,40.00 ,33.00 ,35.27 ,54.00 ,27.77 ,0.22 
7420.00 ,157.68 ,65.00 ,30.00 ,40.00 ,34.00 ,34.67 ,73.92 ,49.09 ,0.37 
7421.00 ,140.18 ,65.00 ,30.00 ,40.00 ,34.00 ,34.61 ,60.15 ,45.42 ,0.42 
7422.00 ,133.13 ,65.00 ,30.00 ,40.00 ,33.00 ,34.51 ,74.44 ,24.18 ,0.44 
7423.00 ,125.48 ,64.00 ,30.00 ,40.00 ,33.00 ,35.08 ,67.19 ,23.22 ,0.31 
7424.00 ,125.89 ,64.00 ,30.00 ,40.00 ,33.00 ,35.00 ,70.06 ,20.83 ,0.73 
7425.00 ,130.31 ,64.00 ,30.00 ,40.00 ,33.00 ,35.02 ,68.51 ,26.77 ,0.16 
7426.00 ,135.49 ,64.00 ,30.00 ,40.00 ,33.00 ,35.15 ,74.38 ,25.96 ,0.47 
7427.00 ,110.24 ,64.00 ,30.00 ,40.00 ,33.00 ,35.17 ,49.73 ,25.34 ,0.35 
7428.00 ,119.40 ,64.00 ,30.00 ,40.00 ,33.00 ,35.15 ,54.28 ,29.98 ,0.15 
7429.00 ,140.41 ,64.00 ,30.00 ,40.00 ,33.00 ,35.29 ,70.01 ,35.12 ,0.08 
7430.00 ,111.14 ,64.00 ,30.00 ,40.00 ,33.00 ,35.06 ,52.75 ,23.33 ,0.17 
7431.00 ,119.59 ,64.00 ,30.00 ,40.00 ,33.00 ,35.05 ,54.45 ,30.09 ,0.47 
7432.00 ,161.37 ,64.00 ,30.00 ,41.00 ,33.00 ,34.89 ,93.39 ,33.09 ,0.56 
7433.00 ,118.57 ,64.00 ,30.00 ,41.00 ,33.00 ,35.15 ,60.08 ,23.33 ,0.16 
7434.00 ,151.35 ,63.00 ,30.00 ,40.00 ,33.00 ,35.01 ,57.32 ,59.03 ,0.37 
7435.00 ,121.16 ,64.00 ,30.00 ,40.00 ,33.00 ,34.95 ,62.64 ,23.57 ,0.37 
7436.00 ,127.36 ,64.00 ,30.00 ,40.00 ,33.00 ,34.92 ,66.62 ,25.83 ,0.09 
7437.00 ,164.18 ,65.00 ,30.00 ,40.00 ,33.00 ,35.08 ,70.74 ,58.36 ,0.35 
7438.00 ,125.69 ,64.00 ,30.00 ,40.00 ,33.00 ,35.16 ,60.09 ,30.44 ,0.24 
7439.00 ,186.86 ,64.00 ,30.00 ,40.00 ,33.00 ,35.19 ,81.87 ,69.81 ,0.33 
7440.00 ,142.95 ,64.00 ,30.00 ,40.00 ,33.00 ,34.99 ,82.91 ,25.05 ,0.41 
7441.00 ,142.46 ,64.00 ,30.00 ,40.00 ,33.00 ,35.05 ,83.22 ,24.20 ,0.44 
7442.00 ,130.37 ,64.00 ,30.00 ,40.00 ,33.00 ,34.96 ,69.83 ,25.58 ,0.46 
7443.00 ,182.99 ,63.00 ,30.00 ,40.00 ,33.00 ,35.06 ,78.20 ,69.73 ,0.50 
7444.00 ,169.63 ,63.00 ,30.00 ,40.00 ,33.00 ,35.13 ,68.05 ,66.45 ,0.34 
7445.00 ,123.84 ,63.00 ,30.00 ,40.00 ,33.00 ,35.15 ,64.63 ,24.05 ,0.39 
7446.00 ,134.98 ,63.00 ,30.00 ,40.00 ,33.00 ,35.02 ,68.26 ,31.70 ,0.11 
7447.00 ,155.70 ,62.00 ,30.00 ,40.00 ,33.00 ,35.04 ,53.62 ,67.03 ,0.18 
7448.00 ,118.23 ,63.00 ,30.00 ,40.00 ,33.00 ,34.96 ,59.52 ,23.75 ,0.25 
7449.00 ,148.88 ,63.00 ,30.00 ,40.00 ,33.00 ,34.84 ,52.68 ,61.36 ,0.41 
7450.00 ,156.18 ,63.00 ,30.00 ,40.00 ,33.00 ,34.94 ,68.97 ,52.27 ,0.10 
7451.00 ,128.79 ,63.00 ,30.00 ,41.00 ,33.00 ,35.10 ,71.26 ,22.43 ,0.40 
7452.00 ,114.13 ,63.00 ,30.00 ,40.00 ,33.00 ,35.16 ,58.40 ,20.57 ,0.25 
7453.00 ,132.74 ,64.00 ,30.00 ,40.00 ,33.00 ,35.17 ,72.62 ,24.95 ,0.49 
7454.00 ,111.05 ,64.00 ,30.00 ,40.00 ,33.00 ,35.12 ,52.07 ,23.86 ,0.65 
7455.00 ,125.28 ,64.00 ,30.00 ,40.00 ,33.00 ,35.10 ,64.53 ,25.65 ,0.40 
7456.00 ,157.97 ,64.00 ,30.00 ,40.00 ,33.00 ,35.05 ,65.10 ,57.81 ,0.13 
7457.00 ,125.55 ,64.00 ,30.00 ,40.00 ,33.00 ,35.11 ,66.41 ,24.02 ,0.12 
7458.00 ,152.06 ,64.00 ,30.00 ,40.00 ,33.00 ,35.86 ,70.32 ,45.87 ,0.24 
7459.00 ,123.84 ,64.00 ,30.00 ,40.00 ,33.00 ,35.69 ,54.70 ,33.45 ,0.29 
7460.00 ,131.15 ,64.00 ,30.00 ,40.00 ,33.00 ,35.96 ,68.16 ,27.03 ,0.17 
7461.00 ,128.52 ,63.00 ,30.00 ,40.00 ,33.00 ,35.98 ,67.42 ,25.12 ,0.41 
7462.00 ,123.98 ,63.00 ,30.00 ,40.00 ,33.00 ,36.03 ,64.71 ,23.25 ,0.36 
7463.00 ,125.81 ,63.00 ,30.00 ,40.00 ,33.00 ,35.99 ,64.68 ,25.14 ,0.59 
7464.00 ,142.96 ,63.00 ,30.00 ,40.00 ,33.00 ,35.65 ,83.00 ,24.30 ,0.37 
7465.00 ,150.76 ,63.00 ,30.00 ,40.00 ,33.00 ,35.56 ,75.65 ,39.55 ,0.46 
7466.00 ,127.39 ,63.00 ,30.00 ,40.00 ,33.00 ,35.64 ,65.98 ,25.77 ,0.16 
7467.00 ,154.05 ,63.00 ,30.00 ,40.00 ,33.00 ,35.67 ,63.52 ,54.87 ,0.45 
7468.00 ,133.33 ,63.00 ,30.00 ,40.00 ,33.00 ,35.41 ,76.80 ,21.13 ,0.68 
7469.00 ,116.06 ,64.00 ,30.00 ,40.00 ,33.00 ,35.57 ,58.47 ,22.01 ,0.40 
7470.00 ,124.71 ,63.00 ,30.00 ,40.00 ,33.00 ,34.91 ,69.47 ,20.34 ,0.28 
7471.00 ,122.38 ,63.00 ,30.00 ,40.00 ,33.00 ,35.50 ,61.98 ,24.90 ,0.39 
7472.00 ,124.72 ,63.00 ,30.00 ,40.00 ,32.00 ,35.00 ,63.49 ,26.23 ,0.66 
7473.00 ,136.52 ,63.00 ,30.00 ,40.00 ,33.00 ,34.93 ,68.02 ,33.57 ,0.33 
7474.00 ,127.47 ,64.00 ,30.00 ,40.00 ,33.00 ,35.59 ,67.81 ,24.07 ,0.22 
7475.00 ,138.24 ,64.00 ,30.00 ,40.00 ,33.00 ,35.58 ,77.51 ,25.15 ,0.30 
7476.00 ,125.88 ,64.00 ,30.00 ,40.00 ,33.00 ,35.60 ,70.67 ,19.61 ,0.33 
7477.00 ,119.02 ,64.00 ,30.00 ,40.00 ,33.00 ,35.63 ,59.78 ,23.61 ,0.29 
7478.00 ,130.75 ,63.00 ,30.00 ,40.00 ,33.00 ,35.57 ,70.47 ,24.72 ,0.25 
7479.00 ,117.76 ,65.00 ,30.00 ,40.00 ,33.00 ,35.47 ,59.97 ,22.32 ,0.39 
7480.00 ,119.91 ,64.00 ,30.00 ,40.00 ,33.00 ,35.42 ,58.89 ,25.60 ,0.46 
7481.00 ,129.48 ,65.00 ,30.00 ,40.00 ,33.00 ,35.40 ,71.36 ,22.71 ,0.25 
7482.00 ,157.25 ,64.00 ,30.00 ,40.00 ,33.00 ,35.36 ,60.23 ,61.66 ,0.29 
7483.00 ,112.90 ,64.00 ,30.00 ,40.00 ,33.00 ,35.39 ,54.60 ,22.92 ,0.19 
7484.00 ,129.49 ,63.00 ,30.00 ,40.00 ,33.00 ,35.52 ,68.56 ,25.41 ,0.50 
7485.00 ,111.90 ,63.00 ,30.00 ,40.00 ,33.00 ,35.49 ,54.26 ,22.15 ,0.18 
7486.00 ,142.08 ,62.00 ,30.00 ,40.00 ,33.00 ,35.30 ,82.04 ,24.73 ,0.32 
7487.00 ,147.79 ,62.00 ,30.00 ,40.00 ,33.00 ,35.45 ,85.54 ,26.80 ,0.34 
7488.00 ,120.58 ,63.00 ,30.00 ,40.00 ,33.00 ,35.48 ,61.11 ,23.99 ,0.35 
7489.00 ,131.38 ,63.00 ,30.00 ,40.00 ,33.00 ,35.37 ,70.99 ,25.02 ,0.45 
7490.00 ,118.58 ,64.00 ,30.00 ,40.00 ,33.00 ,35.38 ,58.18 ,25.02 ,0.20 
7491.00 ,127.96 ,64.00 ,30.00 ,40.00 ,33.00 ,35.38 ,65.52 ,27.05 ,0.27 
7492.00 ,124.33 ,63.00 ,30.00 ,40.00 ,33.00 ,35.35 ,65.44 ,23.53 ,0.22 
7493.00 ,116.74 ,63.00 ,30.00 ,40.00 ,33.00 ,35.26 ,57.23 ,24.25 ,0.11 
7494.00 ,124.11 ,63.00 ,30.00 ,40.00 ,33.00 ,35.34 ,63.24 ,25.53 ,0.27 
7495.00 ,120.25 ,63.00 ,30.00 ,40.00 ,33.00 ,35.29 ,60.50 ,24.46 ,0.49 
7496.00 ,128.54 ,63.00 ,30.00 ,40.00 ,33.00 ,35.29 ,70.20 ,23.04 ,0.11 
7497.00 ,120.93 ,63.00 ,30.00 ,40.00 ,33.00 ,35.38 ,54.62 ,30.92 ,0.22 
7498.00 ,136.12 ,64.00 ,30.00 ,40.00 ,33.00 ,35.38 ,75.23 ,25.51 ,0.05 
7499.00 ,111.23 ,63.00 ,30.00 ,40.00 ,33.00 ,35.34 ,51.31 ,24.57 ,0.08 
7500.00 ,132.02 ,63.00 ,30.00 ,40.00 ,33.00 ,35.36 ,68.79 ,27.86 ,0.48 
7501.00 ,169.91 ,63.00 ,30.00 ,40.00 ,33.00 ,35.32 ,67.80 ,66.79 ,0.20 
7502.00 ,114.49 ,63.00 ,30.00 ,40.00 ,33.00 ,34.50 ,54.51 ,25.48 ,0.45 
7503.00 ,119.39 ,63.00 ,30.00 ,40.00 ,33.00 ,34.52 ,62.38 ,22.49 ,0.34 
7504.00 ,148.14 ,63.00 ,30.00 ,40.00 ,33.00 ,34.52 ,57.11 ,56.51 ,0.17 
7505.00 ,159.31 ,63.00 ,30.00 ,40.00 ,33.00 ,34.51 ,73.28 ,51.52 ,0.41 
7506.00 ,120.95 ,63.00 ,30.00 ,40.00 ,33.00 ,34.46 ,61.96 ,24.53 ,0.54 
7507.00 ,117.91 ,63.00 ,30.00 ,40.00 ,33.00 ,34.52 ,60.72 ,22.67 ,0.17 
7508.00 ,130.86 ,63.00 ,30.00 ,39.00 ,33.00 ,34.43 ,74.47 ,21.96 ,0.37 
7509.00 ,131.92 ,63.00 ,30.00 ,39.00 ,33.00 ,34.38 ,71.74 ,25.80 ,0.09 
7510.00 ,111.60 ,64.00 ,30.00 ,40.00 ,33.00 ,34.46 ,57.04 ,20.10 ,0.40 
7511.00 ,134.20 ,64.00 ,30.00 ,40.00 ,33.00 ,34.40 ,68.38 ,31.41 ,0.44 
7512.00 ,125.17 ,63.00 ,30.00 ,40.00 ,33.00 ,34.50 ,65.02 ,25.64 ,0.19 
7513.00 ,125.39 ,63.00 ,30.00 ,40.00 ,33.00 ,34.48 ,65.76 ,25.16 ,0.42 
7514.00 ,123.34 ,63.00 ,30.00 ,40.00 ,33.00 ,34.59 ,62.98 ,25.77 ,0.44 
7515.00 ,134.32 ,62.00 ,30.00 ,40.00 ,33.00 ,34.56 ,73.53 ,26.24 ,0.31 
7516.00 ,133.51 ,62.00 ,30.00 ,40.00 ,33.00 ,34.60 ,70.03 ,28.88 ,0.19 
7517.00 ,137.90 ,63.00 ,30.00 ,40.00 ,33.00 ,34.51 ,78.85 ,24.54 ,0.22 
7518.00 ,128.31 ,62.00 ,30.00 ,40.00 ,33.00 ,34.54 ,68.60 ,25.17 ,0.57 
7519.00 ,155.83 ,62.00 ,30.00 ,39.00 ,33.00 ,34.49 ,68.16 ,53.18 ,0.47 
7520.00 ,138.56 ,63.00 ,30.00 ,39.00 ,33.00 ,34.50 ,80.60 ,23.46 ,0.44 
7521.00 ,170.90 ,63.00 ,30.00 ,39.00 ,32.00 ,34.49 ,84.43 ,51.99 ,0.58 
7522.00 ,143.29 ,63.00 ,30.00 ,39.00 ,32.00 ,34.59 ,85.94 ,22.76 ,0.21 
7523.00 ,150.63 ,63.00 ,30.00 ,39.00 ,33.00 ,34.27 ,66.91 ,49.45 ,0.43 
7524.00 ,131.28 ,63.00 ,30.00 ,39.00 ,33.00 ,34.46 ,73.86 ,22.96 ,0.18 
7525.00 ,172.11 ,63.00 ,30.00 ,39.00 ,33.00 ,34.35 ,77.36 ,60.40 ,0.40 
7526.00 ,127.63 ,63.00 ,30.00 ,39.00 ,33.00 ,34.29 ,71.85 ,21.49 ,0.31 
7527.00 ,123.30 ,63.00 ,30.00 ,39.00 ,33.00 ,34.47 ,67.86 ,20.98 ,0.48 
7528.00 ,148.55 ,62.00 ,30.00 ,40.00 ,33.00 ,34.22 ,65.32 ,49.01 ,0.46 
7529.00 ,116.14 ,64.00 ,30.00 ,40.00 ,32.00 ,34.33 ,62.16 ,19.65 ,0.43 
7530.00 ,122.11 ,63.00 ,30.00 ,40.00 ,33.00 ,34.35 ,67.01 ,20.74 ,0.35 
7531.00 ,143.50 ,64.00 ,30.00 ,40.00 ,33.00 ,34.34 ,88.34 ,20.82 ,0.11 
7532.00 ,125.70 ,63.00 ,30.00 ,40.00 ,32.00 ,34.25 ,64.91 ,26.55 ,0.58 
7533.00 ,176.04 ,64.00 ,30.00 ,40.00 ,33.00 ,34.28 ,73.80 ,67.95 ,0.32 
7534.00 ,156.42 ,64.00 ,30.00 ,40.00 ,33.00 ,34.23 ,67.15 ,55.04 ,0.21 
7535.00 ,117.89 ,63.00 ,30.00 ,40.00 ,33.00 ,34.24 ,59.13 ,24.51 ,0.59 
7536.00 ,119.96 ,62.00 ,30.00 ,40.00 ,33.00 ,34.25 ,63.03 ,22.69 ,0.69 
7537.00 ,165.53 ,63.00 ,30.00 ,40.00 ,33.00 ,34.29 ,73.73 ,57.51 ,0.24 
7538.00 ,135.27 ,63.00 ,30.00 ,40.00 ,33.00 ,34.28 ,78.63 ,22.36 ,0.18 
7539.00 ,161.10 ,64.00 ,30.00 ,40.00 ,33.00 ,34.23 ,69.95 ,56.92 ,0.18 
7540.00 ,116.83 ,64.00 ,30.00 ,40.00 ,33.00 ,34.19 ,60.36 ,22.27 ,0.58 
7541.00 ,113.71 ,63.00 ,30.00 ,40.00 ,32.00 ,34.24 ,57.90 ,21.57 ,0.56 
7542.00 ,131.12 ,63.00 ,30.00 ,40.00 ,32.00 ,34.23 ,69.50 ,27.39 ,0.27 
7543.00 ,153.65 ,64.00 ,30.00 ,40.00 ,32.00 ,34.24 ,67.32 ,52.09 ,0.49 
7544.00 ,122.40 ,64.00 ,30.00 ,40.00 ,32.00 ,34.30 ,64.45 ,23.65 ,0.10 
7545.00 ,147.10 ,64.00 ,30.00 ,40.00 ,32.00 ,34.18 ,89.96 ,22.97 ,0.43 
7546.00 ,122.95 ,64.00 ,30.00 ,40.00 ,32.00 ,34.27 ,63.71 ,24.97 ,0.23 
7547.00 ,130.07 ,64.00 ,30.00 ,40.00 ,33.00 ,34.30 ,70.49 ,25.28 ,0.35 
7548.00 ,108.69 ,64.00 ,30.00 ,40.00 ,34.00 ,34.08 ,53.37 ,21.24 ,0.35 
7549.00 ,117.72 ,64.00 ,30.00 ,40.00 ,33.00 ,34.16 ,61.12 ,22.44 ,0.13 
7550.00 ,142.38 ,64.00 ,30.00 ,40.00 ,33.00 ,34.26 ,82.76 ,25.36 ,0.18 
7551.00 ,135.02 ,64.00 ,30.00 ,40.00 ,33.00 ,34.23 ,79.41 ,21.38 ,0.45 
7552.00 ,121.76 ,64.00 ,30.00 ,40.00 ,33.00 ,34.17 ,63.31 ,24.28 ,0.37 
7553.00 ,126.51 ,64.00 ,30.00 ,40.00 ,33.00 ,33.50 ,68.52 ,24.49 ,0.29 
7554.00 ,132.64 ,64.00 ,30.00 ,40.00 ,34.00 ,34.13 ,74.31 ,24.20 ,0.60 
7555.00 ,187.44 ,64.00 ,30.00 ,39.00 ,34.00 ,35.17 ,79.97 ,72.31 ,0.46 
7556.00 ,123.80 ,64.00 ,30.00 ,39.00 ,34.00 ,35.13 ,66.00 ,22.68 ,0.21 
7557.00 ,130.15 ,64.00 ,30.00 ,40.00 ,34.00 ,35.17 ,69.42 ,25.56 ,0.29 
7558.00 ,164.60 ,64.00 ,30.00 ,39.00 ,34.00 ,36.03 ,59.67 ,68.91 ,0.48 
7559.00 ,119.76 ,64.00 ,30.00 ,39.00 ,34.00 ,36.01 ,57.52 ,26.22 ,0.45 
7560.00 ,161.33 ,64.00 ,30.00 ,40.00 ,34.00 ,36.17 ,54.08 ,71.09 ,0.38 
7561.00 ,166.23 ,64.00 ,30.00 ,39.00 ,34.00 ,35.22 ,78.46 ,52.55 ,0.25 
7562.00 ,169.98 ,62.00 ,30.00 ,40.00 ,33.00 ,36.14 ,70.22 ,63.61 ,0.59 
7563.00 ,127.29 ,62.00 ,30.00 ,40.00 ,32.00 ,36.23 ,67.14 ,23.92 ,0.58 
7564.00 ,133.37 ,62.00 ,30.00 ,40.00 ,32.00 ,36.22 ,72.80 ,24.35 ,0.43 
7565.00 ,140.40 ,63.00 ,30.00 ,40.00 ,32.00 ,36.33 ,77.98 ,26.10 ,0.53 
7566.00 ,117.10 ,63.00 ,30.00 ,40.00 ,32.00 ,36.09 ,58.70 ,22.31 ,0.57 
7567.00 ,119.73 ,63.00 ,30.00 ,40.00 ,32.00 ,35.21 ,61.01 ,23.51 ,0.31 
7568.00 ,125.91 ,64.00 ,30.00 ,40.00 ,32.00 ,35.22 ,70.47 ,20.22 ,0.38 
7569.00 ,122.17 ,64.00 ,30.00 ,40.00 ,33.00 ,36.23 ,58.91 ,27.03 ,0.45 
7570.00 ,134.31 ,64.00 ,30.00 ,40.00 ,32.00 ,36.07 ,61.99 ,36.26 ,0.26 
7571.00 ,135.52 ,64.00 ,30.00 ,40.00 ,32.00 ,36.31 ,56.11 ,43.10 ,0.51 
7572.00 ,122.35 ,64.00 ,30.00 ,40.00 ,32.00 ,35.32 ,61.91 ,25.13 ,0.26 
7573.00 ,129.08 ,64.00 ,30.00 ,40.00 ,33.00 ,35.64 ,69.69 ,23.75 ,0.39 
7574.00 ,131.33 ,64.00 ,30.00 ,40.00 ,33.00 ,35.59 ,71.51 ,24.23 ,0.30 
7575.00 ,134.08 ,64.00 ,30.00 ,40.00 ,33.00 ,35.23 ,72.05 ,26.80 ,0.50 
7576.00 ,175.59 ,63.00 ,30.00 ,40.00 ,32.00 ,36.15 ,61.10 ,78.33 ,0.63 
7577.00 ,125.02 ,63.00 ,30.00 ,40.00 ,32.00 ,36.11 ,61.95 ,26.96 ,0.34 
7578.00 ,133.25 ,63.00 ,30.00 ,40.00 ,32.00 ,36.57 ,71.59 ,25.08 ,0.27 
7579.00 ,126.47 ,63.00 ,30.00 ,40.00 ,33.00 ,36.15 ,67.36 ,22.95 ,0.37 
7580.00 ,124.46 ,63.00 ,30.00 ,40.00 ,32.00 ,36.05 ,57.41 ,31.00 ,0.29 
7581.00 ,161.48 ,63.00 ,30.00 ,39.00 ,32.00 ,36.02 ,70.18 ,55.28 ,0.26 
7582.00 ,126.84 ,63.00 ,30.00 ,39.00 ,32.00 ,35.99 ,70.41 ,20.44 ,0.11 
7583.00 ,122.86 ,63.00 ,30.00 ,39.00 ,32.00 ,36.08 ,64.72 ,22.06 ,0.35 
7584.00 ,144.55 ,63.00 ,30.00 ,39.00 ,32.00 ,36.10 ,75.94 ,32.50 ,0.22 
7585.00 ,121.56 ,64.00 ,30.00 ,39.00 ,32.00 ,36.22 ,48.14 ,37.20 ,0.17 
7586.00 ,129.87 ,63.00 ,30.00 ,39.00 ,32.00 ,36.08 ,69.39 ,24.41 ,0.17 
7587.00 ,122.24 ,63.00 ,30.00 ,39.00 ,32.00 ,35.03 ,61.92 ,25.30 ,0.30 
7588.00 ,126.50 ,63.00 ,30.00 ,39.00 ,32.00 ,35.16 ,65.82 ,25.52 ,0.41 
7589.00 ,107.56 ,63.00 ,29.00 ,39.00 ,32.00 ,35.07 ,49.98 ,22.50 ,0.16 
7590.00 ,157.48 ,63.00 ,30.00 ,39.00 ,32.00 ,36.26 ,65.58 ,55.64 ,0.40 
7591.00 ,126.29 ,63.00 ,30.00 ,39.00 ,32.00 ,36.39 ,64.34 ,25.56 ,0.27 
7592.00 ,113.17 ,63.00 ,30.00 ,39.00 ,32.00 ,36.19 ,54.57 ,22.42 ,0.19 
7593.00 ,124.31 ,63.00 ,29.00 ,39.00 ,32.00 ,36.32 ,65.43 ,22.57 ,0.40 
7594.00 ,143.61 ,62.00 ,30.00 ,39.00 ,33.00 ,36.35 ,47.58 ,59.68 ,0.39 
7595.00 ,128.11 ,62.00 ,30.00 ,40.00 ,32.00 ,36.29 ,63.97 ,27.85 ,0.52 
7596.00 ,122.20 ,62.00 ,29.00 ,40.00 ,32.00 ,36.16 ,63.70 ,22.33 ,0.32 
7597.00 ,128.83 ,63.00 ,29.00 ,40.00 ,32.00 ,34.30 ,71.51 ,23.03 ,0.37 
7598.00 ,114.71 ,64.00 ,30.00 ,40.00 ,32.00 ,35.18 ,57.58 ,21.96 ,0.42 
7599.00 ,159.37 ,64.00 ,30.00 ,40.00 ,33.00 ,35.16 ,59.19 ,65.03 ,0.23 
7600.00 ,165.81 ,64.00 ,30.00 ,40.00 ,33.00 ,35.20 ,64.82 ,65.79 ,0.33 
7601.00 ,170.36 ,64.00 ,30.00 ,40.00 ,33.00 ,35.26 ,81.31 ,53.79 ,0.30 
7602.00 ,123.18 ,64.00 ,30.00 ,40.00 ,33.00 ,35.17 ,64.58 ,23.43 ,0.11 
7603.00 ,125.46 ,64.00 ,30.00 ,40.00 ,33.00 ,35.27 ,69.57 ,20.63 ,0.35 
7604.00 ,152.18 ,63.00 ,30.00 ,40.00 ,32.00 ,35.11 ,60.76 ,56.32 ,0.31 
7605.00 ,141.23 ,62.00 ,30.00 ,40.00 ,32.00 ,35.21 ,78.99 ,27.02 ,0.75 
7606.00 ,165.29 ,62.00 ,30.00 ,40.00 ,32.00 ,35.27 ,60.41 ,69.60 ,0.36 
7607.00 ,114.69 ,62.00 ,30.00 ,40.00 ,32.00 ,35.11 ,58.42 ,21.16 ,0.22 
7608.00 ,133.91 ,62.00 ,30.00 ,40.00 ,32.00 ,35.27 ,66.78 ,31.86 ,0.63 
7609.00 ,134.62 ,62.00 ,30.00 ,40.00 ,32.00 ,35.30 ,76.56 ,22.77 ,0.47 
7610.00 ,117.42 ,61.00 ,30.00 ,40.00 ,33.00 ,34.96 ,56.05 ,26.41 ,0.59 
7611.00 ,170.88 ,62.00 ,30.00 ,40.00 ,32.00 ,35.03 ,64.62 ,71.23 ,0.52 
7612.00 ,111.08 ,62.00 ,30.00 ,39.00 ,32.00 ,35.26 ,53.50 ,22.31 ,0.55 
7613.00 ,134.23 ,62.00 ,30.00 ,39.00 ,32.00 ,34.59 ,74.05 ,25.59 ,0.58 
7614.00 ,107.89 ,62.00 ,30.00 ,39.00 ,32.00 ,34.53 ,49.43 ,23.93 ,0.08 
7615.00 ,114.13 ,63.00 ,30.00 ,40.00 ,32.00 ,34.74 ,56.03 ,23.37 ,0.65 
7616.00 ,166.38 ,63.00 ,30.00 ,39.00 ,32.00 ,35.42 ,64.69 ,66.27 ,0.42 
7617.00 ,122.60 ,63.00 ,30.00 ,39.00 ,32.00 ,35.22 ,61.66 ,25.72 ,0.22 
7618.00 ,129.61 ,63.00 ,30.00 ,40.00 ,32.00 ,34.48 ,72.81 ,22.32 ,0.43 
7619.00 ,124.37 ,63.00 ,30.00 ,40.00 ,32.00 ,34.66 ,64.05 ,25.66 ,0.32 
7620.00 ,168.64 ,63.00 ,30.00 ,39.00 ,32.00 ,34.69 ,68.30 ,65.65 ,0.61 
7621.00 ,127.88 ,63.00 ,29.00 ,39.00 ,32.00 ,34.65 ,70.91 ,22.32 ,0.25 
7622.00 ,180.60 ,62.00 ,29.00 ,40.00 ,32.00 ,34.65 ,83.16 ,62.79 ,0.57 
7623.00 ,121.42 ,62.00 ,29.00 ,40.00 ,32.00 ,34.55 ,62.87 ,24.00 ,0.30 
7624.00 ,112.22 ,62.00 ,29.00 ,40.00 ,32.00 ,34.71 ,53.08 ,24.43 ,0.51 
7625.00 ,125.68 ,62.00 ,29.00 ,40.00 ,32.00 ,34.54 ,69.53 ,21.60 ,0.42 
7626.00 ,159.88 ,62.00 ,29.00 ,40.00 ,32.00 ,34.73 ,61.38 ,63.77 ,0.23 
7627.00 ,166.54 ,63.00 ,30.00 ,40.00 ,32.00 ,34.78 ,67.96 ,63.80 ,0.50 
7628.00 ,170.34 ,62.00 ,29.00 ,40.00 ,32.00 ,34.68 ,65.36 ,70.30 ,0.36 
7629.00 ,128.20 ,63.00 ,29.00 ,40.00 ,32.00 ,34.81 ,71.76 ,21.63 ,0.17 
7630.00 ,162.42 ,62.00 ,29.00 ,40.00 ,32.00 ,34.89 ,72.33 ,55.20 ,0.28 
7631.00 ,129.21 ,62.00 ,29.00 ,40.00 ,32.00 ,34.62 ,69.51 ,25.08 ,0.70 
7632.00 ,167.42 ,62.00 ,29.00 ,40.00 ,32.00 ,34.56 ,63.53 ,69.33 ,0.12 
7633.00 ,116.83 ,62.00 ,29.00 ,40.00 ,32.00 ,34.58 ,60.37 ,21.88 ,0.29 
7634.00 ,136.68 ,62.00 ,29.00 ,40.00 ,32.00 ,34.63 ,66.56 ,35.49 ,0.18 
7635.00 ,121.38 ,62.00 ,29.00 ,40.00 ,32.00 ,34.56 ,60.69 ,26.13 ,0.48 
7636.00 ,123.60 ,62.00 ,29.00 ,40.00 ,32.00 ,34.51 ,69.00 ,20.10 ,0.30 
7637.00 ,119.92 ,62.00 ,30.00 ,40.00 ,32.00 ,34.54 ,60.07 ,25.31 ,0.38 
7638.00 ,118.66 ,63.00 ,30.00 ,40.00 ,32.00 ,34.42 ,62.22 ,22.02 ,0.11 
7639.00 ,123.03 ,62.00 ,30.00 ,40.00 ,32.00 ,34.68 ,66.09 ,22.26 ,0.37 
7640.00 ,119.61 ,62.00 ,30.00 ,40.00 ,32.00 ,34.72 ,61.13 ,23.76 ,0.24 
7641.00 ,120.43 ,62.00 ,30.00 ,40.00 ,32.00 ,34.72 ,62.24 ,23.47 ,0.34 
7642.00 ,137.31 ,62.00 ,30.00 ,40.00 ,32.00 ,34.63 ,81.10 ,21.58 ,0.26 
7643.00 ,126.47 ,62.00 ,30.00 ,40.00 ,32.00 ,34.69 ,69.24 ,22.54 ,0.43 
7644.00 ,120.83 ,62.00 ,30.00 ,40.00 ,32.00 ,34.68 ,63.30 ,22.85 ,0.28 
7645.00 ,121.85 ,62.00 ,30.00 ,40.00 ,32.00 ,35.04 ,65.65 ,21.16 ,0.28 
