Iterations,Avg_StackingTime, ManpowerofForklifts, ManpowerofUnpacking, ManpowerofPacking, Forklifts, Avg_StackingTime_At_Gate,Avg_StackingTime_At_Inbound, Avg_StackingTime_At_Outbound,, Manpower
17641,175.58,39,23,31,21,46.11,69.83,59.64,0.29,93
17642,140.53,39,23,31,21,46.08,67.52,26.93,0.46,93
17643,142.11,39,23,31,21,46.06,67.29,28.76,0.38,93
17644,144.82,39,23,31,21,46.06,67.44,31.32,0.53,93
17645,143.97,39,23,31,21,46.09,70.08,27.81,0.34,93
17646,140.9,39,23,31,21,46.11,60.42,34.37,0.68,93
17647,145.25,39,23,31,21,46.08,74.27,24.89,0.47,93
17648,146.91,39,23,31,21,46.11,77.1,23.69,0.12,93
17649,142.8,39,23,31,21,46.17,65.97,30.66,0.4,93
17650,170.18,39,23,31,21,46.05,63.33,60.8,0.33,93
17651,179.86,39,23,31,21,46.09,73.7,60.08,0.59,93
17652,147.52,39,23,31,21,45.98,71.08,30.46,0.54,93
17653,151.68,39,23,31,21,46.04,76.54,29.1,0.5,93
17654,153.02,39,23,31,21,46.07,78.69,28.27,0.27,93
17655,137.21,39,23,31,21,46.04,67.79,23.38,0.47,93
17656,142,39,23,31,21,46.08,63.98,31.94,0.61,93
17657,147.91,39,23,31,21,46.04,68.74,33.13,0.64,93
17658,131.2,39,23,31,21,46.03,59.88,25.29,0.43,93
17659,135,39,23,31,21,46.07,62.72,26.21,0.35,93
17660,139.6,39,23,31,21,46.04,69.74,23.83,0.23,93
17661,151.65,39,23,31,21,46.07,65.41,40.17,0.41,93
17662,144.84,39,23,31,21,46.12,70.66,28.06,0.51,93
17663,143.21,39,23,31,21,46.08,68.43,28.7,0.23,93
17664,143.21,39,23,31,21,46.09,69.75,27.37,0.45,93
17665,148.43,39,23,31,21,46.05,74.19,28.2,0.44,93
17666,139.36,39,23,31,21,46.08,63.7,29.57,0.67,93
17667,133.49,39,23,31,21,46.07,59.14,28.28,0.26,93
17668,173.38,39,23,31,21,46.04,65.53,61.81,0.39,93
17669,145.56,39,23,31,21,46.15,71,28.41,0.57,93
17670,135.27,39,23,31,21,46,63.64,25.62,0.21,93
17671,130.94,39,23,31,21,46.06,60.82,24.05,0.34,93
17672,147.78,39,23,31,21,46.06,67.67,34.05,0.23,93
17673,134.46,39,23,31,21,46.03,62.64,25.79,0.26,93
17674,180.43,39,23,31,21,46.03,73.97,60.43,0.42,93
17675,152.76,39,23,31,21,46.09,77.94,28.73,0.44,93
17676,146.26,39,23,31,21,46.07,74.2,25.99,0.35,93
17677,134.71,39,23,31,21,46.14,57.11,31.46,0.43,93
17678,151.06,39,23,31,21,46.08,74.99,29.99,0.68,93
17679,140.98,39,23,31,21,46.05,63.95,30.97,0.35,93
17680,139.93,39,23,31,21,46.04,67.74,26.15,0.2,93
17681,136.83,39,23,31,21,46.09,64.99,25.75,0.65,93
17682,133.83,39,23,31,21,46.05,60.28,27.5,0.28,93
17683,134.23,39,23,31,21,46.07,60.55,27.61,0.27,93
17684,139.52,39,23,31,21,46.04,68.04,25.44,0.13,93
17685,133.05,39,23,31,21,46.14,58.85,28.07,0.53,93
17686,187.83,39,23,31,21,46.15,59.18,82.5,0.5,93
17687,134.27,39,23,31,21,46.04,58.31,29.93,0.18,93
17688,143.23,39,23,31,21,46.06,69.08,28.09,0.27,93
17689,155.63,39,23,31,21,46.13,76.98,32.53,0.12,93
17690,155.67,39,23,31,21,46.04,76.14,33.49,0.32,93
17691,179.77,39,23,31,21,46.05,59.71,74.01,0.22,93
17692,143.9,39,23,31,21,46.12,69.21,28.56,0.23,93
17693,134.59,39,23,31,21,46.09,61.96,26.53,0.4,93
17694,144.47,39,23,31,21,46.26,68.04,30.17,0.05,93
17695,133.79,39,23,31,21,46.02,60.28,27.49,0.37,93
17696,204.23,39,23,31,21,46.12,79.32,78.79,0.21,93
17697,144.97,39,23,31,21,46.15,69.33,29.49,0.32,93
17698,195.74,39,23,31,21,46.06,92.13,57.56,0.11,93
17699,141.29,39,23,31,21,46.09,70.54,24.66,0.34,93
17700,148.47,39,23,31,21,46.09,73.08,29.31,0.27,93
17701,151.43,39,23,31,21,46.04,78.11,27.28,0.23,93
17702,179.82,39,23,31,21,46.03,62.32,71.46,0.29,93
17703,160.99,39,23,31,21,46.11,71.05,43.83,0.48,93
17704,138.13,39,23,31,21,45.99,66.41,25.73,0.66,93
17705,150.1,39,23,31,21,46.07,73.47,30.56,0.2,93
17706,147.02,39,23,31,21,46.1,72,28.92,0.29,93
17707,145.47,39,23,31,21,46.16,66.85,32.46,0.34,93
17708,145.74,39,23,31,21,46.08,74.85,24.81,0.26,93
17709,168.63,39,23,31,21,46.16,69.23,53.24,0.54,93
17710,146.74,39,23,31,21,46.09,69.75,30.9,0.13,93
17711,144.46,39,23,31,21,46.03,69.79,28.64,0.56,93
17712,185.86,39,23,31,21,46.1,64.1,75.66,0.36,93
17713,145.04,39,23,31,21,46.15,66.83,32.06,0.35,93
17714,146.78,39,23,31,21,46.12,71.24,29.43,0.33,93
17715,148.12,39,23,31,21,46.1,73.79,28.23,0.25,93
17716,146.21,39,23,31,21,46.03,72.34,27.84,0.33,93
17717,187.5,39,23,31,21,46.04,63.07,78.38,0.7,93
17718,178.31,39,23,31,21,46.04,79.06,53.2,0.28,93
17719,141.11,39,23,31,21,46,66.96,28.15,0.09,93
17720,164.72,39,23,31,21,46.08,71.06,47.59,0.2,93
17721,138.5,39,23,31,21,46.16,67.66,24.68,0.39,93
17722,174.41,39,23,31,21,46.05,70.14,58.22,0.44,93
17723,133.19,39,23,31,21,46.03,64.13,23.02,0.48,93
17724,148.7,39,23,31,21,46.03,75.57,27.1,0.15,93
17725,185.04,39,23,31,21,46.12,68.76,70.16,0.38,93
17726,139.27,39,23,31,21,46.14,63.73,29.4,0.76,93
17727,135.23,39,23,31,21,46.01,63.18,26.04,0.44,93
17728,154.94,39,23,31,21,46.05,77.02,31.87,0.18,93
17729,143.05,39,23,31,21,46.1,67.93,29.02,0.46,93
17730,135.6,39,23,31,21,46.03,60.63,28.94,0.35,93
17731,146.63,39,23,31,21,46.13,71.12,29.38,0.3,93
17732,136.88,39,23,31,21,46.13,60.91,29.85,0.39,93
17733,148.95,39,23,31,21,46.11,76.62,26.22,0.46,93
17734,142.26,39,23,31,21,46.11,66.49,29.66,0.35,93
17735,154.15,39,23,31,21,46.09,78.91,29.15,0.32,93
17736,149.5,39,23,31,21,46.09,77.83,25.58,0.29,93
17737,155.93,39,23,31,21,46.06,75.03,34.84,0.33,93
17738,147.78,39,23,31,21,46.09,74.58,27.11,0.28,93
17739,147.5,39,23,31,21,46.09,74.03,27.38,0.19,93
17740,132.77,39,23,31,21,46.05,63.66,23.06,0.43,93
17741,136.66,39,23,31,21,46.14,64.37,26.15,0.63,93
17742,147.68,39,23,31,21,46.08,71.19,30.41,0.55,93
17743,150.44,39,23,31,21,46.16,74.1,30.18,0.45,93
17744,162.42,39,23,31,21,46.08,65.02,51.32,0.16,93
17745,141.41,39,23,31,21,46.09,69.08,26.24,0.23,93
17746,141.23,39,23,31,21,46.06,64.95,30.21,0.55,93
17747,147.16,39,23,31,21,46.08,73.32,27.77,0.23,93
17748,150.3,39,23,31,21,46.05,69.18,35.08,0.14,93
17749,145.81,39,23,31,21,46.2,70.31,29.3,0.32,93
17750,178.96,39,23,31,21,46.09,71.54,61.34,0.38,93
17751,188.82,39,23,31,21,46.07,71.06,71.69,0.45,93
17752,139.99,39,23,31,21,45.99,66.36,27.63,0.28,93
17753,132.77,39,23,31,21,46.11,62.85,23.81,0.28,93
17754,151.6,39,23,31,21,46.06,77.44,28.1,0.52,93
17755,143.08,39,23,31,21,46.08,71.3,25.7,0.23,93
17756,141.71,39,23,31,21,46.08,64.99,30.63,0.42,93
17757,137.57,39,23,31,21,46.15,65.48,25.93,0.31,93
17758,158.01,39,23,31,21,46.01,84.52,27.48,0.41,93
17759,192.71,39,23,31,21,46.16,71.59,74.97,0.31,93
17760,142.26,39,23,31,21,46.03,68.17,28.07,0.52,93
17761,145.48,39,23,31,21,46.15,71.07,28.26,0.15,93
17762,136.73,39,23,31,21,46.1,64.2,26.43,0.34,93
17763,137.9,39,23,31,21,46.08,65.83,25.99,0.53,93
17764,142.88,39,23,31,21,46.1,67.58,29.21,0.29,93
17765,186.64,39,23,31,21,45.99,69.61,71.04,0.48,93
17766,169.26,39,23,31,21,46.01,71.1,52.14,0.21,93
17767,137.84,39,23,31,21,46.1,65.93,25.81,0.35,93
17768,127.63,39,23,31,21,46.11,55.52,26.01,0.37,93
17769,189.54,39,23,31,21,46.17,66.23,77.14,0.64,93
17770,131.06,39,23,31,21,46.05,62.21,22.8,0.41,93
17771,169.78,39,23,31,21,46.02,70.04,53.73,0.49,93
17772,144.53,39,23,31,21,46.16,67.81,30.56,0.57,93
17773,152.92,39,23,31,21,46.04,72.62,34.26,0.23,93
17774,143.3,39,23,31,21,46.04,67.54,29.72,0.29,93
17775,138.28,39,23,31,21,46.16,63.76,28.36,0.48,93
17776,177.77,39,23,31,21,45.99,70.37,61.41,0.38,93
17777,150.24,39,23,31,21,46.11,75.15,28.98,0.4,93
17778,179.29,39,23,31,21,46.09,64.96,68.24,0.36,93
17779,183.98,39,23,31,21,46.03,66.71,71.25,0.28,93
17780,131.41,39,23,31,21,46.07,61.75,23.59,0.13,93
17781,152.16,39,23,31,21,46.12,69.26,36.78,0.25,93
17782,141.02,39,23,31,21,46.05,65.58,29.39,0.29,93
17783,140.92,39,23,31,21,46.06,67.2,27.66,0.31,93
17784,129.35,39,23,31,21,46.13,56.42,26.81,0.41,93
17785,140.22,39,23,31,21,46.1,67.5,26.63,0.49,93
17786,146.79,39,23,31,21,46.09,72.54,28.16,0.4,93
17787,137.06,39,23,31,21,46.13,57.47,33.46,0.17,93
17788,141.81,39,23,31,21,46.05,70.3,25.46,0.49,93
17789,143.76,39,23,31,21,46.13,71.71,25.92,0.28,93
17790,150.62,39,23,31,21,46.11,72.9,31.62,0.15,93
17791,200.89,39,23,31,21,45.93,77.44,77.52,0.55,93
17792,171.81,39,23,31,21,46.04,67.14,58.63,0.23,93
17793,137.08,39,23,31,21,46.07,64.95,26.06,0.09,93
17794,137.08,39,23,31,21,46.14,61.11,29.82,0.33,93
17795,145.77,39,23,31,21,46.19,70.11,29.46,0.3,93
17796,143.76,39,23,31,21,46.04,68.74,28.98,0.34,93
17797,147.21,39,23,31,21,46.13,68.86,32.22,0.32,93
17798,143.88,39,23,31,21,45.96,68.56,29.36,0.5,93
17799,181.44,39,23,31,21,46.07,63.27,72.1,0.35,93
17800,128.6,39,23,31,21,46.08,54.65,27.88,0.16,93
17801,146.71,39,23,31,21,46.05,71.97,28.68,0.17,93
17802,175.42,39,23,31,21,46.09,66.91,62.42,0.26,93
17803,177.47,39,23,31,21,46.16,65.27,66.04,0.23,93
17804,175.73,39,23,31,21,46.1,64.29,65.34,0.37,93
17805,144.54,39,23,31,21,46.08,62.97,35.48,0.55,93
17806,184.54,39,23,31,21,46.01,66.81,71.72,0.35,93
17807,147.67,39,23,31,21,46.17,75.06,26.44,0.25,93
17808,140.2,39,23,31,21,46.11,65.89,28.2,0.31,93
17809,129.32,39,23,31,21,46.07,58.13,25.12,0.4,93
17810,136.83,39,23,31,21,46.07,61.7,29.05,0.43,93
17811,141.31,39,23,31,21,46.22,70.3,24.8,0.47,93
17812,140.85,39,23,31,21,46.11,67.05,27.69,0.17,93
17813,143.98,39,23,31,21,46.05,72.16,25.77,0.58,93
17814,138.97,39,23,31,21,46.05,65.68,27.24,0.31,93
17815,151.35,39,23,31,21,46.09,75.65,29.61,0.46,93
17816,134.86,39,23,31,21,46.03,64.25,24.57,0.61,93
17817,134.58,39,23,31,21,46.1,60.79,27.69,0.28,93
17818,135.31,39,23,31,21,46.08,64.61,24.62,0.47,93
17819,148.37,39,23,31,21,46.05,75.12,27.19,0.64,93
17820,147.39,39,23,31,21,46.15,70.52,30.72,0.23,93
17821,131.62,39,23,31,21,46,59.58,26.04,0.44,93
17822,191.51,39,23,31,21,46.15,65.47,79.89,0.46,93
17823,147.72,39,23,31,21,46.07,68.38,33.27,0.4,93
17824,143.98,39,23,31,21,46.09,73.2,24.7,0.31,93
17825,145.01,39,23,31,21,46.05,73.74,25.21,0.21,93
17826,135.76,39,23,31,21,46.08,60.62,29.06,0.41,93
17827,202.87,39,23,31,21,46.05,80.42,76.39,0.33,93
17828,142.56,39,23,31,21,46.1,69.73,26.74,0.22,93
17829,129.8,39,23,31,21,46.03,55.78,27.98,0.36,93
17830,184.18,39,23,31,21,46.1,68.42,69.66,0.4,93
17831,180.64,39,23,31,21,46.04,60.45,74.14,0.4,93
17832,187.66,39,23,31,21,46.17,68.64,72.85,0.79,93
17833,138.1,39,23,31,21,46.12,65.63,26.35,0.38,93
17834,151.59,39,23,31,21,46.04,76.63,28.91,0.39,93
17835,139.09,39,23,31,21,46.06,64.71,28.32,0.3,93
17836,174.41,39,23,31,21,46.11,66.28,62.02,0.22,93
17837,146.46,39,23,31,21,46.1,65.91,34.45,0.46,93
17838,134.96,39,23,31,21,46.23,66.86,21.87,0.29,93
17839,151.05,39,23,31,21,46.06,68.49,36.49,0.12,93
17840,146.02,39,23,31,21,46.13,70.56,29.34,0.38,93
17841,177.49,39,23,31,21,46.12,71.14,60.22,0.2,93
17842,143.88,39,23,31,21,46.05,62.88,34.95,0.47,93
17843,131.66,39,23,31,21,46.07,61.01,24.58,0.37,93
17844,152.59,39,23,31,21,46.1,72.79,33.7,0.13,93
17845,151.97,39,23,31,21,46.14,76.69,29.14,0.12,93
17846,145.34,39,23,31,21,46.14,67.59,31.6,0.32,93
17847,143.73,39,23,31,21,46.15,65.75,31.83,0.24,93
17848,127.79,39,23,31,21,46.14,54.45,27.2,0.45,93
17849,183.08,39,23,31,21,46.09,68.8,68.19,0.39,93
17850,176.92,39,23,31,21,46.17,73.68,57.06,0.33,93
17851,195.37,39,23,31,21,46.1,74.61,74.66,0.21,93
17852,141.35,39,23,31,21,46.07,65.19,30.1,0.26,93
17853,145.75,39,23,31,21,46.11,72.06,27.58,0.22,93
17854,129.14,39,23,31,21,46.05,55.85,27.24,0.26,93
17855,170.53,39,23,31,21,46.1,77.24,47.19,0.35,93
17856,167.34,39,23,31,21,46.05,68.06,53.23,0.68,93
17857,143.64,39,23,31,21,46.07,70.77,26.81,0.41,93
17858,138.18,39,23,31,21,46.11,63.25,28.83,0.33,93
17859,142.96,39,23,31,21,46.01,69.29,27.67,0.41,93
17860,141.56,39,23,31,21,46.13,69.55,25.88,0.06,93
17861,178.54,39,23,31,21,46.08,73.21,59.25,0.26,93
17862,127.33,39,23,31,21,46.09,54.4,26.85,0.51,93
17863,148.38,39,23,31,21,46.06,74.23,28.09,0.49,93
17864,177.25,39,23,31,21,46.08,72.2,58.97,0.45,93
17865,140.88,39,23,31,21,46.11,65.77,28.99,0.44,93
17866,142.12,39,23,31,21,46.13,66.48,29.51,0.16,93
17867,164.02,39,23,31,21,46.07,59.16,58.8,0.34,93
17868,179.7,39,23,31,21,46.06,78.83,54.81,0.59,93
17869,140.92,39,23,31,21,46.05,62.42,32.45,0.63,93
17870,146.05,39,23,31,21,46.12,70.58,29.35,0.45,93
17871,142.7,39,23,31,21,46.08,72.07,24.54,0.55,93
17872,134.49,39,23,31,21,46.09,59.47,28.92,0.42,93
17873,171.31,39,23,31,21,46.07,57.13,68.11,0.1,93
17874,142.42,39,23,31,21,46.13,66.23,30.06,0.2,93
17875,185.88,39,23,31,21,46.11,68.13,71.64,0.22,93
17876,144.48,39,23,31,21,46.07,68.88,29.52,0.34,93
17877,132.86,39,23,31,21,46.07,64.37,22.42,0.47,93
17878,133.03,39,23,31,21,46.02,64.06,22.94,0.25,93
17879,134.89,39,23,31,21,46.03,61.36,27.5,0.49,93
17880,149.91,39,23,31,21,46.05,78.29,25.57,0.27,93
17881,180.72,39,23,31,21,46.11,61.9,72.71,0.26,93
17882,175.16,39,23,31,21,46.13,72.56,56.46,0.28,93
17883,133.14,39,23,31,21,46.11,58.01,29.02,0.33,93
17884,148.35,39,23,31,21,46.15,75.16,27.04,0.15,93
17885,140.88,39,23,31,21,45.98,65.38,29.52,0.47,93
17886,142.22,39,23,31,21,46.14,67.71,28.37,0.31,93
17887,128.7,39,23,31,21,46.05,57.95,24.69,0.27,93
17888,143.8,39,23,31,21,46.08,73.61,24.12,0.24,93
17889,132.24,39,23,31,21,46.14,59.09,27,0.33,93
17890,174.73,39,23,31,21,46.06,72.26,56.41,0.29,93
17891,144.48,39,23,31,21,46.13,74.8,23.56,0.16,93
17892,165.55,39,23,31,21,46.05,58.68,60.82,0.35,93
17893,146.48,39,23,31,21,46.05,68.22,32.21,0.24,93
17894,131.68,39,23,31,21,46.05,59.74,25.89,0.39,93
17895,145.54,39,23,31,21,46.01,70.72,28.81,0.33,93
17896,140.34,39,23,31,21,46.03,63.94,30.37,0.22,93
17897,141.97,39,23,31,21,46.14,67.31,28.52,0.41,93
17898,157.14,39,23,31,21,46.03,80.38,30.73,0.31,93
17899,138.77,39,23,31,21,45.99,71.26,21.52,0.52,93
17900,147.66,39,23,31,21,46.09,71.51,30.06,0.25,93
17901,134.77,39,23,31,21,46.09,61.33,27.35,0.41,93
17902,149.78,39,23,31,21,46.09,75.22,28.47,0.43,93
17903,169.19,39,23,31,21,46.05,67.23,55.91,0.43,93
17904,133.05,39,23,31,21,46.11,56.7,30.24,0.56,93
17905,140.5,39,23,31,21,46.07,69.63,24.8,0.18,93
17906,148.7,39,23,31,21,46.03,73.33,29.33,0.29,93
17907,157.08,39,23,31,21,46.11,81.74,29.23,0.2,93
17908,150.34,39,23,31,21,46.19,73.48,30.67,0.31,93
17909,139.46,39,23,31,21,45.95,66.77,26.74,0.51,93
17910,147.17,39,23,31,21,46.07,73.81,27.29,0.39,93
17911,200.31,39,23,31,21,46.06,74.69,79.55,0.58,93
17912,156.46,39,23,31,21,46.13,81.86,28.47,0.25,93
17913,149.74,39,23,31,21,46.16,77.26,26.32,0.51,93
17914,144.14,39,23,31,21,46.04,70.4,27.7,0.49,93
17915,142.26,39,23,31,21,46.13,69.7,26.43,0.25,93
17916,146.42,39,23,31,21,46.05,67.57,32.8,0.17,93
17917,137.73,39,23,31,21,46.17,69.26,22.3,0.23,93
17918,185.09,39,23,31,21,46.01,66.71,72.36,0.18,93
17919,137.33,39,23,31,21,46,67.22,24.12,0.15,93
17920,146.62,39,23,31,21,46.08,73.98,26.55,0.5,93
17921,133.64,39,23,31,21,46.15,56.98,30.51,0.47,93
17922,139.46,39,23,31,21,46.08,63.26,30.12,0.22,93
17923,142.56,39,23,31,21,46.04,69.24,27.28,0.35,93
17924,172.4,39,23,31,21,46.08,68.98,57.33,0.28,93
17925,149.5,39,23,31,21,46.03,74.05,29.41,0.22,93
17926,146.47,39,23,31,21,46.14,73.46,26.87,0.22,93
17927,151.56,39,23,31,21,46.06,76.85,28.64,0.21,93
17928,176.52,39,23,31,21,46.21,75.41,54.9,0.25,93
17929,190.53,39,23,31,21,46.19,71.55,72.8,0.53,93
17930,140.84,39,23,31,21,46.09,68.47,26.29,0.44,93
17931,177.11,39,23,31,21,46.02,66.55,64.53,0.41,93
17932,141.09,39,23,31,21,46.07,71.37,23.65,0.52,93
17933,139.43,39,23,31,21,46.05,66.84,26.54,0.25,93
17934,133.37,39,23,31,21,46.12,60.99,26.26,0.34,93
17935,145.79,39,23,31,21,46.04,66.02,33.73,0.22,93
17936,162.1,39,23,31,21,45.99,78.58,37.53,0.19,93
17937,149.04,39,23,31,21,46.08,69.83,33.13,0.33,93
17938,145.72,39,23,31,21,46.05,68.16,31.5,0.43,93
17939,153.75,39,23,31,21,46.07,76.32,31.37,0.56,93
17940,141.51,39,23,31,21,46.15,67.03,28.33,0.34,93
17941,134.04,39,23,31,21,46.05,58.53,29.47,0.12,93
17942,179.19,39,23,31,21,46.15,64.68,68.36,0.28,93
17943,144.8,39,23,31,21,46.1,72.3,26.39,0.17,93
17944,162.2,39,23,31,21,46.11,86.09,30,0.72,93
17945,148.78,39,23,31,21,46.03,68.96,33.78,0.44,93
17946,140.43,39,23,31,21,46.22,66.82,27.39,0.1,93
17947,154.42,39,23,31,21,46.11,69.83,38.47,0.45,93
17948,152.11,39,23,31,21,46.11,74.54,31.46,0.42,93
17949,172.99,39,23,31,21,46.06,55.68,71.25,0.68,93
17950,150.4,39,23,31,21,46.03,76.75,27.62,0.27,93
17951,190.25,39,23,31,21,46.14,69.17,74.94,0.19,93
17952,171.61,39,23,31,21,46.13,62.16,63.33,0.28,93
17953,139.17,39,23,31,21,46.07,63.31,29.79,0.23,93
17954,132.89,39,23,31,21,46.14,60.15,26.61,0.22,93
17955,132.88,39,23,31,21,46.12,60.86,25.89,0.35,93
17956,133.22,39,23,31,21,46.09,59.5,27.63,0.17,93
17957,147.46,39,23,31,21,46.08,70.7,30.68,0.22,93
17958,151.26,39,23,31,21,46.02,74.44,30.8,0.15,93
17959,148.31,39,23,31,21,46.12,72.77,29.42,0.2,93
17960,144.2,39,23,31,21,46.07,72.62,25.52,0.53,93
17961,133.88,39,23,31,21,46.08,62.22,25.58,0.23,93
17962,143.11,39,23,31,21,46.11,69.11,27.89,0.18,93
17963,148.01,39,23,31,21,46.08,70.55,31.38,0.21,93
17964,136.65,39,23,31,21,46.09,65.44,25.12,0.24,93
17965,143.8,39,23,31,21,46.07,70.55,27.18,0.28,93
17966,176.38,39,23,31,21,46.12,68.38,61.88,0.12,93
17967,139.14,39,23,31,21,46.08,65.96,27.09,0.21,93
17968,147.45,39,23,31,21,46.02,79.01,22.43,0.36,93
17969,149.08,39,23,31,21,46.07,74.78,28.23,0.15,93
17970,130.22,39,23,31,21,46.1,56.34,27.77,0.44,93
17971,133.67,39,23,31,21,46.11,65.2,22.35,0.47,93
17972,181.2,39,23,31,21,46.11,65.93,69.16,0.27,93
17973,138.71,39,23,31,21,46.2,67.13,25.38,0.39,93
17974,146.24,39,23,31,21,46.12,75.05,25.07,0.42,93
17975,134.92,39,23,31,21,46.06,60.63,28.22,0.45,93
17976,141.46,39,23,31,21,46.14,72.13,23.19,0.28,93
17977,140.91,39,23,31,21,46.17,68.65,26.08,0.45,93
17978,134.54,39,23,31,21,46.11,63.62,24.82,0.57,93
17979,184.49,39,23,31,21,45.97,74.97,63.55,0.33,93
17980,157.94,39,23,31,21,46.02,82.09,29.83,0.43,93
17981,176.44,39,23,31,21,46.16,71.72,58.56,0.18,93
17982,152.23,39,23,31,21,46.05,74.75,31.44,0.32,93
17983,147.04,39,23,31,21,46.13,73.74,27.17,0.48,93
17984,176.37,39,23,31,21,46.09,69.75,60.53,0.35,93
17985,133.66,39,23,31,21,46.09,63.44,24.13,0.37,93
17986,132.53,39,23,31,21,46.08,59.53,26.92,0.35,93
17987,131.57,39,23,31,21,46.11,62.95,22.52,0.31,93
17988,143.73,39,23,31,21,46.07,67.77,29.89,0.45,93
17989,156.81,39,23,31,21,46.07,80.49,30.25,0.41,93
17990,190.87,39,23,31,21,46.12,69.77,74.97,0.13,93
17991,142.22,39,23,31,21,45.97,72,24.26,0.13,93
17992,181.75,39,23,31,21,46.1,103.06,32.59,0.25,93
17993,147.87,39,23,31,21,46.05,73.27,28.55,0.3,93
17994,133.12,39,23,31,21,46.04,61.01,26.07,0.26,93
17995,135.19,39,23,31,21,46.04,64.13,25.02,0.14,93
17996,149.01,39,23,31,21,46.12,68.9,33.98,0.26,93
17997,142.2,39,23,31,21,46.1,71.45,24.64,0.25,93
17998,153.1,39,23,31,21,46.07,76.44,30.59,0.34,93
17999,146.05,39,23,31,21,46.01,74.43,25.61,0.21,93
18000,154.34,39,23,31,21,46.08,79.2,29.06,0.25,93
18001,188.95,39,23,31,21,46.16,71.96,70.83,0.26,93
18002,144.84,39,23,31,21,46.08,70.39,28.37,0.47,93
18003,138.2,39,23,31,21,46.05,66.91,25.24,0.24,93
18004,156.06,39,23,31,21,46.09,84.33,25.64,0.2,93
18005,153.35,39,23,31,21,46.09,83.02,24.23,0.04,93
18006,123.67,39,23,31,21,46.07,52.1,25.5,0.39,93
18007,135.47,39,23,31,21,46.07,60.1,29.3,0.44,93
18008,135.07,39,23,31,21,46.02,62.97,26.08,0.29,93
18009,174.96,39,23,31,21,46.19,70.42,58.36,0.29,93
18010,150.84,39,23,31,21,46.08,75.58,29.18,0.55,93
18011,135.76,39,23,31,21,46.09,64.66,25,0.23,93
18012,145.29,39,23,31,21,46.06,74.6,24.62,0.46,93
18013,132.93,39,23,31,21,46.08,60.35,26.51,0.2,93
18014,135.92,39,23,31,21,46.18,62.25,27.49,0.41,93
18015,141.67,39,23,31,21,46.04,68.27,27.36,0.39,93
18016,129.18,39,23,31,21,46.1,55.61,27.47,0.61,93
18017,134.95,39,23,31,21,46.19,62.47,26.29,0.07,93
18018,142.69,39,23,31,21,46.16,65.1,31.43,0.61,93
18019,175.79,39,23,31,21,46.11,66.37,63.31,0.17,93
18020,139.47,39,23,31,21,46.19,64.42,28.86,0.25,93
18021,163.49,39,23,31,21,46.18,83.79,33.52,0.24,93
18022,139.48,39,23,31,21,46.1,62.88,30.49,0.31,93
18023,140.97,39,23,31,21,46.12,65.36,29.48,0.32,93
18024,137.66,39,23,31,21,46.22,66.74,24.69,0.31,93
18025,180.56,39,23,31,21,46.13,63.43,71,0.25,93
18026,160.6,39,23,31,21,46.11,79.44,35.04,0.18,93
18027,144.52,39,23,31,21,46.1,69.64,28.78,0.37,93
18028,140.25,39,23,31,21,46.1,68.44,25.71,0.25,93
18029,152.12,39,23,31,21,46.09,74.49,31.54,0.4,93
18030,173.46,39,23,31,21,46.12,62.4,64.94,0.33,93
18031,150.75,39,23,31,21,46.05,72.31,32.39,0.26,93
18032,148.07,39,23,31,21,46.19,70.08,31.81,0.25,93
18033,179.04,39,23,31,21,46.11,58.86,74.07,0.3,93
18034,131.97,39,23,31,21,46.11,63.26,22.6,0.36,93
18035,184.21,39,23,31,21,46.08,63.73,74.4,0.26,93
18036,147.14,39,23,31,21,46.14,70.75,30.24,0.39,93
18037,145.17,39,23,31,21,46.16,66.03,32.98,0.43,93
18038,133.88,39,23,31,21,46.08,60.97,26.83,0.38,93
18039,142.5,39,23,31,21,46.15,68.26,28.1,0.52,93
18040,140.5,39,23,31,21,46.1,70.18,24.22,0.28,93
18041,139,39,23,31,21,46.12,61.71,31.17,0.25,93
18042,134.17,39,23,31,21,46.16,60.78,27.23,0.4,93
18043,138.34,39,23,31,21,46.09,65.06,27.18,0.36,93
18044,167.55,39,23,31,21,46.08,72.49,48.98,0.33,93
18045,145.34,39,23,31,21,46.08,72.43,26.83,0.24,93
18046,145.89,39,23,31,21,46.13,70.71,29.06,0.25,93
18047,143.03,39,23,31,21,46.13,69.99,26.91,0.35,93
18048,153.46,39,23,31,21,46.15,69.99,37.32,0.27,93
18049,172.44,39,23,31,21,46.21,69.11,57.13,0.14,93
18050,145.62,39,23,31,21,46.09,66.74,32.79,0.23,93
18051,145.91,39,23,31,21,46.09,74.74,25.08,0.26,93
18052,138.78,39,23,31,21,46.12,68.13,24.54,0.17,93
18053,175.78,39,23,31,21,46.04,70.59,59.16,0.25,93
18054,152.38,39,23,31,21,46.23,77.13,29.02,0.12,93
18055,134.13,39,23,31,21,46.11,59.44,28.59,0.32,93
18056,150.94,39,23,31,21,46.12,65.9,38.92,0.56,93
18057,140.03,39,23,31,21,46.09,67.86,26.08,0.28,93
18058,139.99,39,23,31,21,46.01,66.08,27.91,0.33,93
18059,132.82,39,23,31,21,46.04,59.6,27.18,0.37,93
18060,155.8,39,23,31,21,46.09,72.9,36.81,0.24,93
18061,130.61,39,23,31,21,46.03,55.71,28.87,0.39,93
