Iterations,Avg_StackingTime, Manpower, Forklifts, Avg_StackingTime_At_Gate,Avg_StackingTime_At_Inbound, Avg_StackingTime_At_Outbound,
11612,189.71,53,25,46.87,75.5,67.33,0.35
11613,143.83,53,25,46.76,64.85,32.22,0.17
11614,188.43,53,25,46.98,75.45,65.99,0.46
11615,150.38,52,25,47.1,68.3,34.98,0.8
11616,159.13,52,25,46.97,72.49,39.67,0.3
11617,162.97,52,25,46.96,76.42,39.58,0.22
11618,189.03,52,25,47.43,69.75,71.85,0.07
11619,166.4,52,25,47.7,77.53,41.17,1
11620,150.57,52,25,47.65,67.79,35.13,0.16
11621,195.53,52,25,47.82,80.94,66.77,0.66
11622,179.12,52,25,47.71,65.68,65.73,0.17
11623,153.33,52,25,47.63,70.99,34.7,0.44
11624,147.47,52,25,47.18,59.75,40.53,0.42
11625,147.2,52,25,47.23,65.62,34.35,0.37
11626,156.65,53,25,47.41,73.94,35.3,0.63
11627,167.63,53,25,48.12,72.5,47.02,0.53
11628,192.37,53,25,48.04,68.89,75.43,0.07
11629,177.64,53,25,46.88,73.5,57.26,0.29
11630,140.57,53,25,46.89,60.73,32.95,0.16
11631,157.8,53,25,46.88,76.49,34.42,0.22
11632,150.04,53,25,45.93,70.25,33.86,0.36
11633,175,53,25,46.83,72.56,55.6,0.42
11634,168.01,53,25,46.87,75.93,45.21,0.35
11635,159.3,52,25,46.45,77.2,35.66,0.85
11636,164.85,53,25,46.63,75.01,43.22,0.33
11637,165.15,52,25,46.65,78.5,40,0.38
11638,145.64,52,25,46.39,66.37,32.88,0.4
11639,190.14,52,25,46.46,76.33,67.35,0.49
11640,183.78,52,25,46.35,69.2,68.23,0.66
11641,153.4,52,25,47.48,74.91,31.01,1
11642,158.03,52,25,47.34,72.16,38.53,0.39
11643,146.36,52,25,47.46,68.55,30.35,0.26
11644,194.71,52,25,47.37,79.36,67.97,0.17
11645,157.14,52,25,47.76,72.28,37.09,0.55
11646,166.41,52,25,47.43,78.55,40.43,0.56
11647,158.08,53,25,47.7,75.18,35.2,0.54
11648,147.15,52,25,48.55,64.69,33.91,0.77
11649,199.8,52,25,48.39,80.25,71.16,0.4
11650,150.05,52,25,48.56,68.34,33.15,0.7
11651,143.26,52,25,48.62,63.03,31.61,0.29
11652,163.06,52,25,47.29,82.77,33,0.48
11653,147.48,52,25,47.53,68.27,31.67,0.34
11654,179.51,52,25,48.52,68.93,62.05,0.5
11655,158.03,52,25,49.54,69.28,39.21,0.73
11656,181.52,52,25,48.93,80.1,52.49,0.44
11657,161.83,52,25,48.95,83.16,29.72,0.06
11658,167.79,52,25,48.26,81.49,38.03,0.45
11659,190.53,52,25,47.99,79,63.54,0.52
11660,160.62,52,25,47.54,78.75,34.33,0.55
11661,200,52,25,48.04,66.15,85.81,0.29
11662,166.7,52,25,47.6,85.74,33.36,0.71
11663,183.12,52,25,47.45,62.64,73.03,0.37
11664,158.33,52,25,47.19,82.22,28.91,0.39
11665,143.6,52,25,47.23,61.42,34.95,0.41
11666,146.35,52,25,47.28,66.41,32.66,0.23
11667,160.3,52,25,48.21,78.51,33.58,0.75
11668,153.74,52,25,47.86,72.9,32.98,0.24
11669,172.96,52,25,47.27,80.44,45.25,0.46
11670,147.47,52,25,47.15,65.18,35.14,0.27
11671,162.73,52,25,47.2,84.89,30.64,0.3
11672,145.86,53,25,47.38,69.12,29.36,0.42
11673,151.68,53,25,47.34,73.56,30.78,0.15
11674,165.06,53,25,47.67,74.5,42.9,0.83
11675,196.49,53,25,47.28,70.49,78.72,0.32
11676,151.21,53,25,47.32,69.19,34.7,0.43
11677,139.08,53,25,47.27,58.46,33.35,0.31
11678,160.59,53,24,46.99,77.93,35.67,0.67
11679,169.55,52,24,47.21,67.9,54.45,0.25
11680,154.15,53,25,47.74,75.96,30.45,0.46
11681,152.34,53,24,47.75,69.91,34.69,0.64
11682,179.65,53,24,47.76,74.84,57.05,0.07
11683,154.91,53,25,48.45,73.43,33.02,0.59
11684,156.83,52,25,49.07,70.68,37.08,0.94
11685,158.41,52,25,49.15,78.52,30.75,0.18
11686,148.62,51,25,49.19,65.29,34.14,0.57
11687,197.31,51,25,49.38,68.89,79.04,0.18
11688,154.17,52,25,47.86,77.77,28.54,0.47
11689,166.64,51,24,48.67,81.84,36.13,0.72
11690,197.97,52,24,47.82,77.57,72.57,0.67
11691,152.91,52,24,47.87,70.3,34.73,0.18
11692,164.47,52,24,47.83,70.84,45.8,0.47
11693,153.14,52,24,48.02,69.38,35.73,0.43
11694,198.27,52,24,48.06,71.16,79.05,0.66
11695,149.6,52,24,47.98,63.46,38.17,0.16
11696,148.04,52,25,47.34,71.1,29.59,0.53
11697,166.68,52,25,47.49,81.98,37.21,0.3
11698,157.98,52,25,47.4,79.16,31.41,0.01
11699,204.41,52,25,47.46,73.35,83.6,0.11
11700,138.37,52,25,48.07,52.77,37.54,0.88
11701,160.74,51,25,48.63,67.8,44.31,0.9
11702,165.3,51,25,48.75,77.44,39.11,0.14
11703,212.22,52,25,48.85,81.54,81.83,0.43
11704,147.55,52,25,48.74,69.02,29.79,0.2
11705,153.62,52,25,48.81,67.83,36.98,0.74
11706,160.08,52,25,49.31,79.42,31.34,0.17
11707,183.77,52,25,48.74,76.11,58.92,0.29
11708,196.27,51,25,47.4,78.7,70.17,0.4
11709,182.52,51,25,47.29,68.71,66.52,0.56
11710,150.81,51,25,48.52,75.89,26.4,0.45
11711,155.51,51,25,46.99,75.05,33.47,0.74
11712,166.52,50,25,47.53,73.54,45.45,0.38
11713,206.09,51,25,46.88,74.48,84.74,0.7
11714,153.42,51,25,46.9,73.38,33.14,0.36
11715,205.34,51,25,47.13,83.1,75.11,0.42
11716,142.23,51,25,47.17,68.41,26.65,0.27
11717,141.14,51,25,47.04,61.68,32.42,0.31
11718,193.46,51,25,47.08,75.72,70.66,0.1
11719,186.99,51,25,47.14,72.03,67.82,0.7
11720,163.26,51,25,47.17,81.7,34.39,0.38
11721,147.73,51,25,47.83,65.25,34.64,0.55
11722,159.22,51,25,47.85,68.16,43.22,0.34
11723,208.16,51,25,47.91,70.96,89.29,0.01
11724,183.09,51,25,47.76,75.25,60.08,0.38
11725,180.67,51,25,47.75,68.4,64.51,0.44
11726,138.33,51,25,47.85,55.25,35.23,0.14
11727,154.98,52,25,48.08,74.87,32.02,0.61
11728,142.96,51,25,48,70.74,24.22,0.73
11729,153.38,51,25,48.11,73.24,32.02,0.15
11730,160.27,51,25,48.03,71.81,40.43,0.22
11731,149.36,51,25,47.97,67.36,34.03,0.24
11732,159.75,51,25,48.08,76.91,34.77,0.28
11733,152.68,51,25,47.22,75.47,30,0.51
11734,192.45,52,25,46.44,87.64,58.36,0.15
11735,144.14,51,25,46.38,64.33,33.43,0.28
11736,175.07,51,25,46.99,67.93,60.15,0.32
11737,204.41,51,25,48.72,76.12,79.57,0.28
11738,157.1,52,25,47.79,75.32,34,0.28
11739,154.85,52,25,47.88,72.23,34.74,0.1
11740,195.5,52,25,47.87,78.3,69.34,0.11
11741,166.75,52,25,47.5,82.38,36.87,0.34
11742,155.15,51,25,45.98,76.22,32.94,0.85
11743,166.22,51,25,47.27,87.02,31.93,0.54
11744,157.03,51,25,48.15,74.78,34.1,0.54
11745,160.48,51,25,47.58,76.6,36.3,0.55
11746,163.41,51,25,47.58,82.13,33.71,0.23
11747,156.14,51,25,47.43,76.9,31.81,0.53
11748,151.29,52,25,45.94,75.15,30.21,0.33
11749,150.53,52,25,46.16,69.45,34.92,0.03
11750,181.65,52,25,45.72,72.57,63.36,0.28
11751,193.6,52,25,46.35,79.76,67.49,0.27
11752,146.61,52,25,47.4,73.68,25.53,0.27
11753,155.55,52,25,47.17,75.64,32.73,0.35
11754,203.69,52,25,45.77,72.36,85.56,0.29
11755,163.35,52,25,45.6,88.73,29.02,0.21
11756,205.89,52,25,46.06,81.33,78.5,0.29
11757,156.12,52,25,45.63,73.42,37.07,0.17
11758,160.06,51,25,45.7,83.28,31.08,0.16
11759,156.08,51,25,45.6,73.18,37.29,0.26
11760,164.94,51,25,46.02,85.65,33.27,0.33
11761,160.19,51,25,45.64,78.52,36.03,0.3
11762,192.58,51,25,45.79,77.94,68.85,0.67
11763,191.44,52,25,46.01,81.07,64.36,0.5
11764,156.96,52,25,46.09,78.63,32.24,0.18
11765,162.03,52,25,46.06,82.85,33.12,0.02
11766,152.33,52,25,46.17,72.91,33.25,0.32
11767,149.48,52,25,45.83,68.55,35.1,0.07
11768,150.82,52,25,45.9,74.24,30.68,0.28
11769,156.38,52,25,47.03,74.72,34.62,0.75
11770,154.73,53,25,46.98,73.54,34.21,0.53
11771,163.95,53,25,46.92,80.99,36.04,0.24
11772,158.2,53,25,47.03,78.44,32.73,0.65
11773,148.1,53,25,46.99,71.74,29.36,0.53
11774,189,52,25,47.25,73.46,68.29,0.13
11775,170.3,52,25,46.81,62.41,61.08,0.3
11776,170.7,53,25,46.58,82.39,41.73,0.24
11777,162.67,53,25,45.57,78.08,39.03,0.36
11778,156.93,52,25,45.71,69.55,41.67,0.57
11779,156.72,52,25,46.82,76.98,32.92,0.54
11780,188.95,52,25,45.78,83.42,59.74,0.22
11781,165.23,52,25,46.24,84.45,34.54,0.46
11782,192.71,52,25,46.27,76.42,70.03,0.08
11783,166.99,52,25,45.73,83.45,37.81,0.43
11784,148.85,52,25,45.75,68.94,34.16,0.17
11785,151.93,52,25,47.22,74.29,30.42,0.54
11786,170.92,52,25,47.5,85.81,37.61,0.39
11787,161.11,51,25,47.41,77.58,36.12,0.69
11788,166.42,51,24,47.42,72.05,46.95,0.86
11789,169.66,51,25,47.47,82.96,39.22,0.56
11790,154.03,51,25,47.5,75.46,31.07,0
11791,154.71,51,25,47.61,71.44,35.67,0.87
11792,162.04,51,25,47.58,83.01,31.44,0.52
11793,155.77,51,25,47.52,78.3,29.94,0.3
11794,149.8,51,25,47.46,68.2,34.14,0.17
11795,163.46,51,25,48.07,81.12,34.27,0.42
11796,169.26,51,25,48.96,76.02,44.28,0.41
11797,161.39,51,25,48.92,76.92,35.55,0.42
11798,166.87,51,25,48.93,84.58,33.36,0.43
11799,212.11,51,25,49.03,90.52,72.56,0.08
11800,153.96,51,25,48.96,76.23,28.78,0.44
11801,157.54,51,25,48.92,78.13,30.48,0.39
11802,159,52,25,48.85,73.25,36.91,0.38
11803,165.73,51,25,49.01,81.21,35.5,0.27
11804,160.81,51,25,49.37,74.41,37.03,0.86
11805,168.09,51,25,49.31,82.19,36.6,0.47
11806,154.16,51,25,49.53,76.13,28.5,0.48
11807,197.66,51,25,49.44,81.26,66.96,0.14
11808,184.66,51,25,49.34,69.28,66.04,0.25
11809,158.62,51,25,49.38,70.74,38.51,0.38
11810,162.1,51,25,49.37,74.46,38.26,0.06
11811,156.08,51,25,49.42,75.63,31.03,0.31
11812,174.93,51,25,49.56,90.42,34.95,0.2
11813,156.75,51,25,49.5,72.77,34.48,0.25
11814,157.01,52,25,49.5,75.09,32.42,0.26
11815,153.77,52,25,49.55,69.47,34.74,0.35
11816,158.31,51,25,49.2,73.16,35.94,0.68
11817,176.79,51,25,49.26,89.73,37.8,0.1
11818,163.11,51,25,49.35,73.75,40.01,0.28
11819,217.42,52,25,49.4,93.38,74.64,0.53
11820,156.13,52,25,49.52,73.9,32.7,0.51
11821,184.04,52,24,49.39,72.1,62.54,0.61
11822,190.62,52,24,49.34,109.28,32,0.3
11823,165.32,52,24,49.42,80.2,35.7,0.49
11824,153.79,52,24,49.34,68.56,35.88,0.2
11825,215.69,52,24,49.35,84.07,82.26,0.72
11826,197.74,53,24,49.46,79.1,69.17,0.47
11827,167.89,53,24,49.32,84.27,34.3,0.48
11828,175.34,52,24,49.4,84.73,41.2,0.15
11829,149.31,52,24,49.35,69.03,30.93,0.19
11830,178.72,52,24,49.44,97.95,31.33,0.43
11831,154.19,52,24,49.37,71.9,32.92,0.11
11832,164.43,52,24,49.06,76.4,38.96,0.53
11833,178.75,52,24,49.13,92.83,36.79,0.55
11834,172.94,52,24,50.51,82.64,39.79,0.65
11835,219.8,52,24,50.16,84.96,84.68,0.18
11836,206.08,51,24,50.43,79.16,76.5,0.46
11837,173.53,51,24,50.47,86.62,36.44,0.09
11838,160.05,51,24,50.48,70.96,38.61,0.22
11839,168.26,51,24,50.47,84.85,32.95,0.41
11840,166.63,51,24,50.55,78.26,37.83,0.61
11841,197.67,51,24,50.57,77.65,69.45,0.45
11842,194.26,51,24,50.5,85.73,58.03,0.2
11843,158.92,51,24,50.51,75.11,33.3,0.5
11844,170.69,51,24,50.5,78.17,42.02,0.17
11845,183.26,51,24,50.56,91.65,41.05,0.43
11846,142.69,51,24,50.55,64.38,27.76,0.1
11847,169.88,51,24,50.48,86.31,33.09,0.46
11848,155.98,51,24,49.2,75.99,30.8,0.46
11849,163.72,51,24,49.41,83.17,31.14,0.87
11850,166.42,51,24,49.21,79.57,37.64,0.42
11851,183.12,51,24,49.19,73.05,60.88,0.25
11852,163.6,51,24,49.11,74.28,40.21,0.39
11853,189.39,53,25,48.97,69.8,70.63,0.64
11854,161.98,52,25,49.12,78.61,34.25,0.14
11855,151.12,51,25,49.04,70.43,31.65,0.44
11856,185.93,51,25,49.95,56.76,79.22,0.92
11857,160.41,51,25,49.21,76.36,34.84,0.67
11858,173.91,51,24,49.11,81.86,42.94,0.64
11859,152.21,52,25,49.9,70.24,32.07,0.29
11860,132.01,51,25,49.9,51.17,30.95,0.33
11861,152.26,52,25,49.94,63.38,38.93,0.42
11862,206.98,51,25,49.97,75.4,81.61,0.32
11863,173.74,51,25,49.82,77.73,46.19,0.26
11864,171.47,51,25,49.99,83.84,37.64,0.82
11865,156.84,52,24,51.28,71.61,33.95,0.25
11866,198.69,51,25,49.96,75.39,73.34,0.47
11867,215.24,52,24,49.64,83.18,82.43,0.59
11868,176.65,51,24,49.83,87.39,39.44,0.22
11869,197.7,51,24,49.65,78.2,69.85,0.43
11870,162.36,51,25,51.2,77.24,33.91,0.86
11871,180.11,52,25,49.75,64.36,66,0.81
11872,149.1,52,25,49.89,72.18,27.03,0.14
11873,177.84,51,24,49.9,61.86,66.08,0.43
11874,165.37,52,24,49.83,82.5,33.05,0.37
11875,156.65,51,24,50.05,68.61,37.99,0.54
11876,153.68,52,24,50.05,70.97,32.66,0.84
11877,160.18,52,25,50.08,72.69,37.4,0.47
11878,167.03,52,24,50.25,75.31,41.47,0.58
11879,165.38,52,24,49.73,76.5,39.15,0.2
11880,172,52,24,49.73,76.1,46.16,0.2
11881,151.16,52,25,49.57,70.32,31.27,0.6
11882,168.34,52,24,49.77,83.07,35.51,0.39
11883,154.57,52,24,49.81,68.54,36.22,0.24
11884,197.22,51,24,50.27,84.48,62.47,0.77
11885,166.16,51,24,49.83,79.8,36.54,0.9
11886,160.72,51,24,49.84,74.7,36.19,0.2
11887,154.4,51,24,49.96,70.72,33.72,0.58
11888,160.46,51,24,49.72,76.45,34.28,0.88
11889,176.26,51,24,49.74,65.62,60.9,0.25
11890,178.43,50,24,49.7,76.04,52.69,0.48
11891,146.39,50,24,49.75,65.07,31.56,0.45
11892,194.87,50,24,49.71,85,60.17,0.31
11893,148.71,50,24,49.65,64.78,34.28,0.28
11894,150.96,50,24,49.85,68.07,33.04,0.4
11895,161.78,50,24,49.88,74.98,36.92,0.45
11896,208,50,25,50.3,74.34,83.36,0.39
11897,160.81,50,25,49.88,74.94,35.99,0.2
11898,159.11,51,24,49.8,74.37,34.94,0.46
11899,157.84,50,25,49.83,72.79,35.21,0.32
11900,166.43,50,25,49.95,67.6,48.88,0.34
11901,171.26,50,25,49.87,82.49,38.9,0.2
11902,165.78,50,25,49.9,76.87,39.02,0.09
11903,154.34,50,25,48.91,66.62,38.81,0.18
11904,155.44,50,25,49.9,69.63,35.91,0.34
11905,162.74,50,25,49.79,80.58,32.38,0.28
11906,195.55,50,25,49.89,77.51,68.15,0.08
11907,152.46,50,25,49.72,71.86,30.89,0.32
11908,157.2,51,25,48.32,71.88,37,0.28
11909,158.32,51,25,48.47,79.88,29.96,0.55
11910,167.28,51,25,49.64,82.14,35.5,0.53
11911,147.01,51,25,48.61,67.08,31.31,0.51
11912,184.47,51,25,49.12,73.79,61.56,0.14
11913,196.96,52,24,48.73,76.02,72.21,0.51
11914,164.95,51,25,49.55,84.58,30.82,0.73
11915,160.12,51,25,49.69,83.71,26.72,0.51
11916,199.28,51,25,49.65,81.64,67.98,0.44
11917,193.05,51,25,49.66,105.46,37.93,0.27
11918,188.14,52,25,49.41,102.4,36.33,0.85
11919,165.01,52,25,49.51,81.14,34.36,0.15
11920,148.25,52,24,49.32,64.04,34.89,0.66
11921,193.35,52,24,49.08,78.02,66.24,0.3
11922,179.53,52,24,49.31,90.44,39.78,0.82
11923,161.16,51,25,49.65,79.31,32.19,0.98
11924,153.34,51,25,49.37,68.81,35.16,0.69
11925,154.51,51,25,49.17,71.75,33.59,0.14
11926,160.08,51,25,49.07,77.23,33.78,0.11
11927,157.06,52,24,47.79,73.86,35.41,0.42
11928,144.92,51,24,49.2,69.17,26.55,0.93
11929,165.42,52,24,47.95,79.76,37.72,0.33
11930,143.1,52,24,48.38,59.11,35.61,0.24
11931,151.49,52,24,48.02,66.4,37.08,0.4
11932,167.14,52,25,49.47,81.38,36.29,0.77
11933,153,52,25,49.77,73.58,29.64,0.89
11934,147.82,52,25,48.19,67.12,32.51,0.38
11935,160.52,51,25,48.07,83.33,29.12,0.37
11936,145.52,51,25,48.9,70.69,25.93,0.45
11937,170.09,51,25,48.94,85.56,35.6,0.44
11938,180.26,51,25,49.98,70.32,59.97,0.48
11939,172.58,51,25,48.68,78.28,45.63,0.61
11940,162.6,51,25,48.16,78.76,35.68,0.18
11941,166.26,52,25,48.23,79.7,38.32,0.35
11942,199.82,52,25,48.22,76.54,75.05,0.06
11943,171.02,51,25,49.46,78.33,43.23,0.69
11944,182.81,51,25,48.98,82.92,50.91,0.51
11945,183.2,52,25,48.78,70.84,63.57,0.34
11946,173.63,51,25,50.32,90.16,33.15,0.49
11947,197.15,52,24,49.28,82.32,65.55,0.65
11948,168.44,51,24,49.43,86.13,32.88,0.84
11949,172.7,51,24,49.38,91.68,31.65,0.06
11950,199.27,51,24,49.14,81.99,68.14,0.57
11951,220.92,51,24,49.13,88.66,83.12,0.34
11952,172.21,51,24,49.15,76.95,46.11,0.34
11953,162.54,51,24,48.36,81.52,32.66,0.38
11954,145.26,51,24,48.99,67.99,28.28,0.24
11955,150.51,51,25,49.15,74.06,27.3,0.58
11956,153.97,51,25,49.26,72.28,32.43,0.38
11957,210.07,51,25,49.2,90.6,70.27,0.11
11958,182.57,51,25,49.23,99.24,34.09,0.05
11959,174.27,51,24,48.78,73.24,52.25,0.48
11960,142.7,51,24,47.4,65.54,29.76,0.32
11961,157.61,51,24,48.78,79.25,29.58,0.39
11962,214.65,52,24,48.8,88.3,77.54,0.3
11963,154.12,51,24,47.16,68.05,38.91,0.73
11964,145.81,51,24,47.04,67.04,31.72,0.19
11965,161.39,51,24,47.08,82.95,31.36,0.2
11966,159.76,51,24,47.9,77.24,34.62,0.41
11967,169.93,52,24,47.68,65.92,56.33,0.5
11968,154.09,52,24,47.77,77.28,29.04,0.16
11969,177.74,51,24,49.24,91.88,36.62,0.57
11970,156.14,51,24,49.95,79.69,26.5,0.29
11971,143.48,51,24,49.07,63.63,30.78,0.37
11972,163.85,51,24,48.42,76.9,38.53,0.14
11973,204.35,51,24,49.32,88.75,66.28,0.43
11974,174.13,51,24,48.31,90.7,35.12,0.32
11975,148.39,51,24,48.82,67.38,32.19,0.11
11976,163.08,51,24,49.15,75.29,38.64,0.36
11977,167.9,51,24,49.24,80.34,38.33,0.57
11978,167.4,51,24,49.47,86.11,31.82,0.79
11979,145.18,51,24,49.34,64.17,31.67,0.09
11980,159.96,51,24,49.45,78.01,32.5,0.4
11981,198.66,51,24,49.36,82.18,67.12,0.01
11982,160.79,51,24,49.76,81.13,29.9,0.84
11983,141.71,52,24,50.75,63.95,27.01,0.38
11984,190.77,51,24,49.93,105.14,35.71,0.39
11985,197.61,51,24,49.74,66.79,81.07,0.55
11986,168.28,51,24,49.92,83.65,34.71,0.55
11987,159.1,51,24,50.87,74.37,33.86,0.34
11988,157.97,51,24,50.59,66.24,41.15,0.3
11989,162.28,51,24,50.24,77.44,34.6,0.35
11990,163.25,51,24,50.25,77.07,35.93,0.33
11991,165.72,51,24,50.3,75.18,40.24,0.15
11992,165.42,51,24,50.16,75.41,39.85,0.48
11993,161.43,51,24,49.98,77.03,34.43,0.67
11994,158.5,51,24,49.33,71.7,37.47,0.22
11995,208,51,24,49.38,81.71,76.91,0.33
11996,165.86,51,24,49.56,81.16,35.14,0.31
11997,166.35,51,24,50.27,76.87,39.21,0.93
11998,158.24,51,24,50.21,73.23,34.79,0.61
11999,207.7,51,24,50.34,81.07,76.28,0.12
12000,163.96,51,24,50.22,81.38,32.36,0.19
12001,135.17,52,25,47.96,55.54,31.67,0.63
12002,157.69,52,24,48.33,65.16,44.2,0.32
12003,159.91,52,24,48.75,78.02,33.13,0.53
12004,197.32,51,24,48.68,86.8,61.84,0.75
12005,191.52,51,24,48.82,68.51,74.19,0.2
12006,167.03,51,24,49.02,84.31,33.7,0.51
12007,158.71,51,24,49.09,75.9,33.72,0.26
12008,160.27,51,24,49.19,77.28,33.8,0.63
12009,156.82,51,24,48.91,74.91,33,0.15
12010,150.25,51,24,49.12,69.28,31.85,0.31
12011,159.41,51,24,48.89,76.69,33.83,0.18
12012,157.33,52,24,48.88,70.71,37.74,0.54
12013,154.26,52,24,48.82,61.51,43.93,0.12
12014,160.87,52,24,48.76,75.74,36.36,0.24
12015,152.96,52,24,48.84,66.52,37.6,0.23
12016,157.94,52,24,48.82,75.36,33.76,0.16
12017,191.14,52,24,48.81,75.55,66.77,0.07
12018,151.1,52,24,48.7,72.86,29.54,0.22
12019,147.02,51,24,48.57,68.2,30.26,0.63
12020,159.74,51,24,48.59,79.49,31.66,0.18
12021,172.68,51,24,48.76,59.07,64.85,0.32
12022,181.44,51,24,48.71,63.65,69.08,0.42
12023,148.08,51,24,48.79,67.42,31.87,0.29
12024,195.54,51,24,48.93,74.64,71.98,0.28
12025,198.36,51,24,48.97,85.02,64.36,0.69
12026,191.14,52,24,48.53,106.72,35.89,0.56
12027,149.7,51,23,49.05,65.42,35.23,0.93
12028,163.6,52,24,48.44,80.33,34.83,0.61
12029,164.07,52,24,48.42,87.75,27.89,0.3
12030,152.25,51,24,48.53,70.26,33.46,0.53
12031,151.83,51,24,48.18,67.93,35.72,0.21
12032,162.77,51,24,48.31,75.13,39.33,0.35
12033,166.85,51,24,48.23,78.51,40.11,0.45
12034,154.63,51,24,48.32,70.14,36.17,0.17
12035,157.3,51,24,48.73,78.15,30.42,0.21
12036,164.94,51,24,48.24,80.73,35.98,1
12037,163.03,51,24,48.21,72.26,42.57,0.34
12038,159.57,51,24,49.56,78.34,31.66,0.86
12039,157.06,51,24,50.18,71.77,35.11,0.4
12040,150.39,50,24,49.41,68.54,32.44,0.56
12041,149.26,50,24,49.43,68.74,31.09,0.17
12042,177.35,50,24,49.57,73.76,54.03,0.07
12043,157.74,50,24,49.46,77.38,30.9,0.14
12044,181.25,50,24,48.93,68.73,63.59,0.14
12045,145.62,51,24,47.74,63.86,34.02,0.58
12046,165.07,50,24,48.61,74.12,42.35,0.59
12047,193.03,51,24,47.19,63.21,82.63,0.27
12048,178.3,51,24,47.17,70.16,60.97,0.43
12049,209.18,51,24,47.29,83.4,78.5,0.66
12050,156.68,51,24,48.01,77.98,30.69,0.52
12051,184.14,51,24,48.04,83.07,53.03,0.19
12052,162.15,52,24,48.08,75.99,38.07,0.43
12053,165.6,52,24,48.23,71.3,46.07,0.07
12054,150.09,52,24,48.17,66.22,35.71,0.19
12055,198.75,51,24,47.97,75.81,74.96,0.37
12056,155.79,52,24,48.08,69.6,38.1,0.3
12057,157.26,52,24,48.68,75.37,33.21,0.7
12058,179.63,52,24,48.6,68.46,62.57,0.37
12059,151.69,52,24,48.45,70.2,33.04,0.37
12060,164.69,52,24,48.43,80.27,36,0.41
12061,162.35,52,24,48.27,72.46,41.62,0.54
12062,159.16,53,23,47.51,80.7,30.95,0.57
12063,153.42,53,23,47.54,65.42,40.45,0.05
12064,154.79,53,23,47.9,74.97,31.93,0.12
12065,154.48,53,23,47.47,74.8,32.2,0.29
12066,167.9,53,23,47.56,76.38,43.96,0.42
12067,153.38,53,24,47.53,70.27,35.58,0.33
12068,151.3,53,24,47.54,73.78,29.98,0.06
12069,153.44,53,24,47.88,75.05,30.51,0.39
12070,177.51,53,24,47.49,70.59,59.43,0.53
12071,149.42,54,24,47.56,72.19,29.67,0.08
12072,156.98,52,24,47.8,77.68,31.5,0.65
12073,155.46,52,24,48.01,75.41,32.04,0.36
12074,156.67,53,24,47.59,78.81,30.26,0.33
12075,188.91,51,24,47.58,70.77,70.56,0.21
12076,156.14,51,24,48.04,80.45,27.64,0.53
12077,151.5,51,24,47.58,69.19,34.72,0.22
12078,151.25,51,24,47.98,75.24,28.03,0.3
12079,152.03,51,24,47.83,70.17,34.04,0.17
12080,141.81,51,24,47.85,67.2,26.77,0.24
12081,143.82,51,24,47.96,68.99,26.87,0.4
12082,158.13,51,24,47.86,75.8,34.47,0.62
12083,163.71,51,24,47.79,85.03,30.89,0.44
12084,140.43,52,24,47.83,62.7,29.91,0.19
12085,187.6,52,24,47.93,74.65,65.03,0.49
12086,134.92,52,24,47.96,56.29,30.67,0.8
12087,192.21,52,25,48.24,77.67,66.3,0.61
12088,137.36,52,25,48.17,60.57,28.62,0.26
12089,157.9,52,25,48.16,81.65,28.09,0.27
12090,144.38,52,24,47.9,73.61,22.86,0.39
12091,210.04,52,24,48.15,79.41,82.48,0.31
12092,146.28,52,24,48.16,66.6,31.52,0.49
12093,172.12,51,24,48.18,62.35,61.6,0.55
12094,143.64,51,23,47.98,58.81,36.85,0.74
12095,152.51,51,24,47.92,77.81,26.78,0.55
12096,154.84,52,24,47.86,73.95,33.03,0.1
12097,155.28,52,24,47.98,75.4,31.9,0.29
12098,138.97,52,23,47.82,66.1,25.06,0.26
12099,155.53,52,24,47.75,73.89,33.89,0.15
12100,150.61,52,24,47.78,71.8,31.03,0.15
12101,146.89,52,24,47.96,67.39,31.53,0.33
12102,158.65,52,24,47.95,72.43,38.27,0.28
12103,160.72,52,24,47.82,83.27,29.63,0.86
12104,143.52,52,24,47.94,61.61,33.97,0.09
12105,160.86,52,24,47.83,78.22,34.8,0.75
12106,183.55,52,24,48.17,82.11,53.27,0.46
12107,201.15,52,24,49.71,66.51,84.93,0.6
12108,157.38,52,24,49.73,70.87,36.77,0.27
12109,145.69,52,24,48.42,67.71,29.57,0.32
12110,157.22,52,24,48.4,74.51,34.31,0.15
12111,166.07,52,24,48.28,84.27,33.52,0.13
12112,197,52,24,48.44,82.53,66.03,0.21
12113,143.25,52,24,47.96,61.65,33.64,0.39
12114,154.32,52,24,47.9,81.43,24.99,0.2
12115,158.79,52,24,47.89,84.32,26.59,0.28
12116,148.11,52,24,47.95,56.69,43.48,0.12
12117,153.08,52,24,48.08,76.2,28.8,0.25
12118,151.96,52,24,48.01,68.92,35.03,0.58
12119,191.92,52,24,48.05,76.93,66.95,0.42
12120,210.34,52,24,47.83,75.89,86.62,0.47
12121,156.36,51,24,49.21,78.54,28.61,0.77
12122,158.07,51,24,49.35,74.51,34.2,0.34
12123,152.52,51,24,49.74,67.37,35.41,0.44
12124,148.76,51,24,49.4,68.4,30.96,0.48
12125,146.25,51,24,49.29,69.12,27.84,0.37
12126,212.3,51,24,49.72,117.66,44.93,0.39
12127,228.58,51,24,49.51,96.16,82.9,0.6
12128,153.67,51,24,49.63,75.77,28.28,0.09
