Objective 1,Objective 2,Objective 3
264.1991378916667,558,180
104.79118577,667,212
280.1260610616667,586,154
187.49843906,728,290
222.19340617999995,581,180
469.873838305,560,195
283.3932444266667,586,207
298.41690359166665,597,202
692.832657385,572,177
288.955276195,565,187
115.54872923166667,615,197
277.6784385983333,578,178
216.50678718166668,588,176
1846.250374805,542,172
320.00031295166673,554,184
298.0819158383333,532,179
345.86935688666665,549,180
913.4049011083334,535,170
487.188256395,655,226
557.6551139016667,568,156
145.82692724333333,581,181
1701.9589129133333,536,156
535.7543058966667,563,172
521.11736744,560,174
191.701698685,593,164
417.86475819166674,612,198
493.90054676,609,194
655.4968917900001,543,168
578.2811415583334,573,150
491.8897372316667,634,152
175.42966606,599,180
236.325667595,565,193
1010.2087824366668,562,177
159.174661105,642,204
192.4164177333333,648,150
299.04628350166666,664,275
492.95947904,657,272
491.74004763833335,615,199
541.1507611033334,540,163
191.33726994666665,614,195
240.80672097833332,713,275
138.19281797166667,629,206
227.96429036166666,588,166
245.44759329333334,570,176
830.72905632,560,174
606.837441275,602,195
421.80335837499996,574,159
209.500177545,609,195
202.94061259166668,585,208
102.20172747000001,681,232
212.64788760166667,615,201
220.31909861500003,621,206
185.80469104,652,160
415.06178540166667,555,189
421.855248775,550,164
481.842053385,609,201
292.69315243666665,543,164
291.34461846166664,591,154
749.4017163216666,535,168
365.45650429166665,549,164
227.149727095,619,156
550.7354105033334,657,271
242.22645982666666,629,280
1002.33785302,553,167
262.9087546833333,568,169
588.042888425,562,167
246.45943571499998,589,171
675.9804997366667,518,180
435.3423086116667,546,170
1025.0459983716667,566,167
187.69509777333334,616,198
511.5770536516667,559,153
136.12758247333335,735,294
895.6535874833335,551,165
180.0406186316667,581,168
348.69903050166664,557,171
533.7481188266667,596,177
181.59038998,617,200
172.666037655,619,186
440.5481151266667,532,186
202.44584219833334,553,194
404.3086957283333,543,186
409.56859532333334,574,188
635.3828308466666,531,182
436.00651261999997,568,161
308.84105626166667,545,162
301.6059107566667,607,171
205.34954919833334,563,175
382.13413153000005,558,161
577.3416378716666,559,162
138.13157983000002,647,205
106.05821238333334,647,206
668.7773833483333,570,166
322.0595917116667,623,200
187.96790970666666,647,207
891.993984385,562,166
161.51357777166666,637,190
185.92738568500002,629,201
719.4081376466667,541,170
219.00780643,616,194
248.231561815,639,151
193.24160572833335,731,268
499.135201415,570,162
298.0737132516667,561,201
478.46683019833335,610,200
1370.3535347533334,562,156
1296.6637802333332,556,153
123.61214574833333,602,194
643.6741732883333,555,180
302.11644472333336,559,192
241.11964840833335,640,155
407.8560274016667,612,195
220.85971213000002,650,150
978.83213774,732,282
382.8021328,639,150
1218.3266195366666,553,203
646.3370991833333,535,207
551.6497040416666,631,287
536.0483717783334,581,226
205.97886744333331,728,280
214.31558604833333,792,284
592.7666603600001,644,148
873.6937172083334,686,246
233.18103964166667,615,197
440.43658266000006,546,178
881.46779388,549,171
1642.8036248150001,566,175
761.9588945483334,560,164
638.5146246366667,711,283
266.60766121999995,553,170
529.0906729283333,550,170
978.9943960316666,545,177
990.4858542516668,552,169
1004.4920587733333,565,193
453.94135886500004,561,202
551.3920480383333,546,174
200.23046762333334,602,176
340.01896775666665,610,197
631.6610277583333,540,179
410.1650209733333,565,167
108.43605724,659,204
241.47692298833334,557,174
