Iterations,Avg_StackingTime, ManpowerofForklifts, ManpowerofUnpacking, ManpowerofPacking, Forklifts, Avg_StackingTime_At_Gate,Avg_StackingTime_At_Inbound, Avg_StackingTime_At_Outbound,,
8035.00 ,133.50 ,59.00 ,30.00 ,27.00 ,31.00 ,35.06 ,74.79 ,23.64 ,0.61 ,
8036.00 ,152.90 ,59.00 ,30.00 ,27.00 ,31.00 ,34.09 ,90.92 ,27.89 ,0.48 ,
8037.00 ,123.15 ,60.00 ,30.00 ,27.00 ,31.00 ,35.16 ,63.72 ,24.27 ,0.25 ,
8038.00 ,143.87 ,59.00 ,30.00 ,27.00 ,31.00 ,35.23 ,74.27 ,34.37 ,0.39 ,
8039.00 ,160.93 ,59.00 ,30.00 ,27.00 ,31.00 ,35.07 ,71.44 ,54.42 ,0.18 ,
8040.00 ,147.68 ,59.00 ,30.00 ,27.00 ,31.00 ,33.97 ,90.43 ,23.28 ,0.39 ,
8041.00 ,135.97 ,59.00 ,30.00 ,27.00 ,31.00 ,33.83 ,74.82 ,27.32 ,0.39 ,
8042.00 ,132.29 ,60.00 ,30.00 ,27.00 ,31.00 ,34.19 ,78.57 ,19.53 ,0.27 ,
8043.00 ,131.08 ,60.00 ,30.00 ,27.00 ,31.00 ,34.33 ,75.80 ,20.95 ,0.27 ,
8044.00 ,121.98 ,60.00 ,30.00 ,27.00 ,31.00 ,34.15 ,67.25 ,20.58 ,0.56 ,
8045.00 ,133.49 ,60.00 ,30.00 ,27.00 ,31.00 ,34.30 ,77.51 ,21.68 ,0.43 ,
8046.00 ,132.00 ,60.00 ,30.00 ,27.00 ,31.00 ,34.22 ,72.88 ,24.90 ,0.27 ,
8047.00 ,152.93 ,60.00 ,30.00 ,27.00 ,31.00 ,34.34 ,69.17 ,49.43 ,0.22 ,
8048.00 ,130.55 ,60.00 ,30.00 ,27.00 ,31.00 ,34.39 ,69.47 ,26.69 ,0.46 ,
8049.00 ,136.51 ,60.00 ,30.00 ,27.00 ,31.00 ,34.39 ,78.70 ,23.41 ,0.21 ,
8050.00 ,123.37 ,60.00 ,30.00 ,27.00 ,31.00 ,34.19 ,64.31 ,24.87 ,0.34 ,
8051.00 ,144.09 ,60.00 ,30.00 ,27.00 ,31.00 ,35.31 ,77.02 ,31.76 ,0.64 ,
8052.00 ,133.86 ,60.00 ,30.00 ,27.00 ,31.00 ,35.52 ,63.17 ,35.17 ,0.15 ,
8053.00 ,137.47 ,60.00 ,30.00 ,27.00 ,31.00 ,35.25 ,77.51 ,24.71 ,0.21 ,
8054.00 ,121.95 ,61.00 ,30.00 ,27.00 ,32.00 ,34.23 ,58.87 ,28.84 ,0.53 ,
8055.00 ,147.81 ,60.00 ,30.00 ,27.00 ,31.00 ,34.29 ,77.28 ,36.25 ,0.22 ,
8056.00 ,133.15 ,60.00 ,31.00 ,27.00 ,31.00 ,34.22 ,76.54 ,22.40 ,0.26 ,
8057.00 ,133.12 ,60.00 ,31.00 ,27.00 ,31.00 ,34.31 ,73.49 ,25.32 ,0.42 ,
8058.00 ,157.07 ,60.00 ,30.00 ,27.00 ,31.00 ,34.48 ,69.64 ,52.96 ,0.43 ,
8059.00 ,134.39 ,60.00 ,30.00 ,27.00 ,31.00 ,34.40 ,76.03 ,23.96 ,0.22 ,
8060.00 ,133.49 ,60.00 ,30.00 ,27.00 ,31.00 ,34.44 ,73.08 ,25.98 ,0.45 ,
8061.00 ,113.83 ,59.00 ,30.00 ,27.00 ,31.00 ,34.47 ,56.80 ,22.55 ,0.28 ,
8062.00 ,175.05 ,59.00 ,30.00 ,27.00 ,31.00 ,34.40 ,71.78 ,68.87 ,0.24 ,
8063.00 ,137.63 ,59.00 ,30.00 ,27.00 ,31.00 ,34.35 ,69.56 ,33.73 ,0.40 ,
8064.00 ,123.64 ,60.00 ,30.00 ,27.00 ,32.00 ,34.38 ,67.01 ,22.25 ,0.75 ,
8065.00 ,187.80 ,60.00 ,30.00 ,27.00 ,31.00 ,34.42 ,86.93 ,66.45 ,0.22 ,
8066.00 ,168.18 ,59.00 ,30.00 ,27.00 ,31.00 ,34.58 ,63.78 ,69.82 ,0.19 ,
8067.00 ,185.80 ,59.00 ,30.00 ,27.00 ,31.00 ,34.38 ,82.16 ,69.27 ,0.74 ,
8068.00 ,166.74 ,60.00 ,30.00 ,27.00 ,31.00 ,34.40 ,70.62 ,61.71 ,0.29 ,
8069.00 ,128.26 ,60.00 ,30.00 ,27.00 ,31.00 ,34.55 ,67.32 ,26.38 ,0.30 ,
8070.00 ,121.40 ,60.00 ,30.00 ,27.00 ,31.00 ,34.44 ,65.44 ,21.52 ,0.46 ,
8071.00 ,121.96 ,60.00 ,30.00 ,27.00 ,31.00 ,34.36 ,64.23 ,23.37 ,0.22 ,
8072.00 ,140.76 ,60.00 ,30.00 ,27.00 ,31.00 ,34.33 ,81.07 ,25.36 ,0.26 ,
8073.00 ,183.96 ,59.00 ,30.00 ,27.00 ,31.00 ,34.67 ,80.67 ,68.61 ,0.67 ,
8074.00 ,128.16 ,59.00 ,30.00 ,27.00 ,31.00 ,34.60 ,73.64 ,19.92 ,0.44 ,
8075.00 ,137.98 ,59.00 ,31.00 ,27.00 ,31.00 ,34.62 ,76.29 ,27.08 ,0.21 ,
8076.00 ,127.68 ,59.00 ,31.00 ,27.00 ,31.00 ,34.63 ,71.18 ,21.87 ,0.13 ,
8077.00 ,133.71 ,59.00 ,31.00 ,27.00 ,31.00 ,34.63 ,70.95 ,28.13 ,0.17 ,
8078.00 ,121.26 ,60.00 ,30.00 ,27.00 ,31.00 ,34.43 ,63.46 ,23.37 ,0.53 ,
8079.00 ,124.78 ,60.00 ,30.00 ,27.00 ,31.00 ,34.36 ,61.68 ,28.74 ,0.70 ,
8080.00 ,178.71 ,59.00 ,30.00 ,27.00 ,31.00 ,34.62 ,70.82 ,73.27 ,0.26 ,
8081.00 ,130.67 ,60.00 ,30.00 ,27.00 ,31.00 ,34.59 ,75.52 ,20.56 ,0.24 ,
8082.00 ,124.70 ,60.00 ,30.00 ,27.00 ,31.00 ,34.52 ,63.56 ,26.63 ,0.42 ,
8083.00 ,128.79 ,60.00 ,30.00 ,27.00 ,31.00 ,34.59 ,70.73 ,23.47 ,0.22 ,
8084.00 ,166.52 ,60.00 ,30.00 ,27.00 ,31.00 ,34.52 ,62.35 ,69.65 ,0.27 ,
8085.00 ,131.67 ,59.00 ,30.00 ,27.00 ,31.00 ,34.51 ,69.27 ,27.89 ,0.23 ,
8086.00 ,132.23 ,60.00 ,30.00 ,27.00 ,31.00 ,34.36 ,71.90 ,25.96 ,0.27 ,
8087.00 ,141.51 ,59.00 ,30.00 ,27.00 ,31.00 ,34.42 ,82.45 ,24.64 ,0.19 ,
8088.00 ,174.91 ,59.00 ,30.00 ,27.00 ,31.00 ,34.73 ,84.04 ,56.14 ,0.39 ,
8089.00 ,139.98 ,58.00 ,30.00 ,27.00 ,31.00 ,35.09 ,83.55 ,21.35 ,0.34 ,
8090.00 ,169.19 ,58.00 ,30.00 ,27.00 ,31.00 ,35.11 ,65.31 ,68.77 ,0.24 ,
8091.00 ,174.08 ,59.00 ,30.00 ,27.00 ,31.00 ,34.72 ,71.20 ,68.16 ,0.22 ,
8092.00 ,127.73 ,58.00 ,30.00 ,27.00 ,31.00 ,34.54 ,70.82 ,22.37 ,0.42 ,
8093.00 ,119.80 ,60.00 ,31.00 ,27.00 ,31.00 ,34.39 ,62.67 ,22.74 ,0.49 ,
8094.00 ,160.76 ,60.00 ,31.00 ,27.00 ,31.00 ,34.88 ,60.10 ,65.77 ,0.34 ,
8095.00 ,133.15 ,60.00 ,30.00 ,27.00 ,31.00 ,34.93 ,71.63 ,26.58 ,0.46 ,
8096.00 ,187.72 ,59.00 ,30.00 ,27.00 ,31.00 ,35.16 ,85.80 ,66.76 ,0.60 ,
8097.00 ,127.74 ,59.00 ,30.00 ,27.00 ,31.00 ,35.16 ,72.29 ,20.30 ,0.14 ,
8098.00 ,122.29 ,59.00 ,30.00 ,27.00 ,31.00 ,35.22 ,62.81 ,24.26 ,0.18 ,
8099.00 ,117.52 ,59.00 ,30.00 ,27.00 ,31.00 ,34.98 ,63.11 ,19.43 ,0.38 ,
8100.00 ,144.94 ,59.00 ,30.00 ,27.00 ,31.00 ,34.61 ,83.80 ,26.53 ,0.55 ,
8101.00 ,153.50 ,59.00 ,30.00 ,27.00 ,31.00 ,34.06 ,65.09 ,54.35 ,0.28 ,
8102.00 ,128.58 ,59.00 ,30.00 ,27.00 ,31.00 ,34.19 ,70.57 ,23.82 ,0.33 ,
8103.00 ,167.94 ,59.00 ,30.00 ,27.00 ,31.00 ,34.16 ,76.28 ,57.50 ,0.13 ,
8104.00 ,171.97 ,59.00 ,30.00 ,27.00 ,31.00 ,34.22 ,70.71 ,67.04 ,0.20 ,
8105.00 ,131.51 ,59.00 ,30.00 ,27.00 ,31.00 ,34.40 ,75.67 ,21.44 ,0.33 ,
8106.00 ,147.05 ,59.00 ,30.00 ,27.00 ,31.00 ,34.19 ,88.84 ,24.02 ,0.52 ,
8107.00 ,131.90 ,59.00 ,30.00 ,27.00 ,31.00 ,34.23 ,73.98 ,23.69 ,0.13 ,
8108.00 ,150.96 ,59.00 ,30.00 ,27.00 ,31.00 ,33.88 ,66.72 ,50.36 ,0.30 ,
8109.00 ,178.89 ,59.00 ,30.00 ,27.00 ,31.00 ,33.77 ,77.46 ,67.66 ,0.19 ,
8110.00 ,132.44 ,59.00 ,30.00 ,27.00 ,30.00 ,33.84 ,77.73 ,20.87 ,0.54 ,
8111.00 ,153.73 ,59.00 ,30.00 ,27.00 ,30.00 ,33.79 ,96.26 ,23.68 ,0.22 ,
8112.00 ,133.09 ,59.00 ,30.00 ,27.00 ,30.00 ,34.02 ,77.43 ,21.64 ,0.40 ,
8113.00 ,181.33 ,59.00 ,30.00 ,27.00 ,30.00 ,33.85 ,80.76 ,66.72 ,0.21 ,
8114.00 ,184.83 ,59.00 ,30.00 ,27.00 ,31.00 ,33.84 ,86.91 ,64.09 ,0.25 ,
8115.00 ,142.22 ,59.00 ,30.00 ,27.00 ,31.00 ,34.03 ,83.07 ,25.12 ,0.36 ,
8116.00 ,138.93 ,59.00 ,30.00 ,27.00 ,31.00 ,34.05 ,83.12 ,21.76 ,0.19 ,
8117.00 ,182.43 ,59.00 ,30.00 ,27.00 ,31.00 ,34.06 ,80.85 ,67.52 ,0.13 ,
8118.00 ,129.70 ,59.00 ,30.00 ,27.00 ,31.00 ,34.28 ,71.55 ,23.86 ,0.62 ,
8119.00 ,121.30 ,59.00 ,30.00 ,27.00 ,31.00 ,34.31 ,60.85 ,26.14 ,0.11 ,
8120.00 ,177.89 ,60.00 ,30.00 ,27.00 ,31.00 ,34.05 ,78.09 ,65.74 ,0.49 ,
8121.00 ,143.93 ,59.00 ,30.00 ,27.00 ,31.00 ,34.02 ,63.49 ,46.42 ,0.29 ,
8122.00 ,134.59 ,59.00 ,30.00 ,27.00 ,31.00 ,34.03 ,66.58 ,33.98 ,0.14 ,
8123.00 ,136.09 ,59.00 ,30.00 ,27.00 ,31.00 ,34.02 ,80.97 ,21.09 ,0.40 ,
8124.00 ,124.34 ,59.00 ,30.00 ,27.00 ,30.00 ,34.29 ,68.83 ,21.22 ,0.38 ,
8125.00 ,119.71 ,59.00 ,30.00 ,27.00 ,30.00 ,34.27 ,63.11 ,22.33 ,0.18 ,
8126.00 ,128.22 ,59.00 ,30.00 ,27.00 ,31.00 ,34.14 ,69.79 ,24.28 ,0.46 ,
8127.00 ,121.29 ,59.00 ,30.00 ,27.00 ,31.00 ,34.95 ,62.17 ,24.17 ,0.63 ,
8128.00 ,158.26 ,59.00 ,30.00 ,27.00 ,31.00 ,35.45 ,68.25 ,54.56 ,0.31 ,
8129.00 ,126.33 ,59.00 ,30.00 ,27.00 ,31.00 ,35.02 ,69.68 ,21.63 ,0.28 ,
8130.00 ,121.67 ,59.00 ,30.00 ,27.00 ,30.00 ,35.50 ,64.84 ,21.33 ,0.45 ,
8131.00 ,157.27 ,59.00 ,30.00 ,27.00 ,30.00 ,35.47 ,65.88 ,55.92 ,0.18 ,
8132.00 ,148.70 ,59.00 ,30.00 ,27.00 ,30.00 ,36.49 ,91.90 ,20.32 ,0.32 ,
8133.00 ,140.49 ,59.00 ,30.00 ,27.00 ,30.00 ,35.65 ,81.39 ,23.45 ,0.58 ,
8134.00 ,176.27 ,58.00 ,30.00 ,27.00 ,30.00 ,35.46 ,73.72 ,67.08 ,0.22 ,
8135.00 ,129.69 ,59.00 ,30.00 ,27.00 ,30.00 ,35.69 ,70.53 ,23.47 ,0.20 ,
8136.00 ,134.31 ,59.00 ,30.00 ,27.00 ,30.00 ,36.70 ,73.58 ,24.02 ,0.58 ,
8137.00 ,143.48 ,59.00 ,30.00 ,27.00 ,30.00 ,36.87 ,85.12 ,21.49 ,0.42 ,
8138.00 ,174.03 ,59.00 ,30.00 ,27.00 ,31.00 ,35.66 ,85.64 ,52.72 ,0.52 ,
8139.00 ,126.89 ,59.00 ,30.00 ,27.00 ,30.00 ,36.64 ,69.71 ,20.54 ,0.56 ,
8140.00 ,131.04 ,59.00 ,30.00 ,27.00 ,31.00 ,36.48 ,72.90 ,21.66 ,0.40 ,
8141.00 ,139.59 ,58.00 ,30.00 ,27.00 ,30.00 ,36.58 ,83.18 ,19.83 ,0.40 ,
8142.00 ,137.32 ,58.00 ,30.00 ,27.00 ,30.00 ,36.51 ,76.80 ,24.01 ,0.39 ,
8143.00 ,164.43 ,59.00 ,29.00 ,27.00 ,31.00 ,36.41 ,76.47 ,51.54 ,0.60 ,
8144.00 ,170.34 ,59.00 ,29.00 ,27.00 ,31.00 ,35.56 ,80.84 ,53.95 ,0.31 ,
8145.00 ,123.17 ,59.00 ,29.00 ,27.00 ,31.00 ,35.57 ,65.08 ,22.51 ,0.24 ,
8146.00 ,171.38 ,59.00 ,29.00 ,27.00 ,31.00 ,36.61 ,79.37 ,55.39 ,0.29 ,
8147.00 ,145.62 ,59.00 ,29.00 ,27.00 ,31.00 ,36.57 ,83.81 ,25.24 ,0.13 ,
8148.00 ,121.25 ,59.00 ,29.00 ,27.00 ,31.00 ,35.56 ,62.91 ,22.79 ,0.21 ,
8149.00 ,169.56 ,59.00 ,29.00 ,27.00 ,31.00 ,35.48 ,74.70 ,59.39 ,0.44 ,
8150.00 ,131.92 ,58.00 ,29.00 ,27.00 ,30.00 ,35.43 ,70.54 ,25.95 ,0.21 ,
8151.00 ,131.85 ,58.00 ,29.00 ,27.00 ,31.00 ,35.37 ,73.95 ,22.53 ,0.21 ,
8152.00 ,131.60 ,59.00 ,29.00 ,27.00 ,31.00 ,35.54 ,72.11 ,23.96 ,0.28 ,
8153.00 ,132.35 ,58.00 ,30.00 ,27.00 ,30.00 ,35.70 ,77.37 ,19.28 ,0.44 ,
8154.00 ,193.54 ,58.00 ,29.00 ,27.00 ,30.00 ,35.75 ,85.97 ,71.82 ,0.37 ,
8155.00 ,157.33 ,58.00 ,29.00 ,27.00 ,30.00 ,35.74 ,93.35 ,28.24 ,0.27 ,
8156.00 ,119.11 ,58.00 ,29.00 ,27.00 ,31.00 ,35.76 ,63.80 ,19.56 ,0.48 ,
8157.00 ,157.49 ,58.00 ,29.00 ,27.00 ,31.00 ,35.74 ,67.63 ,54.12 ,0.22 ,
8158.00 ,145.54 ,58.00 ,29.00 ,27.00 ,31.00 ,36.81 ,86.90 ,21.83 ,0.31 ,
8159.00 ,141.26 ,59.00 ,29.00 ,27.00 ,31.00 ,36.77 ,84.46 ,20.03 ,0.21 ,
8160.00 ,163.51 ,58.00 ,29.00 ,27.00 ,31.00 ,35.72 ,70.95 ,56.84 ,0.55 ,
8161.00 ,123.97 ,59.00 ,29.00 ,27.00 ,31.00 ,35.79 ,65.45 ,22.74 ,0.22 ,
8162.00 ,125.69 ,58.00 ,29.00 ,27.00 ,30.00 ,35.75 ,68.07 ,21.87 ,0.45 ,
8163.00 ,139.12 ,59.00 ,29.00 ,27.00 ,31.00 ,35.73 ,80.31 ,23.08 ,0.37 ,
8164.00 ,134.18 ,59.00 ,29.00 ,27.00 ,31.00 ,35.70 ,75.45 ,23.04 ,0.23 ,
8165.00 ,176.85 ,59.00 ,29.00 ,27.00 ,31.00 ,35.67 ,78.11 ,63.07 ,0.16 ,
8166.00 ,183.95 ,60.00 ,29.00 ,27.00 ,31.00 ,35.69 ,82.72 ,65.53 ,0.17 ,
8167.00 ,145.36 ,59.00 ,29.00 ,27.00 ,30.00 ,35.67 ,87.20 ,22.49 ,0.26 ,
8168.00 ,140.13 ,59.00 ,29.00 ,27.00 ,30.00 ,35.73 ,76.36 ,28.04 ,0.17 ,
8169.00 ,132.73 ,59.00 ,29.00 ,27.00 ,30.00 ,35.75 ,73.36 ,23.62 ,0.18 ,
8170.00 ,125.91 ,59.00 ,29.00 ,27.00 ,30.00 ,34.36 ,66.58 ,24.97 ,0.50 ,
8171.00 ,126.34 ,59.00 ,29.00 ,27.00 ,30.00 ,34.35 ,68.09 ,23.90 ,0.36 ,
8172.00 ,123.56 ,59.00 ,29.00 ,26.00 ,30.00 ,34.30 ,67.08 ,22.18 ,0.35 ,
8173.00 ,121.32 ,58.00 ,29.00 ,26.00 ,31.00 ,34.25 ,64.82 ,22.25 ,0.51 ,
8174.00 ,183.79 ,58.00 ,29.00 ,26.00 ,31.00 ,34.21 ,94.40 ,55.18 ,0.16 ,
8175.00 ,126.14 ,60.00 ,29.00 ,26.00 ,31.00 ,34.17 ,59.91 ,32.06 ,0.20 ,
8176.00 ,144.13 ,59.00 ,29.00 ,26.00 ,31.00 ,34.27 ,89.17 ,20.69 ,0.21 ,
8177.00 ,115.56 ,58.00 ,29.00 ,26.00 ,31.00 ,35.13 ,61.35 ,19.08 ,0.29 ,
8178.00 ,134.46 ,58.00 ,29.00 ,26.00 ,30.00 ,35.21 ,57.16 ,42.10 ,0.21 ,
8179.00 ,122.29 ,58.00 ,29.00 ,27.00 ,30.00 ,34.27 ,63.21 ,24.80 ,0.35 ,
8180.00 ,136.32 ,59.00 ,29.00 ,27.00 ,30.00 ,34.41 ,79.76 ,22.15 ,0.24 ,
8181.00 ,132.56 ,58.00 ,29.00 ,27.00 ,30.00 ,34.39 ,75.36 ,22.81 ,0.23 ,
8182.00 ,130.51 ,58.00 ,29.00 ,26.00 ,31.00 ,34.36 ,74.05 ,22.10 ,0.30 ,
8183.00 ,119.55 ,58.00 ,29.00 ,27.00 ,31.00 ,34.41 ,62.14 ,23.00 ,0.40 ,
8184.00 ,164.04 ,58.00 ,29.00 ,27.00 ,31.00 ,34.36 ,60.86 ,68.82 ,0.22 ,
8185.00 ,174.15 ,58.00 ,29.00 ,27.00 ,31.00 ,34.53 ,71.75 ,67.88 ,0.52 ,
8186.00 ,128.80 ,58.00 ,29.00 ,26.00 ,31.00 ,35.29 ,70.97 ,22.55 ,0.67 ,
8187.00 ,144.18 ,58.00 ,29.00 ,26.00 ,31.00 ,35.16 ,89.10 ,19.92 ,0.26 ,
8188.00 ,184.76 ,58.00 ,29.00 ,27.00 ,31.00 ,35.30 ,78.71 ,70.75 ,0.61 ,
8189.00 ,134.25 ,58.00 ,29.00 ,26.00 ,30.00 ,35.05 ,67.18 ,32.02 ,0.58 ,
8190.00 ,133.52 ,58.00 ,29.00 ,26.00 ,30.00 ,35.16 ,76.33 ,22.03 ,0.24 ,
8191.00 ,123.64 ,58.00 ,29.00 ,26.00 ,30.00 ,35.14 ,66.16 ,22.34 ,0.25 ,
8192.00 ,119.02 ,58.00 ,29.00 ,27.00 ,30.00 ,35.10 ,57.71 ,26.21 ,0.26 ,
8193.00 ,154.48 ,58.00 ,29.00 ,26.00 ,30.00 ,35.23 ,93.47 ,25.78 ,0.42 ,
8194.00 ,142.38 ,58.00 ,29.00 ,26.00 ,30.00 ,35.18 ,78.15 ,29.05 ,0.25 ,
8195.00 ,163.96 ,59.00 ,29.00 ,27.00 ,31.00 ,34.87 ,71.48 ,57.61 ,0.48 ,
8196.00 ,145.53 ,58.00 ,29.00 ,26.00 ,31.00 ,34.90 ,82.05 ,28.58 ,0.42 ,
8197.00 ,121.71 ,58.00 ,29.00 ,26.00 ,31.00 ,34.80 ,63.08 ,23.83 ,0.12 ,
8198.00 ,117.67 ,58.00 ,29.00 ,26.00 ,31.00 ,35.04 ,57.78 ,24.85 ,0.40 ,
8199.00 ,129.98 ,58.00 ,29.00 ,26.00 ,31.00 ,34.29 ,76.74 ,18.95 ,0.65 ,
8200.00 ,163.12 ,58.00 ,29.00 ,26.00 ,31.00 ,34.10 ,72.03 ,56.98 ,0.31 ,
8201.00 ,139.48 ,58.00 ,29.00 ,26.00 ,31.00 ,34.03 ,75.44 ,30.02 ,0.25 ,
8202.00 ,110.35 ,59.00 ,29.00 ,26.00 ,31.00 ,34.04 ,55.76 ,20.55 ,0.35 ,
8203.00 ,139.44 ,58.00 ,29.00 ,26.00 ,31.00 ,33.48 ,80.60 ,25.35 ,0.49 ,
8204.00 ,127.43 ,58.00 ,29.00 ,26.00 ,31.00 ,33.69 ,70.77 ,22.97 ,0.27 ,
8205.00 ,116.81 ,59.00 ,29.00 ,26.00 ,31.00 ,33.73 ,61.01 ,22.07 ,0.33 ,
8206.00 ,126.82 ,59.00 ,29.00 ,26.00 ,31.00 ,33.66 ,70.47 ,22.69 ,0.17 ,
8207.00 ,114.79 ,58.00 ,29.00 ,26.00 ,30.00 ,33.69 ,53.90 ,27.19 ,0.31 ,
8208.00 ,164.28 ,58.00 ,29.00 ,26.00 ,30.00 ,33.61 ,68.63 ,62.04 ,0.44 ,
8209.00 ,153.71 ,58.00 ,29.00 ,26.00 ,30.00 ,33.60 ,68.40 ,51.71 ,0.66 ,
8210.00 ,144.05 ,58.00 ,29.00 ,26.00 ,30.00 ,33.63 ,83.76 ,26.66 ,0.24 ,
8211.00 ,132.29 ,57.00 ,29.00 ,27.00 ,30.00 ,33.78 ,74.79 ,23.72 ,0.27 ,
8212.00 ,166.94 ,58.00 ,29.00 ,26.00 ,30.00 ,33.60 ,71.47 ,61.87 ,0.56 ,
8213.00 ,137.50 ,58.00 ,29.00 ,26.00 ,30.00 ,33.41 ,76.75 ,27.33 ,0.19 ,
8214.00 ,138.49 ,58.00 ,29.00 ,26.00 ,31.00 ,33.42 ,77.73 ,27.34 ,0.73 ,
8215.00 ,121.30 ,58.00 ,29.00 ,26.00 ,31.00 ,33.34 ,64.42 ,23.54 ,0.21 ,
8216.00 ,133.90 ,58.00 ,29.00 ,26.00 ,30.00 ,33.49 ,75.88 ,24.53 ,0.56 ,
8217.00 ,120.90 ,58.00 ,29.00 ,26.00 ,31.00 ,33.17 ,65.24 ,22.50 ,0.40 ,
8218.00 ,152.49 ,57.00 ,29.00 ,26.00 ,30.00 ,33.12 ,62.57 ,56.80 ,0.38 ,
8219.00 ,144.47 ,57.00 ,29.00 ,26.00 ,30.00 ,33.49 ,82.54 ,28.43 ,0.51 ,
8220.00 ,153.08 ,58.00 ,29.00 ,26.00 ,30.00 ,33.61 ,94.96 ,24.50 ,0.42 ,
8221.00 ,121.96 ,57.00 ,29.00 ,26.00 ,30.00 ,33.88 ,64.41 ,23.67 ,0.31 ,
8222.00 ,137.14 ,58.00 ,29.00 ,26.00 ,30.00 ,33.56 ,82.89 ,20.69 ,0.27 ,
8223.00 ,174.99 ,58.00 ,29.00 ,26.00 ,30.00 ,33.53 ,75.26 ,66.20 ,0.25 ,
8224.00 ,134.03 ,58.00 ,29.00 ,26.00 ,30.00 ,33.49 ,80.15 ,20.39 ,0.17 ,
8225.00 ,121.92 ,58.00 ,29.00 ,27.00 ,31.00 ,33.51 ,65.59 ,22.82 ,0.56 ,
8226.00 ,123.02 ,58.00 ,29.00 ,26.00 ,31.00 ,33.48 ,67.58 ,21.96 ,0.31 ,
8227.00 ,142.98 ,58.00 ,29.00 ,26.00 ,30.00 ,33.50 ,86.09 ,23.39 ,0.33 ,
8228.00 ,177.56 ,58.00 ,29.00 ,26.00 ,30.00 ,33.53 ,74.25 ,69.77 ,0.42 ,
8229.00 ,136.83 ,58.00 ,29.00 ,26.00 ,30.00 ,33.49 ,78.53 ,24.81 ,0.33 ,
8230.00 ,132.95 ,58.00 ,29.00 ,26.00 ,30.00 ,33.35 ,76.93 ,22.67 ,0.39 ,
8231.00 ,156.56 ,58.00 ,29.00 ,26.00 ,30.00 ,33.17 ,97.16 ,26.23 ,0.54 ,
8232.00 ,128.38 ,58.00 ,29.00 ,26.00 ,30.00 ,33.41 ,72.64 ,22.33 ,0.29 ,
8233.00 ,127.78 ,57.00 ,29.00 ,27.00 ,31.00 ,33.84 ,69.35 ,24.59 ,0.68 ,
8234.00 ,129.66 ,57.00 ,29.00 ,27.00 ,31.00 ,33.33 ,66.88 ,29.46 ,0.35 ,
8235.00 ,164.29 ,57.00 ,29.00 ,27.00 ,30.00 ,34.22 ,74.08 ,55.99 ,0.25 ,
8236.00 ,125.82 ,57.00 ,28.00 ,26.00 ,30.00 ,33.95 ,69.57 ,22.30 ,0.52 ,
8237.00 ,169.77 ,58.00 ,28.00 ,26.00 ,30.00 ,34.15 ,76.68 ,58.95 ,0.14 ,
8238.00 ,128.75 ,58.00 ,28.00 ,27.00 ,31.00 ,34.57 ,72.19 ,21.99 ,0.47 ,
8239.00 ,168.79 ,57.00 ,28.00 ,27.00 ,31.00 ,34.55 ,70.97 ,63.28 ,0.23 ,
8240.00 ,134.14 ,57.00 ,28.00 ,26.00 ,31.00 ,34.49 ,70.42 ,29.23 ,0.24 ,
8241.00 ,154.07 ,57.00 ,28.00 ,26.00 ,31.00 ,34.53 ,93.13 ,26.41 ,0.10 ,
8242.00 ,133.45 ,57.00 ,28.00 ,26.00 ,31.00 ,34.53 ,74.06 ,24.85 ,0.19 ,
8243.00 ,128.90 ,58.00 ,28.00 ,26.00 ,30.00 ,34.25 ,70.34 ,24.30 ,0.54 ,
8244.00 ,127.79 ,58.00 ,28.00 ,27.00 ,30.00 ,34.98 ,70.76 ,22.05 ,0.46 ,
8245.00 ,121.80 ,57.00 ,28.00 ,27.00 ,30.00 ,35.31 ,64.67 ,21.82 ,0.35 ,
8246.00 ,154.09 ,57.00 ,28.00 ,26.00 ,30.00 ,35.30 ,86.69 ,32.10 ,0.19 ,
8247.00 ,134.28 ,58.00 ,28.00 ,27.00 ,30.00 ,35.24 ,66.25 ,32.79 ,0.36 ,
8248.00 ,127.68 ,57.00 ,28.00 ,27.00 ,30.00 ,34.86 ,68.19 ,24.62 ,0.55 ,
8249.00 ,138.10 ,57.00 ,28.00 ,27.00 ,30.00 ,34.84 ,77.91 ,25.35 ,0.28 ,
8250.00 ,136.08 ,57.00 ,28.00 ,27.00 ,30.00 ,34.77 ,75.70 ,25.62 ,0.38 ,
8251.00 ,117.31 ,57.00 ,28.00 ,26.00 ,30.00 ,34.87 ,62.54 ,19.91 ,0.38 ,
8252.00 ,125.90 ,57.00 ,28.00 ,26.00 ,30.00 ,34.71 ,64.48 ,26.72 ,0.29 ,
8253.00 ,141.20 ,57.00 ,28.00 ,26.00 ,30.00 ,34.17 ,81.12 ,25.91 ,0.13 ,
8254.00 ,124.73 ,58.00 ,29.00 ,26.00 ,30.00 ,33.93 ,65.91 ,24.88 ,0.63 ,
8255.00 ,139.87 ,57.00 ,29.00 ,26.00 ,30.00 ,33.95 ,77.43 ,28.49 ,0.38 ,
8256.00 ,131.87 ,57.00 ,29.00 ,26.00 ,29.00 ,33.96 ,73.31 ,24.60 ,0.41 ,
8257.00 ,171.94 ,58.00 ,29.00 ,26.00 ,30.00 ,33.93 ,87.35 ,50.65 ,0.24 ,
8258.00 ,168.99 ,58.00 ,29.00 ,26.00 ,29.00 ,34.39 ,78.08 ,56.52 ,0.17 ,
