Iterations,Avg_StackingTime, ManpowerofForklifts, ManpowerofUnpacking, ManpowerofPacking, Forklifts, Avg_StackingTime_At_Gate,Avg_StackingTime_At_Inbound, Avg_StackingTime_At_Outbound,,
7811.00 ,119.61 ,62.00 ,31.00 ,28.00 ,33.00 ,35.48 ,60.94 ,23.19 ,0.45 ,
7812.00 ,173.01 ,62.00 ,31.00 ,28.00 ,32.00 ,35.39 ,71.82 ,65.81 ,0.56 ,
7813.00 ,124.21 ,61.00 ,31.00 ,28.00 ,32.00 ,35.37 ,62.94 ,25.89 ,0.20 ,
7814.00 ,142.03 ,61.00 ,31.00 ,28.00 ,32.00 ,35.49 ,80.79 ,25.75 ,0.45 ,
7815.00 ,132.31 ,61.00 ,31.00 ,28.00 ,32.00 ,34.10 ,74.51 ,23.69 ,0.14 ,
7816.00 ,169.95 ,61.00 ,31.00 ,28.00 ,32.00 ,35.46 ,81.98 ,52.51 ,0.39 ,
7817.00 ,140.91 ,61.00 ,31.00 ,28.00 ,32.00 ,35.53 ,80.94 ,24.43 ,0.28 ,
7818.00 ,127.26 ,61.00 ,31.00 ,28.00 ,32.00 ,33.14 ,66.68 ,27.44 ,0.30 ,
7819.00 ,173.75 ,61.00 ,31.00 ,28.00 ,32.00 ,33.22 ,70.39 ,70.14 ,0.17 ,
7820.00 ,152.54 ,61.00 ,31.00 ,28.00 ,32.00 ,34.56 ,71.98 ,46.00 ,0.30 ,
7821.00 ,139.94 ,61.00 ,31.00 ,28.00 ,32.00 ,34.59 ,77.42 ,27.93 ,0.19 ,
7822.00 ,126.32 ,62.00 ,31.00 ,28.00 ,32.00 ,34.59 ,70.10 ,21.63 ,0.29 ,
7823.00 ,126.15 ,62.00 ,31.00 ,28.00 ,32.00 ,34.56 ,65.85 ,25.75 ,0.11 ,
7824.00 ,171.15 ,61.00 ,31.00 ,28.00 ,32.00 ,34.58 ,68.32 ,68.25 ,0.30 ,
7825.00 ,134.19 ,62.00 ,31.00 ,28.00 ,32.00 ,34.63 ,73.15 ,26.41 ,0.24 ,
7826.00 ,133.92 ,62.00 ,31.00 ,28.00 ,32.00 ,33.28 ,75.63 ,25.01 ,0.30 ,
7827.00 ,144.74 ,63.00 ,31.00 ,28.00 ,32.00 ,34.63 ,78.97 ,31.13 ,0.36 ,
7828.00 ,130.57 ,63.00 ,31.00 ,28.00 ,32.00 ,34.70 ,71.75 ,24.12 ,0.20 ,
7829.00 ,138.77 ,62.00 ,31.00 ,28.00 ,32.00 ,34.63 ,78.67 ,25.47 ,0.30 ,
7830.00 ,138.89 ,62.00 ,31.00 ,28.00 ,32.00 ,34.31 ,79.32 ,25.25 ,0.34 ,
7831.00 ,140.89 ,62.00 ,31.00 ,28.00 ,32.00 ,34.35 ,79.25 ,27.29 ,0.19 ,
7832.00 ,161.62 ,62.00 ,31.00 ,28.00 ,32.00 ,34.31 ,69.27 ,58.05 ,0.27 ,
7833.00 ,145.22 ,62.00 ,31.00 ,28.00 ,32.00 ,34.32 ,82.93 ,27.97 ,0.32 ,
7834.00 ,122.52 ,62.00 ,31.00 ,28.00 ,32.00 ,34.54 ,61.58 ,26.39 ,0.58 ,
7835.00 ,132.15 ,62.00 ,31.00 ,28.00 ,33.00 ,34.59 ,72.85 ,24.70 ,0.38 ,
7836.00 ,136.85 ,62.00 ,31.00 ,28.00 ,32.00 ,34.57 ,77.78 ,24.50 ,0.39 ,
7837.00 ,168.80 ,62.00 ,31.00 ,28.00 ,32.00 ,34.60 ,70.46 ,63.74 ,0.12 ,
7838.00 ,125.79 ,62.00 ,31.00 ,28.00 ,32.00 ,34.67 ,70.04 ,21.08 ,0.21 ,
7839.00 ,137.76 ,62.00 ,31.00 ,28.00 ,32.00 ,34.57 ,79.54 ,23.65 ,0.28 ,
7840.00 ,161.58 ,62.00 ,31.00 ,28.00 ,32.00 ,34.53 ,85.10 ,41.95 ,0.34 ,
7841.00 ,132.27 ,62.00 ,31.00 ,28.00 ,32.00 ,34.62 ,74.53 ,23.12 ,0.23 ,
7842.00 ,129.78 ,62.00 ,31.00 ,28.00 ,32.00 ,34.65 ,69.98 ,25.16 ,0.45 ,
7843.00 ,185.07 ,63.00 ,31.00 ,28.00 ,32.00 ,34.62 ,77.57 ,72.89 ,0.36 ,
7844.00 ,133.06 ,63.00 ,31.00 ,28.00 ,32.00 ,34.56 ,75.18 ,23.31 ,0.55 ,
7845.00 ,138.06 ,63.00 ,31.00 ,28.00 ,32.00 ,34.56 ,77.63 ,25.88 ,0.47 ,
7846.00 ,136.48 ,62.00 ,31.00 ,28.00 ,32.00 ,34.52 ,77.77 ,24.19 ,0.29 ,
7847.00 ,144.23 ,63.00 ,31.00 ,28.00 ,32.00 ,34.71 ,83.00 ,26.52 ,0.40 ,
7848.00 ,134.35 ,63.00 ,31.00 ,28.00 ,32.00 ,34.75 ,75.19 ,24.42 ,0.31 ,
7849.00 ,135.01 ,62.00 ,31.00 ,28.00 ,32.00 ,34.79 ,70.71 ,29.50 ,0.36 ,
7850.00 ,146.18 ,62.00 ,31.00 ,28.00 ,32.00 ,34.74 ,82.48 ,28.96 ,0.26 ,
7851.00 ,143.06 ,62.00 ,31.00 ,28.00 ,32.00 ,34.86 ,75.79 ,32.41 ,0.46 ,
7852.00 ,149.50 ,62.00 ,31.00 ,28.00 ,32.00 ,34.76 ,87.11 ,27.63 ,0.44 ,
7853.00 ,130.20 ,62.00 ,31.00 ,28.00 ,32.00 ,34.80 ,74.19 ,21.21 ,0.49 ,
7854.00 ,137.41 ,62.00 ,31.00 ,28.00 ,33.00 ,33.43 ,77.18 ,26.79 ,0.47 ,
7855.00 ,178.29 ,62.00 ,31.00 ,28.00 ,33.00 ,34.22 ,74.77 ,69.30 ,0.29 ,
7856.00 ,129.74 ,62.00 ,31.00 ,28.00 ,33.00 ,34.19 ,70.01 ,25.53 ,0.20 ,
7857.00 ,126.39 ,62.00 ,31.00 ,28.00 ,33.00 ,33.14 ,71.15 ,22.10 ,0.51 ,
7858.00 ,177.25 ,62.00 ,31.00 ,28.00 ,32.00 ,33.22 ,69.00 ,75.03 ,0.20 ,
7859.00 ,150.71 ,63.00 ,31.00 ,28.00 ,32.00 ,33.57 ,73.96 ,43.18 ,0.40 ,
7860.00 ,135.67 ,63.00 ,31.00 ,28.00 ,32.00 ,33.72 ,81.31 ,20.64 ,0.17 ,
7861.00 ,120.17 ,62.00 ,31.00 ,28.00 ,33.00 ,33.18 ,63.46 ,23.53 ,0.48 ,
7862.00 ,115.17 ,62.00 ,31.00 ,28.00 ,33.00 ,33.62 ,62.14 ,19.41 ,0.49 ,
7863.00 ,137.80 ,62.00 ,31.00 ,28.00 ,32.00 ,33.59 ,81.09 ,23.12 ,0.20 ,
7864.00 ,126.15 ,62.00 ,31.00 ,28.00 ,32.00 ,33.65 ,68.89 ,23.61 ,0.37 ,
7865.00 ,122.13 ,62.00 ,31.00 ,28.00 ,32.00 ,34.28 ,66.64 ,21.21 ,0.51 ,
7866.00 ,136.48 ,61.00 ,31.00 ,29.00 ,32.00 ,35.61 ,76.61 ,24.26 ,0.42 ,
7867.00 ,135.24 ,61.00 ,31.00 ,29.00 ,32.00 ,35.59 ,76.36 ,23.28 ,0.22 ,
7868.00 ,129.36 ,61.00 ,31.00 ,28.00 ,32.00 ,35.65 ,69.85 ,23.86 ,0.38 ,
7869.00 ,142.12 ,61.00 ,31.00 ,28.00 ,32.00 ,35.59 ,78.80 ,27.72 ,0.13 ,
7870.00 ,128.54 ,62.00 ,31.00 ,28.00 ,32.00 ,35.63 ,72.06 ,20.85 ,0.45 ,
7871.00 ,174.51 ,61.00 ,31.00 ,28.00 ,32.00 ,35.30 ,70.36 ,68.86 ,0.28 ,
7872.00 ,132.36 ,61.00 ,31.00 ,28.00 ,32.00 ,35.14 ,72.19 ,25.02 ,0.12 ,
7873.00 ,124.81 ,61.00 ,31.00 ,28.00 ,32.00 ,35.20 ,65.71 ,23.91 ,0.29 ,
7874.00 ,134.17 ,61.00 ,30.00 ,28.00 ,32.00 ,35.20 ,81.32 ,17.65 ,0.35 ,
7875.00 ,134.33 ,61.00 ,31.00 ,28.00 ,32.00 ,35.83 ,78.20 ,20.30 ,0.44 ,
7876.00 ,157.20 ,61.00 ,31.00 ,28.00 ,32.00 ,35.87 ,64.31 ,57.02 ,0.57 ,
7877.00 ,132.40 ,61.00 ,31.00 ,28.00 ,32.00 ,35.90 ,73.83 ,22.66 ,0.49 ,
7878.00 ,159.76 ,60.00 ,31.00 ,28.00 ,32.00 ,36.03 ,68.00 ,55.73 ,0.35 ,
7879.00 ,130.15 ,61.00 ,31.00 ,28.00 ,32.00 ,35.41 ,69.33 ,25.41 ,0.43 ,
7880.00 ,143.97 ,61.00 ,31.00 ,28.00 ,32.00 ,35.40 ,83.26 ,25.30 ,0.18 ,
7881.00 ,178.04 ,61.00 ,31.00 ,28.00 ,33.00 ,35.38 ,75.68 ,66.97 ,0.26 ,
7882.00 ,143.25 ,60.00 ,31.00 ,28.00 ,32.00 ,35.56 ,85.41 ,22.28 ,0.86 ,
7883.00 ,126.60 ,60.00 ,31.00 ,27.00 ,32.00 ,35.62 ,68.39 ,22.60 ,0.54 ,
7884.00 ,118.88 ,60.00 ,31.00 ,27.00 ,32.00 ,35.58 ,57.34 ,25.97 ,0.23 ,
7885.00 ,125.82 ,60.00 ,31.00 ,27.00 ,32.00 ,34.33 ,68.12 ,23.37 ,0.21 ,
7886.00 ,134.39 ,60.00 ,31.00 ,28.00 ,32.00 ,34.25 ,74.51 ,25.63 ,0.27 ,
7887.00 ,138.99 ,60.00 ,30.00 ,28.00 ,32.00 ,34.12 ,77.68 ,27.18 ,0.29 ,
7888.00 ,176.71 ,60.00 ,31.00 ,28.00 ,32.00 ,35.55 ,78.61 ,62.55 ,0.21 ,
7889.00 ,125.58 ,60.00 ,30.00 ,28.00 ,32.00 ,35.64 ,63.14 ,26.79 ,0.22 ,
7890.00 ,134.85 ,61.00 ,30.00 ,28.00 ,32.00 ,33.30 ,79.92 ,21.64 ,0.49 ,
7891.00 ,129.54 ,61.00 ,30.00 ,28.00 ,32.00 ,33.34 ,70.98 ,25.22 ,0.31 ,
7892.00 ,128.66 ,61.00 ,30.00 ,28.00 ,32.00 ,33.30 ,72.13 ,23.23 ,0.19 ,
7893.00 ,125.86 ,61.00 ,30.00 ,28.00 ,32.00 ,33.39 ,71.28 ,21.20 ,0.44 ,
7894.00 ,125.32 ,61.00 ,30.00 ,28.00 ,32.00 ,33.39 ,67.03 ,24.91 ,0.20 ,
7895.00 ,131.38 ,61.00 ,31.00 ,28.00 ,32.00 ,33.24 ,73.49 ,24.64 ,0.49 ,
7896.00 ,128.61 ,61.00 ,30.00 ,28.00 ,32.00 ,33.28 ,70.83 ,24.50 ,0.11 ,
7897.00 ,133.84 ,61.00 ,31.00 ,28.00 ,32.00 ,33.38 ,76.01 ,24.45 ,0.30 ,
7898.00 ,132.76 ,60.00 ,31.00 ,28.00 ,32.00 ,33.38 ,74.31 ,25.07 ,0.38 ,
7899.00 ,166.63 ,60.00 ,30.00 ,28.00 ,32.00 ,33.43 ,64.82 ,68.38 ,0.44 ,
7900.00 ,168.66 ,62.00 ,30.00 ,28.00 ,32.00 ,33.38 ,64.43 ,70.84 ,0.39 ,
7901.00 ,135.00 ,61.00 ,30.00 ,28.00 ,32.00 ,33.21 ,77.89 ,23.90 ,0.37 ,
7902.00 ,124.55 ,60.00 ,30.00 ,28.00 ,32.00 ,33.35 ,66.79 ,24.42 ,0.42 ,
7903.00 ,169.52 ,60.00 ,30.00 ,28.00 ,32.00 ,33.23 ,79.13 ,57.17 ,0.35 ,
7904.00 ,135.75 ,60.00 ,30.00 ,28.00 ,32.00 ,33.32 ,52.36 ,50.07 ,0.35 ,
7905.00 ,120.52 ,60.00 ,30.00 ,28.00 ,32.00 ,33.27 ,62.99 ,24.25 ,0.48 ,
7906.00 ,131.63 ,61.00 ,30.00 ,28.00 ,32.00 ,33.45 ,75.90 ,22.28 ,0.39 ,
7907.00 ,135.51 ,60.00 ,30.00 ,28.00 ,32.00 ,33.47 ,78.65 ,23.40 ,0.53 ,
7908.00 ,128.76 ,61.00 ,30.00 ,28.00 ,32.00 ,34.76 ,70.01 ,23.99 ,0.43 ,
7909.00 ,175.77 ,61.00 ,30.00 ,28.00 ,32.00 ,34.69 ,76.25 ,64.84 ,0.32 ,
7910.00 ,130.60 ,61.00 ,30.00 ,28.00 ,32.00 ,33.32 ,71.47 ,25.80 ,0.27 ,
7911.00 ,135.25 ,61.00 ,30.00 ,28.00 ,32.00 ,34.73 ,75.09 ,25.43 ,0.34 ,
7912.00 ,138.08 ,61.00 ,30.00 ,28.00 ,32.00 ,34.72 ,70.64 ,32.72 ,0.30 ,
7913.00 ,182.31 ,60.00 ,30.00 ,28.00 ,32.00 ,33.33 ,79.84 ,69.14 ,0.28 ,
7914.00 ,140.17 ,61.00 ,30.00 ,28.00 ,32.00 ,33.39 ,80.25 ,26.53 ,0.56 ,
7915.00 ,133.19 ,61.00 ,30.00 ,28.00 ,33.00 ,32.99 ,72.08 ,28.12 ,0.46 ,
7916.00 ,115.26 ,61.00 ,30.00 ,28.00 ,33.00 ,33.04 ,58.66 ,23.56 ,0.16 ,
7917.00 ,138.35 ,61.00 ,30.00 ,28.00 ,32.00 ,33.72 ,84.45 ,20.18 ,0.37 ,
7918.00 ,130.64 ,61.00 ,30.00 ,28.00 ,32.00 ,33.64 ,73.20 ,23.80 ,0.15 ,
7919.00 ,120.93 ,61.00 ,30.00 ,28.00 ,32.00 ,33.18 ,66.95 ,20.80 ,0.34 ,
7920.00 ,171.67 ,61.00 ,30.00 ,28.00 ,32.00 ,33.25 ,71.54 ,66.88 ,0.18 ,
7921.00 ,127.10 ,61.00 ,30.00 ,28.00 ,32.00 ,33.26 ,72.13 ,21.71 ,0.13 ,
7922.00 ,134.59 ,61.00 ,30.00 ,28.00 ,32.00 ,33.24 ,76.53 ,24.82 ,0.47 ,
7923.00 ,139.34 ,61.00 ,30.00 ,28.00 ,32.00 ,33.29 ,81.87 ,24.18 ,0.55 ,
7924.00 ,129.36 ,61.00 ,30.00 ,28.00 ,31.00 ,33.27 ,71.35 ,24.74 ,0.22 ,
7925.00 ,130.94 ,60.00 ,30.00 ,28.00 ,32.00 ,33.71 ,69.26 ,27.98 ,0.42 ,
7926.00 ,133.97 ,61.00 ,30.00 ,28.00 ,32.00 ,33.18 ,79.98 ,20.81 ,0.43 ,
7927.00 ,123.90 ,60.00 ,30.00 ,28.00 ,32.00 ,33.13 ,66.26 ,24.51 ,0.38 ,
7928.00 ,137.52 ,60.00 ,30.00 ,28.00 ,32.00 ,33.58 ,80.90 ,23.04 ,0.41 ,
7929.00 ,120.27 ,61.00 ,30.00 ,27.00 ,32.00 ,33.56 ,64.60 ,22.11 ,0.32 ,
7930.00 ,143.97 ,61.00 ,30.00 ,27.00 ,32.00 ,33.58 ,86.71 ,23.69 ,0.16 ,
7931.00 ,127.36 ,61.00 ,30.00 ,28.00 ,32.00 ,33.54 ,68.73 ,25.09 ,0.36 ,
7932.00 ,131.23 ,61.00 ,30.00 ,27.00 ,32.00 ,34.57 ,71.20 ,25.46 ,0.21 ,
7933.00 ,133.00 ,61.00 ,30.00 ,27.00 ,32.00 ,34.52 ,65.02 ,33.46 ,0.32 ,
7934.00 ,126.87 ,61.00 ,30.00 ,27.00 ,32.00 ,34.57 ,69.41 ,22.89 ,0.16 ,
7935.00 ,124.33 ,61.00 ,30.00 ,28.00 ,32.00 ,33.58 ,64.77 ,25.99 ,0.42 ,
7936.00 ,143.13 ,60.00 ,30.00 ,28.00 ,32.00 ,34.58 ,82.95 ,25.60 ,0.31 ,
7937.00 ,134.87 ,62.00 ,30.00 ,28.00 ,32.00 ,33.54 ,76.35 ,24.97 ,0.13 ,
7938.00 ,136.40 ,62.00 ,30.00 ,27.00 ,32.00 ,34.64 ,71.40 ,30.36 ,0.35 ,
7939.00 ,127.47 ,62.00 ,30.00 ,28.00 ,32.00 ,34.80 ,71.10 ,21.56 ,0.55 ,
7940.00 ,140.17 ,61.00 ,30.00 ,27.00 ,32.00 ,34.72 ,76.39 ,29.05 ,0.38 ,
7941.00 ,119.76 ,62.00 ,30.00 ,27.00 ,32.00 ,34.23 ,60.34 ,25.19 ,0.45 ,
7942.00 ,132.04 ,61.00 ,30.00 ,28.00 ,32.00 ,34.86 ,74.00 ,23.18 ,0.36 ,
7943.00 ,157.60 ,61.00 ,30.00 ,28.00 ,32.00 ,34.77 ,56.33 ,66.50 ,0.08 ,
7944.00 ,156.16 ,60.00 ,30.00 ,27.00 ,32.00 ,34.84 ,71.76 ,49.56 ,0.23 ,
7945.00 ,135.00 ,61.00 ,30.00 ,27.00 ,32.00 ,34.69 ,75.21 ,25.10 ,0.38 ,
7946.00 ,125.44 ,61.00 ,30.00 ,28.00 ,32.00 ,34.76 ,68.42 ,22.26 ,0.32 ,
7947.00 ,115.73 ,61.00 ,30.00 ,28.00 ,32.00 ,34.73 ,59.25 ,21.75 ,0.59 ,
7948.00 ,130.49 ,61.00 ,30.00 ,28.00 ,32.00 ,34.82 ,73.35 ,22.32 ,0.27 ,
7949.00 ,179.92 ,61.00 ,30.00 ,28.00 ,32.00 ,34.82 ,75.92 ,69.18 ,0.27 ,
7950.00 ,122.77 ,61.00 ,30.00 ,27.00 ,32.00 ,34.76 ,62.63 ,25.38 ,0.54 ,
7951.00 ,134.43 ,61.00 ,30.00 ,27.00 ,32.00 ,34.83 ,75.87 ,23.73 ,0.46 ,
7952.00 ,138.73 ,60.00 ,30.00 ,27.00 ,32.00 ,34.69 ,79.09 ,24.95 ,0.44 ,
7953.00 ,156.21 ,60.00 ,31.00 ,27.00 ,33.00 ,34.53 ,80.88 ,40.81 ,0.34 ,
7954.00 ,134.03 ,61.00 ,31.00 ,27.00 ,32.00 ,34.72 ,76.46 ,22.86 ,0.25 ,
7955.00 ,122.60 ,60.00 ,30.00 ,27.00 ,33.00 ,35.41 ,58.69 ,28.50 ,0.28 ,
7956.00 ,162.86 ,61.00 ,31.00 ,27.00 ,33.00 ,35.41 ,66.75 ,60.70 ,0.15 ,
7957.00 ,188.07 ,60.00 ,30.00 ,27.00 ,33.00 ,35.34 ,93.35 ,59.38 ,0.35 ,
7958.00 ,134.01 ,61.00 ,31.00 ,27.00 ,33.00 ,35.39 ,77.75 ,20.88 ,0.34 ,
7959.00 ,176.47 ,60.00 ,30.00 ,27.00 ,33.00 ,35.35 ,85.06 ,56.05 ,0.08 ,
7960.00 ,127.31 ,60.00 ,30.00 ,27.00 ,31.00 ,35.34 ,68.10 ,23.87 ,0.33 ,
7961.00 ,122.20 ,61.00 ,30.00 ,27.00 ,31.00 ,35.43 ,60.69 ,26.08 ,0.50 ,
7962.00 ,135.38 ,60.00 ,30.00 ,27.00 ,32.00 ,35.46 ,76.97 ,22.95 ,0.62 ,
7963.00 ,124.94 ,60.00 ,30.00 ,27.00 ,32.00 ,35.18 ,64.01 ,25.74 ,0.46 ,
7964.00 ,140.72 ,60.00 ,30.00 ,27.00 ,32.00 ,35.39 ,76.63 ,28.70 ,0.47 ,
7965.00 ,145.46 ,61.00 ,30.00 ,27.00 ,32.00 ,35.39 ,83.94 ,26.14 ,0.44 ,
7966.00 ,137.60 ,61.00 ,30.00 ,27.00 ,32.00 ,35.39 ,69.99 ,32.22 ,0.34 ,
7967.00 ,169.08 ,60.00 ,30.00 ,27.00 ,32.00 ,35.18 ,64.33 ,69.57 ,0.44 ,
7968.00 ,172.02 ,60.00 ,30.00 ,27.00 ,32.00 ,35.45 ,80.60 ,55.97 ,0.14 ,
7969.00 ,144.19 ,60.00 ,30.00 ,27.00 ,32.00 ,35.47 ,80.22 ,28.51 ,0.09 ,
7970.00 ,123.34 ,60.00 ,30.00 ,27.00 ,32.00 ,35.38 ,66.78 ,21.18 ,0.22 ,
7971.00 ,132.85 ,60.00 ,30.00 ,27.00 ,32.00 ,35.47 ,73.42 ,23.96 ,0.43 ,
7972.00 ,136.51 ,60.00 ,30.00 ,27.00 ,32.00 ,35.51 ,74.53 ,26.48 ,0.47 ,
7973.00 ,118.70 ,60.00 ,30.00 ,27.00 ,32.00 ,35.53 ,60.56 ,22.61 ,0.28 ,
7974.00 ,135.98 ,60.00 ,30.00 ,28.00 ,32.00 ,35.58 ,76.49 ,23.91 ,0.67 ,
7975.00 ,123.74 ,60.00 ,30.00 ,28.00 ,32.00 ,35.52 ,65.44 ,22.78 ,0.27 ,
7976.00 ,142.51 ,60.00 ,30.00 ,27.00 ,32.00 ,35.52 ,73.69 ,33.30 ,0.27 ,
7977.00 ,162.18 ,60.00 ,30.00 ,27.00 ,32.00 ,35.55 ,60.23 ,66.40 ,0.37 ,
7978.00 ,130.77 ,60.00 ,30.00 ,27.00 ,32.00 ,35.45 ,71.77 ,23.55 ,0.51 ,
7979.00 ,162.41 ,60.00 ,30.00 ,27.00 ,32.00 ,35.57 ,65.59 ,61.24 ,0.23 ,
7980.00 ,180.73 ,60.00 ,30.00 ,27.00 ,32.00 ,35.47 ,72.39 ,72.87 ,0.30 ,
7981.00 ,120.72 ,59.00 ,30.00 ,27.00 ,32.00 ,35.66 ,62.83 ,22.24 ,0.45 ,
7982.00 ,124.87 ,60.00 ,30.00 ,27.00 ,32.00 ,35.44 ,62.84 ,26.60 ,0.33 ,
7983.00 ,175.91 ,60.00 ,30.00 ,28.00 ,32.00 ,35.57 ,72.92 ,67.42 ,0.30 ,
7984.00 ,135.46 ,60.00 ,30.00 ,28.00 ,32.00 ,35.77 ,76.68 ,23.02 ,0.37 ,
7985.00 ,182.27 ,60.00 ,30.00 ,28.00 ,32.00 ,35.73 ,77.00 ,69.53 ,0.16 ,
7986.00 ,173.24 ,60.00 ,30.00 ,28.00 ,32.00 ,35.28 ,72.15 ,65.82 ,0.19 ,
7987.00 ,130.19 ,60.00 ,30.00 ,27.00 ,32.00 ,35.24 ,74.78 ,20.18 ,0.35 ,
7988.00 ,169.54 ,60.00 ,30.00 ,27.00 ,32.00 ,35.61 ,62.14 ,71.79 ,0.58 ,
7989.00 ,129.06 ,60.00 ,30.00 ,27.00 ,32.00 ,35.74 ,68.52 ,24.79 ,0.26 ,
7990.00 ,172.91 ,60.00 ,30.00 ,27.00 ,32.00 ,35.67 ,73.41 ,63.84 ,0.30 ,
7991.00 ,138.72 ,60.00 ,30.00 ,27.00 ,32.00 ,35.76 ,68.88 ,34.08 ,0.32 ,
7992.00 ,144.16 ,60.00 ,30.00 ,27.00 ,32.00 ,35.76 ,78.47 ,29.93 ,0.41 ,
7993.00 ,121.02 ,61.00 ,30.00 ,27.00 ,32.00 ,35.79 ,61.52 ,23.71 ,0.40 ,
7994.00 ,127.72 ,60.00 ,30.00 ,27.00 ,32.00 ,35.63 ,65.07 ,27.01 ,0.24 ,
7995.00 ,118.96 ,61.00 ,30.00 ,27.00 ,32.00 ,34.47 ,63.30 ,21.19 ,0.34 ,
7996.00 ,141.81 ,61.00 ,30.00 ,27.00 ,32.00 ,34.60 ,80.11 ,27.10 ,0.13 ,
7997.00 ,116.99 ,61.00 ,30.00 ,27.00 ,32.00 ,34.63 ,60.65 ,21.70 ,0.47 ,
7998.00 ,130.79 ,61.00 ,30.00 ,27.00 ,32.00 ,34.55 ,75.39 ,20.85 ,0.18 ,
7999.00 ,124.86 ,61.00 ,30.00 ,28.00 ,32.00 ,34.44 ,71.26 ,19.16 ,0.53 ,
8000.00 ,116.41 ,61.00 ,30.00 ,27.00 ,32.00 ,34.46 ,61.64 ,20.31 ,0.18 ,
8001.00 ,128.16 ,60.00 ,30.00 ,27.00 ,32.00 ,34.64 ,72.15 ,21.37 ,0.29 ,
8002.00 ,183.92 ,60.00 ,30.00 ,27.00 ,32.00 ,34.51 ,76.09 ,73.32 ,0.36 ,
8003.00 ,130.52 ,60.00 ,30.00 ,27.00 ,32.00 ,34.21 ,74.25 ,22.06 ,0.59 ,
8004.00 ,147.14 ,59.00 ,30.00 ,27.00 ,32.00 ,33.95 ,58.03 ,55.15 ,0.30 ,
8005.00 ,132.92 ,59.00 ,30.00 ,27.00 ,32.00 ,33.97 ,68.30 ,30.66 ,0.09 ,
8006.00 ,127.50 ,59.00 ,30.00 ,27.00 ,32.00 ,34.14 ,76.04 ,17.32 ,0.26 ,
8007.00 ,164.27 ,60.00 ,31.00 ,27.00 ,32.00 ,35.19 ,75.13 ,53.95 ,0.46 ,
8008.00 ,153.55 ,61.00 ,31.00 ,27.00 ,32.00 ,35.16 ,63.06 ,55.34 ,0.18 ,
8009.00 ,140.45 ,61.00 ,30.00 ,27.00 ,32.00 ,34.16 ,86.08 ,20.21 ,0.34 ,
8010.00 ,131.78 ,60.00 ,30.00 ,27.00 ,32.00 ,35.87 ,71.40 ,24.51 ,0.36 ,
8011.00 ,135.82 ,61.00 ,30.00 ,27.00 ,32.00 ,35.86 ,76.13 ,23.84 ,0.11 ,
8012.00 ,121.84 ,60.00 ,30.00 ,27.00 ,32.00 ,35.88 ,63.86 ,22.10 ,0.52 ,
8013.00 ,135.28 ,60.00 ,30.00 ,27.00 ,31.00 ,34.90 ,74.62 ,25.76 ,0.37 ,
8014.00 ,130.66 ,59.00 ,30.00 ,27.00 ,31.00 ,34.91 ,66.93 ,28.82 ,0.13 ,
8015.00 ,129.45 ,59.00 ,30.00 ,27.00 ,31.00 ,35.14 ,71.16 ,23.15 ,0.33 ,
8016.00 ,146.86 ,60.00 ,30.00 ,27.00 ,31.00 ,35.14 ,87.49 ,24.23 ,0.58 ,
8017.00 ,128.61 ,60.00 ,30.00 ,27.00 ,31.00 ,35.21 ,69.76 ,23.64 ,0.27 ,
8018.00 ,126.98 ,60.00 ,30.00 ,27.00 ,31.00 ,34.65 ,68.38 ,23.94 ,0.31 ,
8019.00 ,123.66 ,59.00 ,30.00 ,27.00 ,31.00 ,34.91 ,66.77 ,21.98 ,0.33 ,
8020.00 ,117.11 ,59.00 ,30.00 ,27.00 ,31.00 ,34.97 ,64.47 ,17.67 ,0.10 ,
8021.00 ,119.25 ,59.00 ,30.00 ,27.00 ,31.00 ,35.89 ,65.16 ,18.21 ,0.40 ,
8022.00 ,173.51 ,60.00 ,30.00 ,27.00 ,31.00 ,34.97 ,72.93 ,65.60 ,0.43 ,
8023.00 ,126.01 ,59.00 ,30.00 ,27.00 ,31.00 ,34.62 ,69.05 ,22.34 ,0.45 ,
8024.00 ,126.76 ,59.00 ,30.00 ,27.00 ,31.00 ,34.67 ,73.56 ,18.53 ,0.27 ,
8025.00 ,128.04 ,59.00 ,30.00 ,27.00 ,31.00 ,34.35 ,73.74 ,19.96 ,0.50 ,
8026.00 ,143.22 ,59.00 ,30.00 ,27.00 ,31.00 ,34.30 ,87.01 ,21.91 ,0.20 ,
8027.00 ,156.10 ,59.00 ,30.00 ,27.00 ,31.00 ,34.34 ,66.42 ,55.34 ,0.31 ,
8028.00 ,139.24 ,59.00 ,30.00 ,27.00 ,31.00 ,34.38 ,82.88 ,21.98 ,0.45 ,
8029.00 ,132.22 ,59.00 ,30.00 ,27.00 ,31.00 ,34.39 ,72.40 ,25.43 ,0.28 ,
8030.00 ,171.33 ,59.00 ,30.00 ,27.00 ,32.00 ,35.39 ,70.69 ,65.25 ,0.45 ,
8031.00 ,128.38 ,59.00 ,30.00 ,27.00 ,32.00 ,34.36 ,72.37 ,21.65 ,0.30 ,
8032.00 ,126.20 ,59.00 ,30.00 ,27.00 ,31.00 ,34.18 ,65.83 ,26.20 ,0.22 ,
8033.00 ,135.98 ,59.00 ,30.00 ,27.00 ,31.00 ,33.98 ,78.20 ,23.80 ,0.35 ,
8034.00 ,121.39 ,59.00 ,30.00 ,27.00 ,31.00 ,34.16 ,58.51 ,28.72 ,0.37 ,
